,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,CH_ba,SI_ba,FF_ba,ST_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba
0,2023-07-31,717185,Single,single,False,650490,666745,Yandy Díaz,Jhony Brito,0,0,0,ae9a988b-7a4f-4561-93d8-cb600afdd2f8,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
1,2023-07-31,717185,Flyout,field_out,True,677551,666745,Wander Franco,Jhony Brito,0,0,0,47ee7983-4a4b-4101-bf1a-f58bde47af15,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
2,2023-07-31,717185,Home Run,home_run,False,664040,666745,Brandon Lowe,Jhony Brito,0,0,1,d5f62bbb-0e01-4e2c-95a4-00168c2bf4ff,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
3,2023-07-31,717185,Groundout,field_out,True,668227,666745,Randy Arozarena,Jhony Brito,0,0,0,8212387a-4458-4fff-8517-bb48951a48d2,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
4,2023-07-31,717185,Strikeout,strikeout,True,670042,666745,Luke Raley,Jhony Brito,0,0,0,a2d52155-29b1-4036-9a3e-96a1988c41c2,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
5,2023-07-31,717185,Groundout,field_out,True,650402,607192,Gleyber Torres,Tyler Glasnow,0,0,0,ee564d4f-2386-421a-bbc8-5141a9f99e73,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,,0.003,0.54,-7.7,1.25,,2.91,96.4,96.4,90.1,,,,0.236,,0.095,152.0,103.0,114.0,0.213,1.81,83.9,0.254,,,,,,,,,,,,,,
6,2023-07-31,717185,Strikeout,strikeout,True,592450,607192,Aaron Judge,Tyler Glasnow,0,0,0,e9a9c6fe-6eb0-41a5-af17-f33d35ddd9fb,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,,0.003,0.54,-7.7,1.25,,2.91,96.4,96.4,90.1,,,,0.236,,0.095,152.0,103.0,114.0,0.213,1.81,83.9,0.254,,,,,,,,,,,,,,
7,2023-07-31,717185,Groundout,field_out,True,519203,607192,Anthony Rizzo,Tyler Glasnow,0,0,0,fb7a20ec-4b04-4628-8aaf-07645a2786ba,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,128.0,103.0,110.0,,,,94.0,97.0,104.0,0.004,0.43200000000000005,0.348,,0.003,0.54,-7.7,1.25,,2.91,96.4,96.4,90.1,,,,0.236,,0.095,152.0,103.0,114.0,0.213,1.81,83.9,0.254,,,,,,,,,,,,,,
8,2023-07-31,717185,Double,double,False,670623,666745,Isaac Paredes,Jhony Brito,0,0,0,a7d0fc48-6723-4a2f-963d-20e7b9f05119,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
9,2023-07-31,717185,Flyout,field_out,True,666139,666745,Josh Lowe,Jhony Brito,1,0,0,1671fd0e-b822-4f71-b4a9-a00a7f611529,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
