,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,SL_ba,FC_ba,CH_ba,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KN%,wSI/C,wKN/C,vSI,SI_ba,KN_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba
0,2023-09-16,716564,Walk,walk,False,673490,695243,Ha-Seong Kim,Mason Miller,1,0,0,32577744-ddac-40bf-a205-befafb620e84,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
1,2023-09-16,716564,Double,double,False,665487,695243,Fernando Tatis Jr.,Mason Miller,0,0,1,82ad74dd-5220-4104-bd32-e2680cb0d025,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
2,2023-09-16,716564,Sac Fly,sac_fly,True,665742,695243,Juan Soto,Mason Miller,0,0,1,afca4d67-8c79-4f86-9b2a-aaa8ed0aa038,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
3,2023-09-16,716564,Single,single,False,593428,695243,Xander Bogaerts,Mason Miller,1,0,1,405898fb-f791-44f2-8062-0fdbfd0b7f75,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
4,2023-09-16,716564,Strikeout,strikeout,True,669134,695243,Luis Campusano,Mason Miller,0,0,0,085f6857-32e8-4983-b4d6-140333b96b72,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
5,2023-09-16,716564,Walk,walk,False,596847,695243,Ji Man Choi,Mason Miller,0,0,1,a535064e-ab0e-407b-a95a-db73551e61fd,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
6,2023-09-16,716564,Walk,walk,False,663757,695243,Trent Grisham,Mason Miller,0,0,1,09f91577-cd88-45c1-b159-a8f142dc8e9e,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
7,2023-09-16,716564,Strikeout,strikeout,True,676946,695243,Matthew Batten,Mason Miller,0,0,0,6c29482d-016c-4763-8bc2-f6330a702404,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,
8,2023-09-16,716564,Single,single,False,643393,663362,Tony Kemp,Matt Waldron,1,0,0,bcb0bb2f-ede9-4a9b-bf68-03f79bdcdb43,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,,,,,76.0,105.0,98.0,101.0,100.0,109.0,104.0,114.0,109.0,0.205,0.131,0.16,,-0.95,0.15,-0.44,,91.3,86.7,79.8,0.259,,0.214,,76.6,81.0,106.0,95.0,0.23600000000000002,0.267,0.75,-1.01,91.3,0.239,0.242,0.269,,,,,,,
9,2023-09-16,716564,Strikeout,strikeout,True,676116,663362,Ryan Noda,Matt Waldron,0,0,0,7bbf0134-786a-4e1e-b2db-9e4ef4a1e279,663362.0,mattwaldron,Waldron,Right,Matt Waldron,4.35,4.48,41.1,106.0,88.0,101.0,0.8320000000000001,6.75,2.61,8.49,1.96,0.96,0.23800000000000002,0.415,0.215,0.308,0.456,,,,,76.0,105.0,98.0,101.0,100.0,109.0,104.0,114.0,109.0,0.205,0.131,0.16,,-0.95,0.15,-0.44,,91.3,86.7,79.8,0.259,,0.214,,76.6,81.0,106.0,95.0,0.23600000000000002,0.267,0.75,-1.01,91.3,0.239,0.242,0.269,,,,,,,
