,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,ST_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-06-10,717822,Double,double,False,666397,670950,Edouard Julien,Trevor Richards,0,0,0,67550794-66ce-47f3-9f52-460d2472531b,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.19699999999999998,0.324,0.331,82.5,103.0,98.0,112.0,105.0,97.0,98.0,0.434,0.5660000000000001,-1.19,0.98,92.8,0.165,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-10,717822,Lineout,field_out,True,456781,670950,Donovan Solano,Trevor Richards,0,0,1,c4837805-ef70-4c2f-b998-f32a3d62f7b0,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.19699999999999998,0.324,0.331,82.5,103.0,98.0,112.0,105.0,97.0,98.0,0.434,0.5660000000000001,-1.19,0.98,92.8,0.165,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-10,717822,Strikeout,strikeout,True,666135,670950,Alex Kirilloff,Trevor Richards,0,0,0,810679cf-348a-4be1-8af8-ed47e4661559,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.19699999999999998,0.324,0.331,82.5,103.0,98.0,112.0,105.0,97.0,98.0,0.434,0.5660000000000001,-1.19,0.98,92.8,0.165,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-10,717822,Pop Out,field_out,True,621043,670950,Carlos Correa,Trevor Richards,1,1,0,58817ff9-30bd-49f9-afdc-95c3e27ddefd,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.19699999999999998,0.324,0.331,82.5,103.0,98.0,112.0,105.0,97.0,98.0,0.434,0.5660000000000001,-1.19,0.98,92.8,0.165,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-10,717822,Lineout,field_out,True,543807,657746,George Springer,Joe Ryan,0,0,0,df87d492-259c-4892-a35c-26629f242f99,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-10,717822,Single,single,False,666182,657746,Bo Bichette,Joe Ryan,0,0,0,2f477ed8-1d94-40e0-a7d3-b6a27081c012,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-06-10,717822,Flyout,field_out,True,474832,657746,Brandon Belt,Joe Ryan,1,0,0,d0056abe-58d7-48e1-b657-c1db3d1e552a,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-10,717822,Strikeout,strikeout,True,665489,657746,Vladimir Guerrero Jr.,Joe Ryan,0,0,0,4deda214-136b-41a1-b68d-516f3df5c399,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-10,717822,Strikeout,strikeout,True,663616,670950,Trevor Larnach,Trevor Richards,0,0,0,92bef5d5-d1f8-42d4-991b-199732c6f2cf,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.19699999999999998,0.324,0.331,82.5,103.0,98.0,112.0,105.0,97.0,98.0,0.434,0.5660000000000001,-1.19,0.98,92.8,0.165,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-10,717822,Strikeout,strikeout,True,650489,670950,Willi Castro,Trevor Richards,0,0,0,d080e486-acec-4166-b62a-ed944ba0babf,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.19699999999999998,0.324,0.331,82.5,103.0,98.0,112.0,105.0,97.0,98.0,0.434,0.5660000000000001,-1.19,0.98,92.8,0.165,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-06-10,717822,Strikeout,strikeout,True,596146,670950,Max Kepler,Trevor Richards,0,0,0,c9580b1e-7bc1-467c-abc0-8511cdeb098f,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.19699999999999998,0.324,0.331,82.5,103.0,98.0,112.0,105.0,97.0,98.0,0.434,0.5660000000000001,-1.19,0.98,92.8,0.165,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-06-10,717822,Walk,walk,False,656305,657746,Matt Chapman,Joe Ryan,0,0,0,871c2923-a1c8-4c09-aaed-a2adf92ce3fe,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-06-10,717822,Groundout,field_out,True,672386,657746,Alejandro Kirk,Joe Ryan,0,0,1,0e54c68f-31ae-4492-9909-fe31bc234c6b,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-06-10,717822,Single,single,False,593160,657746,Whit Merrifield,Joe Ryan,0,0,1,40915695-561b-44c7-ad53-a5687ab4adf4,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023-06-10,717822,Single,single,False,662139,657746,Daulton Varsho,Joe Ryan,1,0,1,75352f10-3b67-4dc7-96d2-34c43f2fb55f,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2023-06-10,717822,Grounded Into DP,grounded_into_double_play,True,669289,657746,Santiago Espinal,Joe Ryan,0,0,1,2ded759b-9305-4de5-8326-67207f0b8f8a,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,,,,,102.0,112.0,108.0,0.569,,0.89,,92.3,,0.24,102.0,88.0,94.0,91.0,104.0,102.0,0.272,0.159,-0.3,-2.12,83.9,80.3,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
