,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,CU_ba,FC_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,SL_ba,CH_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC
0,2023-04-03,718723,Strikeout,strikeout,True,665155,686613,Nick Maton,Hunter Brown,0,0,0,9eec150e-1c51-40f3-97d7-168e3ea4fdbe,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
1,2023-04-03,718723,Strikeout,strikeout,True,682985,686613,Riley Greene,Hunter Brown,0,0,0,a5fdf9c7-537c-4ceb-87f5-bf5f736070b8,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
2,2023-04-03,718723,Groundout,field_out,True,595879,686613,Javier Báez,Hunter Brown,0,0,0,7de1a013-29ab-4c52-8e9b-49fc6657abf3,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
3,2023-04-03,718723,Walk,walk,False,665161,571510,Jeremy Peña,Matthew Boyd,0,0,0,861ea878-db07-4af5-b776-3d46ea68a99a,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,,-0.64,,,2.52,0.57,,91.4,,,90.8,79.6,,0.281,0.4,,,,80.2,87.0,97.0,101.0,90.0,87.0,92.0,0.07400000000000001,0.18600000000000003,-2.52,0.56,73.8,0.203,0.245,0.207,,,
4,2023-04-03,718723,Lineout,field_out,True,608324,571510,Alex Bregman,Matthew Boyd,0,0,0,d7a3d7cd-de14-4264-8f1b-4421d24467ab,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,,-0.64,,,2.52,0.57,,91.4,,,90.8,79.6,,0.281,0.4,,,,80.2,87.0,97.0,101.0,90.0,87.0,92.0,0.07400000000000001,0.18600000000000003,-2.52,0.56,73.8,0.203,0.245,0.207,,,
5,2023-04-03,718723,Strikeout,strikeout,True,670541,571510,Yordan Alvarez,Matthew Boyd,0,0,0,b12868ec-9050-4145-bba1-801a9919c499,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,,-0.64,,,2.52,0.57,,91.4,,,90.8,79.6,,0.281,0.4,,,,80.2,87.0,97.0,101.0,90.0,87.0,92.0,0.07400000000000001,0.18600000000000003,-2.52,0.56,73.8,0.203,0.245,0.207,,,
6,2023-04-03,718723,Walk,walk,False,547989,571510,José Abreu,Matthew Boyd,0,0,1,8abd6c36-c23a-4749-8472-589fa2b80422,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,,-0.64,,,2.52,0.57,,91.4,,,90.8,79.6,,0.281,0.4,,,,80.2,87.0,97.0,101.0,90.0,87.0,92.0,0.07400000000000001,0.18600000000000003,-2.52,0.56,73.8,0.203,0.245,0.207,,,
7,2023-04-03,718723,Strikeout,strikeout,True,663656,571510,Kyle Tucker,Matthew Boyd,0,0,0,af6a038a-7630-4409-9add-fdc4802ca342,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,,-0.64,,,2.52,0.57,,91.4,,,90.8,79.6,,0.281,0.4,,,,80.2,87.0,97.0,101.0,90.0,87.0,92.0,0.07400000000000001,0.18600000000000003,-2.52,0.56,73.8,0.203,0.245,0.207,,,
8,2023-04-03,718723,Pop Out,field_out,True,681481,686613,Kerry Carpenter,Hunter Brown,0,0,0,17cdea25-8201-4d78-9d35-786e0c4ef831,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
9,2023-04-03,718723,Single,single,False,679529,686613,Spencer Torkelson,Hunter Brown,1,0,0,a6d02415-8d70-4308-8026-a9f443dad549,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
10,2023-04-03,718723,Strikeout,strikeout,True,640457,686613,Austin Meadows,Hunter Brown,0,0,0,2e8a8c82-6df1-412e-8f44-e173f12f9e0e,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
11,2023-04-03,718723,Single,single,False,663837,686613,Matt Vierling,Hunter Brown,1,0,1,a5205b92-bd3b-4d92-926c-227979ca81cc,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
12,2023-04-03,718723,Single,single,False,656716,686613,Zach McKinstry,Hunter Brown,0,0,1,60ec8dbf-8b8f-468e-8704-05bf380b39e0,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
13,2023-04-03,718723,Single,single,False,606992,686613,Eric Haase,Hunter Brown,0,0,1,0397fb6c-556c-432d-bb1e-a3f0a1103bcf,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
