,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,SI_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,vKN (sc),KN%,wKN/C
0,2023-08-01,717173,Strikeout,strikeout,True,682829,657006,Elly De La Cruz,Justin Steele,0,0,0,34c9fc11-64df-4999-b997-30bcf9499b8b,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
1,2023-08-01,717173,Pop Out,field_out,True,669222,657006,Nick Senzel,Justin Steele,0,0,0,caaba8b4-15ee-41a4-b4b7-3b1f3acfe5c0,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
2,2023-08-01,717173,Pop Out,field_out,True,680574,657006,Matt McLain,Justin Steele,0,0,0,975c40fc-2867-4f6b-95bc-a814620763df,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018000000000000002,0.626,0.33899999999999997,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,92.2,83.3,80.7,0.275,0.217,0.25,0.0,0.4,,,,,,,,,,,,,,,,,,
3,2023-08-01,717173,Single,single,False,643565,594902,Mike Tauchman,Ben Lively,1,0,0,7a78150f-de57-49a3-95f9-e07fe48764c5,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.21899999999999997,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,91.5,80.1,76.3,0.362,,0.257,0.273,0.265,98.0,92.0,82.0,0.049,0.62,88.1,0.158,0.267,,,,,,,,,,
4,2023-08-01,717173,Single,single,False,663538,594902,Nico Hoerner,Ben Lively,1,0,1,a98416b8-51b6-405a-a064-ab8f7db11bf6,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.21899999999999997,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,91.5,80.1,76.3,0.362,,0.257,0.273,0.265,98.0,92.0,82.0,0.049,0.62,88.1,0.158,0.267,,,,,,,,,,
5,2023-08-01,717173,Walk,walk,False,664023,594902,Ian Happ,Ben Lively,0,0,1,662c277f-d7c6-40b9-8052-1beeaa7b513c,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.21899999999999997,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,91.5,80.1,76.3,0.362,,0.257,0.273,0.265,98.0,92.0,82.0,0.049,0.62,88.1,0.158,0.267,,,,,,,,,,
6,2023-08-01,717173,Single,single,False,641355,594902,Cody Bellinger,Ben Lively,1,0,1,d2eda743-109f-46d8-918a-fb1f64ce4c46,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.21899999999999997,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,91.5,80.1,76.3,0.362,,0.257,0.273,0.265,98.0,92.0,82.0,0.049,0.62,88.1,0.158,0.267,,,,,,,,,,
7,2023-08-01,717173,Home Run,home_run,False,621020,594902,Dansby Swanson,Ben Lively,0,0,1,b2ff785a-e102-4e10-b42f-e26904eb3987,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.21899999999999997,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,91.5,80.1,76.3,0.362,,0.257,0.273,0.265,98.0,92.0,82.0,0.049,0.62,88.1,0.158,0.267,,,,,,,,,,
8,2023-08-01,717173,Single,single,False,600869,594902,Jeimer Candelario,Ben Lively,0,0,0,13cdae68-24ef-4795-89ba-044eb2ed2da7,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.21899999999999997,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,91.5,80.1,76.3,0.362,,0.257,0.273,0.265,98.0,92.0,82.0,0.049,0.62,88.1,0.158,0.267,,,,,,,,,,
9,2023-08-01,717173,Pop Out,field_out,True,666624,594902,Christopher Morel,Ben Lively,0,0,0,e601bccd-913d-421a-9d54-5db20fcd5e4f,594902.0,benlively,Lively,Right,Ben Lively,5.38,5.03,88.2,101.0,79.0,95.0,0.8140000000000001,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,84.4,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.21899999999999997,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,91.5,80.1,76.3,0.362,,0.257,0.273,0.265,98.0,92.0,82.0,0.049,0.62,88.1,0.158,0.267,,,,,,,,,,
