,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vSI,vCU,FC_ba,SI_ba,CU_ba,CH_ba,KC%,wKC/C,vKC
0,2023-07-21,717314,Home Run,home_run,False,643217,657746,Andrew Benintendi,Joe Ryan,0,0,0,5bfdb81d-7192-40cf-a758-38dc8b9bda30,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-21,717314,Strikeout,strikeout,True,641313,657746,Tim Anderson,Joe Ryan,0,0,0,bf2c1489-d558-4426-a835-c63fc2a11ac2,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-21,717314,Strikeout,strikeout,True,673357,657746,Luis Robert Jr.,Joe Ryan,0,0,0,bd4b7beb-e39d-4fc2-a38b-38ddcd5cca77,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-21,717314,Pop Out,field_out,True,650391,657746,Eloy Jiménez,Joe Ryan,1,0,0,a50f3e12-3a6a-4a67-99f3-ae630a186feb,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-21,717314,Flyout,field_out,True,621043,458681,Carlos Correa,Lance Lynn,0,0,0,f5d0f535-485b-4524-808b-57d2cb9646e0,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,97.0,98.0,106.0,,,,0.43700000000000006,,0.063,-0.4,,-3.65,92.4,,83.0,0.255,,,0.286,84.9,56.0,95.0,90.0,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,0.07,-0.35,1.21,-2.24,-1.23,88.7,91.4,80.8,0.273,0.239,0.208,0.302,,,
5,2023-07-21,717314,Single,single,False,666397,458681,Edouard Julien,Lance Lynn,0,0,1,940757a3-3a43-41fa-ad49-f4ce4363c576,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,97.0,98.0,106.0,,,,0.43700000000000006,,0.063,-0.4,,-3.65,92.4,,83.0,0.255,,,0.286,84.9,56.0,95.0,90.0,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,0.07,-0.35,1.21,-2.24,-1.23,88.7,91.4,80.8,0.273,0.239,0.208,0.302,,,
6,2023-07-21,717314,Home Run,home_run,False,666135,458681,Alex Kirilloff,Lance Lynn,0,0,1,cc86596a-84a8-4a04-a858-5f6944973bec,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,97.0,98.0,106.0,,,,0.43700000000000006,,0.063,-0.4,,-3.65,92.4,,83.0,0.255,,,0.286,84.9,56.0,95.0,90.0,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,0.07,-0.35,1.21,-2.24,-1.23,88.7,91.4,80.8,0.273,0.239,0.208,0.302,,,
7,2023-07-21,717314,Single,single,False,596146,458681,Max Kepler,Lance Lynn,0,0,0,c7f89ef5-f1a8-4ffc-97fe-93b3fb3a4add,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,97.0,98.0,106.0,,,,0.43700000000000006,,0.063,-0.4,,-3.65,92.4,,83.0,0.255,,,0.286,84.9,56.0,95.0,90.0,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,0.07,-0.35,1.21,-2.24,-1.23,88.7,91.4,80.8,0.273,0.239,0.208,0.302,,,
8,2023-07-21,717314,Walk,walk,False,670242,458681,Matt Wallner,Lance Lynn,0,0,1,c43a3868-29e0-443a-b74a-ac2cf15f595f,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,97.0,98.0,106.0,,,,0.43700000000000006,,0.063,-0.4,,-3.65,92.4,,83.0,0.255,,,0.286,84.9,56.0,95.0,90.0,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,0.07,-0.35,1.21,-2.24,-1.23,88.7,91.4,80.8,0.273,0.239,0.208,0.302,,,
9,2023-07-21,717314,Home Run,home_run,False,621439,458681,Byron Buxton,Lance Lynn,0,0,1,af1aedd4-090e-49ed-b356-138a374c2f16,458681.0,lancelynn,Lynn,Right,Lance Lynn,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.24100000000000002,0.419,0.17,0.32,0.40299999999999997,92.0,105.0,104.0,97.0,98.0,106.0,,,,0.43700000000000006,,0.063,-0.4,,-3.65,92.4,,83.0,0.255,,,0.286,84.9,56.0,95.0,90.0,109.0,97.0,106.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.23,0.07400000000000001,0.07,-0.35,1.21,-2.24,-1.23,88.7,91.4,80.8,0.273,0.239,0.208,0.302,,,
