,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,FC_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,wCU/C,vCU,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba
0,2023-06-06,717871,Home Run,home_run,False,643289,592332,Mauricio Dubón,Kevin Gausman,0,0,0,6bfa489d-ab3a-4c92-b939-53400f5b5dd9,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-06,717871,Strikeout,strikeout,True,665161,592332,Jeremy Peña,Kevin Gausman,0,0,0,43b6cac2-0f96-48de-a119-5025e9277215,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-06,717871,Strikeout,strikeout,True,670541,592332,Yordan Alvarez,Kevin Gausman,0,0,0,4255b927-313a-4954-b45d-73c3534d5294,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-06,717871,Strikeout,strikeout,True,608324,592332,Alex Bregman,Kevin Gausman,0,0,0,80ee1cc1-ee00-4899-84d3-e8d965a01b30,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-06,717871,Groundout,field_out,True,543807,686613,George Springer,Hunter Brown,0,0,0,c9772b61-389b-437c-ab58-1f32c974adaa,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,92.0,104.0,105.0,0.461,0.048,0.017,0.01,0.92,-2.64,95.7,88.2,84.6,0.271,0.121,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.235,0.23800000000000002,-0.4,-0.16,-0.77,91.7,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,,,,
5,2023-06-06,717871,Strikeout,strikeout,True,666182,686613,Bo Bichette,Hunter Brown,0,0,0,3566493e-8dc1-4464-a613-d205e7cdecc8,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,92.0,104.0,105.0,0.461,0.048,0.017,0.01,0.92,-2.64,95.7,88.2,84.6,0.271,0.121,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.235,0.23800000000000002,-0.4,-0.16,-0.77,91.7,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,,,,
6,2023-06-06,717871,Flyout,field_out,True,665489,686613,Vladimir Guerrero Jr.,Hunter Brown,0,0,0,5f0ddad1-7230-4a22-8ce2-f0c846130391,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,92.0,104.0,105.0,0.461,0.048,0.017,0.01,0.92,-2.64,95.7,88.2,84.6,0.271,0.121,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.235,0.23800000000000002,-0.4,-0.16,-0.77,91.7,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,,,,
7,2023-06-06,717871,Groundout,field_out,True,663656,592332,Kyle Tucker,Kevin Gausman,1,0,0,24e0b4f5-e098-4016-9ebc-36b08a78a28d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-06,717871,Strikeout,strikeout,True,547989,592332,José Abreu,Kevin Gausman,0,0,0,dc9d21d6-a6f4-4445-addb-e3193c516406,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-06,717871,Single,single,False,667452,592332,Corey Julks,Kevin Gausman,1,1,0,533bb512-5eac-45a4-bc2c-95f73bd67d2a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-06-06,717871,Strikeout,strikeout,True,676694,592332,Jake Meyers,Kevin Gausman,0,0,1,8d3a1947-d72b-47d1-a3a0-8a1007e88ed7,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-06-06,717871,Double,double,False,474832,686613,Brandon Belt,Hunter Brown,0,0,0,45184210-c148-4076-acb6-785265ec2a1f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,92.0,104.0,105.0,0.461,0.048,0.017,0.01,0.92,-2.64,95.7,88.2,84.6,0.271,0.121,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.235,0.23800000000000002,-0.4,-0.16,-0.77,91.7,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,,,,
12,2023-06-06,717871,Fielders Choice Out,fielders_choice_out,True,593160,686613,Whit Merrifield,Hunter Brown,0,0,1,c6d37f61-3e9d-4c83-a6a6-5dbfbad9daf6,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,92.0,104.0,105.0,0.461,0.048,0.017,0.01,0.92,-2.64,95.7,88.2,84.6,0.271,0.121,,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.235,0.23800000000000002,-0.4,-0.16,-0.77,91.7,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,,,,
