,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,CU_ba,FS_ba
10,2023-04-17,718544,Double,double,False,671218,666200,Heliot Ramos,Jesús Luzardo,0,0,1,17328c2c-99d5-4bbe-a9d5-fb2b355ea563,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
11,2023-04-17,718544,Strikeout,strikeout,True,543063,666200,Brandon Crawford,Jesús Luzardo,0,0,0,a1fc8286-620d-4e03-932d-3bafeb1322aa,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
12,2023-04-17,718544,Groundout,field_out,True,650559,657277,Bryan De La Cruz,Logan Webb,1,0,0,8d605886-97b7-4f22-bdaa-039f4ee06d8d,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
13,2023-04-17,718544,Pop Out,field_out,True,493329,657277,Yuli Gurriel,Logan Webb,1,0,0,e9d9b88d-b6d3-4461-a077-4fd9b8806a02,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
14,2023-04-17,718544,Groundout,field_out,True,516416,657277,Jean Segura,Logan Webb,1,0,0,00863979-d201-474f-875e-bf47200f4f4f,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
15,2023-04-17,718544,Groundout,field_out,True,642731,666200,Thairo Estrada,Jesús Luzardo,1,0,0,902e5b2c-add2-4322-b62c-d7c20eb03373,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
16,2023-04-17,718544,Single,single,False,527038,666200,Wilmer Flores,Jesús Luzardo,0,0,0,096f8b1e-6645-4df1-beec-62b76a587be2,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
17,2023-04-17,718544,Walk,walk,False,573131,666200,Darin Ruf,Jesús Luzardo,0,0,1,e7fb18f5-756c-45be-a0dc-eeb4add9fd0c,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
18,2023-04-17,718544,Flyout,field_out,True,605204,666200,J.D. Davis,Jesús Luzardo,1,0,0,9d954c6c-cc47-4d77-84f6-3c4813144c33,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
19,2023-04-17,718544,Double,double,False,681584,666200,David Villar,Jesús Luzardo,1,0,1,2e0590ed-ffdf-4791-8cb8-dd504279a406,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
20,2023-04-17,718544,Lineout,field_out,True,573262,666200,Mike Yastrzemski,Jesús Luzardo,0,0,0,b75d26c7-f207-4f89-aa7b-e520ee844531,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
21,2023-04-17,718544,Double,double,False,660821,657277,Jesús Sánchez,Logan Webb,0,0,0,4523c9e6-5d83-4e1a-ad50-c85a824a175b,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
22,2023-04-17,718544,Groundout,field_out,True,663743,657277,Nick Fortes,Logan Webb,0,0,0,67c5361a-a160-4559-803c-04d63062f383,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
23,2023-04-17,718544,Strikeout,strikeout,True,641658,657277,Garrett Hampson,Logan Webb,0,0,0,a2b403d0-590d-4c2e-9c1d-7a909c916b70,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
24,2023-04-17,718544,Single,single,False,665862,657277,Jazz Chisholm Jr.,Logan Webb,1,0,1,a3eb098d-c1a8-4bd3-97af-cac456b88597,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
25,2023-04-17,718544,Strikeout,strikeout,True,643265,657277,Garrett Cooper,Logan Webb,0,0,1,2f35b240-481a-4962-8fb7-d5014c4571c2,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
26,2023-04-17,718544,Strikeout,strikeout,True,663698,666200,Joey Bart,Jesús Luzardo,0,0,0,b6ccba0b-980d-4bfc-9463-e6c21810da0c,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
27,2023-04-17,718544,Field Error,field_error,False,671218,666200,Heliot Ramos,Jesús Luzardo,0,0,0,62de7886-e92f-45ca-92db-fbf05642c164,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
28,2023-04-17,718544,Strikeout,strikeout,True,543063,666200,Brandon Crawford,Jesús Luzardo,0,0,1,2d834c33-438d-4d48-b6a4-e9f147f942aa,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
29,2023-04-17,718544,Flyout,field_out,True,650333,657277,Luis Arraez,Logan Webb,0,0,0,633a994f-557d-48bd-a413-acb3ee82dc67,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
30,2023-04-17,718544,Single,single,False,650559,657277,Bryan De La Cruz,Logan Webb,1,1,0,1677e844-01bb-4a0b-a299-29b55b9b8811,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
31,2023-04-17,718544,Grounded Into DP,grounded_into_double_play,True,493329,657277,Yuli Gurriel,Logan Webb,0,0,1,9477b4f8-80a3-46ec-901c-7b79d8c23950,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
32,2023-04-17,718544,Groundout,field_out,True,642731,666200,Thairo Estrada,Jesús Luzardo,0,0,0,f38a9e54-ff6b-4c4f-ac49-8934ace4157a,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
33,2023-04-17,718544,Single,single,False,527038,666200,Wilmer Flores,Jesús Luzardo,1,0,0,d1087e00-6551-4bee-b076-82c5964f788d,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
34,2023-04-17,718544,Walk,walk,False,573131,666200,Darin Ruf,Jesús Luzardo,1,0,1,c2fb5573-5e0e-4f17-9de4-b794de6ff406,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,
35,2023-04-17,718544,Grounded Into DP,grounded_into_double_play,True,605204,677053,J.D. Davis,Andrew Nardi,0,0,1,cd7efc3e-5c29-429c-bdf5-06a7960ff6e4,677053.0,andrewnardi,Nardi,Left,Andrew Nardi,2.67,2.77,57.1,104.0,112.0,108.0,0.733,11.46,3.3,7.06,1.1,1.2,0.309,0.33799999999999997,0.252,0.252,0.433,90.0,71.0,82.0,86.0,109.0,102.0,104.0,,,,116.0,107.0,113.0,,,,,0.613,,0.37799999999999995,0.009000000000000001,1.19,,,-0.01,0.87,94.6,,,82.7,0.224,0.2,,,,,,,,,,,,,,,,,
36,2023-04-17,718544,Groundout,field_out,True,516416,657277,Jean Segura,Logan Webb,1,0,0,828a3f63-8b03-4083-9eb8-ccff3bf8f214,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
37,2023-04-17,718544,Hit By Pitch,hit_by_pitch,False,660821,657277,Jesús Sánchez,Logan Webb,1,0,0,6a467b19-4ae6-4ac3-b77d-bdf41d74226a,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
38,2023-04-17,718544,Groundout,field_out,True,663743,657277,Nick Fortes,Logan Webb,0,0,1,6c90ad40-bb41-4f50-b5ba-4dd434cdc353,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037000000000000005,,0.212,0.41600000000000004,-1.37,,0.31,0.11,2.18,92.6,,92.3,84.3,0.226,,0.225,0.313,0.208,,,,,,,,,,,,,,
