,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,SV_ba,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,SL_ba,CU_ba,ST_ba
0,2023-08-11,717041,Flyout,field_out,True,643565,621244,Mike Tauchman,José Berríos,0,0,0,06e7b46c-6cf0-4f98-b8b7-41438a2c3d1d,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,
1,2023-08-11,717041,Home Run,home_run,False,663538,621244,Nico Hoerner,José Berríos,1,0,0,11157a29-49fc-4544-a98f-11225146c9b2,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,
2,2023-08-11,717041,Single,single,False,664023,621244,Ian Happ,José Berríos,1,0,0,5f11bd28-814c-4aa0-9423-e2d45557dab6,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,
3,2023-08-11,717041,Home Run,home_run,False,641355,621244,Cody Bellinger,José Berríos,0,0,1,3fa87c1c-af80-48fb-952e-17a4ae9f6721,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,
4,2023-08-11,717041,Pop Out,field_out,True,621020,621244,Dansby Swanson,José Berríos,0,0,0,07d5f2be-1f5e-4aa9-ad21-7dbeff6cba97,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,
5,2023-08-11,717041,Lineout,field_out,True,666624,621244,Christopher Morel,José Berríos,0,0,0,693165a1-c406-4c6d-ac41-a6c3e21e38ed,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,
6,2023-08-11,717041,Groundout,field_out,True,593160,665871,Whit Merrifield,Javier Assad,0,0,0,a186160d-851f-4a0d-9359-2447f0cd250a,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,92.0,89.0,86.0,82.0,97.0,90.0,87.0,103.0,93.0,0.306,0.19399999999999998,0.051,0.04,-0.9,2.18,-3.14,-3.27,93.1,92.7,76.5,0.214,,0.357,0.313,103.0,100.0,103.0,103.0,99.0,95.0,0.27399999999999997,0.135,0.48,0.28,89.1,80.6,0.218,0.163,0.25,
7,2023-08-11,717041,Strikeout,strikeout,True,474832,665871,Brandon Belt,Javier Assad,0,0,0,621c3db2-c36d-419f-b128-03892801ae92,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,92.0,89.0,86.0,82.0,97.0,90.0,87.0,103.0,93.0,0.306,0.19399999999999998,0.051,0.04,-0.9,2.18,-3.14,-3.27,93.1,92.7,76.5,0.214,,0.357,0.313,103.0,100.0,103.0,103.0,99.0,95.0,0.27399999999999997,0.135,0.48,0.28,89.1,80.6,0.218,0.163,0.25,
8,2023-08-11,717041,Groundout,field_out,True,665489,665871,Vladimir Guerrero Jr.,Javier Assad,0,0,0,4da22119-fdc9-4bb9-91c9-2da9bcaad54b,665871.0,javierassad,Assad,Right,Javier Assad,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.28300000000000003,0.33399999999999996,0.18,0.331,0.41200000000000003,85.0,58.0,94.0,87.0,92.0,89.0,86.0,82.0,97.0,90.0,87.0,103.0,93.0,0.306,0.19399999999999998,0.051,0.04,-0.9,2.18,-3.14,-3.27,93.1,92.7,76.5,0.214,,0.357,0.313,103.0,100.0,103.0,103.0,99.0,95.0,0.27399999999999997,0.135,0.48,0.28,89.1,80.6,0.218,0.163,0.25,
9,2023-08-11,717041,Strikeout,strikeout,True,600869,621244,Jeimer Candelario,José Berríos,0,0,0,a1364641-311f-49dc-be7a-d42145531526,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,
