,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,CH_ba,SL_ba,FF_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-04-07,718673,Home Run,home_run,False,669743,570632,Alex Call,José Ureña,0,0,0,6de46abc-91c6-47f1-96d8-0567aa5b16a0,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,0.28800000000000003,0.217,0.253,0.243,-4.06,-1.62,-0.94,-0.46,95.4,95.0,86.2,0.339,0.22,0.214,0.351,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-07,718673,Home Run,home_run,False,600869,570632,Jeimer Candelario,José Ureña,0,0,0,2113f6ab-9bb3-47e4-bdda-fd4b80b69699,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,0.28800000000000003,0.217,0.253,0.243,-4.06,-1.62,-0.94,-0.46,95.4,95.0,86.2,0.339,0.22,0.214,0.351,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-07,718673,Walk,walk,False,608841,570632,Joey Meneses,José Ureña,1,0,0,6ddb85c3-3b6c-4e39-8452-8e5fe7d89063,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,0.28800000000000003,0.217,0.253,0.243,-4.06,-1.62,-0.94,-0.46,95.4,95.0,86.2,0.339,0.22,0.214,0.351,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-07,718673,Grounded Into DP,grounded_into_double_play,True,642086,570632,Dominic Smith,José Ureña,1,0,1,d6e2ac80-4fac-45f5-afeb-6cb9c3a56b91,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,0.28800000000000003,0.217,0.253,0.243,-4.06,-1.62,-0.94,-0.46,95.4,95.0,86.2,0.339,0.22,0.214,0.351,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-07,718673,Lineout,field_out,True,660688,570632,Keibert Ruiz,José Ureña,1,0,0,7a774c15-f4f2-4031-a17e-9b256e5ab69c,570632.0,joseurena,Ureña,Right,José Ureña,6.45,5.77,44.2,99.0,90.0,93.0,0.8029999999999999,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.09300000000000001,0.41100000000000003,0.37200000000000005,87.4,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,0.28800000000000003,0.217,0.253,0.243,-4.06,-1.62,-0.94,-0.46,95.4,95.0,86.2,0.339,0.22,0.214,0.351,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-07,718673,Flyout,field_out,True,595777,669022,Jurickson Profar,MacKenzie Gore,1,0,0,ef591f41-4c64-49d4-8e0d-26f973e937a9,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.028999999999999998,-0.27,,0.77,1.1,95.0,,88.5,,0.188,0.213,0.279,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,
6,2023-04-07,718673,Walk,walk,False,592178,669022,Kris Bryant,MacKenzie Gore,0,0,0,2aa530ba-c32f-43c8-8f6c-6128c4fec9ef,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.028999999999999998,-0.27,,0.77,1.1,95.0,,88.5,,0.188,0.213,0.279,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,
7,2023-04-07,718673,Single,single,False,453568,669022,Charlie Blackmon,MacKenzie Gore,0,0,1,748b3f6c-917f-4262-8994-5268e7edb22e,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.028999999999999998,-0.27,,0.77,1.1,95.0,,88.5,,0.188,0.213,0.279,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,
8,2023-04-07,718673,Strikeout,strikeout,True,543068,669022,C.J. Cron,MacKenzie Gore,0,0,0,6e7f923e-cc28-49c8-9615-1411dbc69df7,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.028999999999999998,-0.27,,0.77,1.1,95.0,,88.5,,0.188,0.213,0.279,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,
9,2023-04-07,718673,Groundout,field_out,True,660707,669022,Elehuris Montero,MacKenzie Gore,0,0,0,0fe99d31-d17c-4fa4-a99e-8e1fb05debb1,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,4.42,5.2,136.1,97.0,100.0,101.0,0.7490000000000001,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,86.5,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.028999999999999998,-0.27,,0.77,1.1,95.0,,88.5,,0.188,0.213,0.279,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,,,,,,,,,,,,,,,
