,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,SI_ba,FC_ba,vCH (sc),Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vSL,SL_ba,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,CH_ba,ST_ba
0,2023-05-28,717987,Strikeout,strikeout,True,663697,592767,Jonathan India,Drew Smyly,0,0,0,1000aa83-9639-485a-a9f7-4772fd3f0cd9,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-28,717987,Single,single,False,680574,592767,Matt McLain,Drew Smyly,1,0,0,a85b0fa5-f755-48b7-a31a-ccde9ef9adb1,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-28,717987,Grounded Into DP,grounded_into_double_play,True,668715,592767,Spencer Steer,Drew Smyly,1,0,1,117fb99b-871c-4c7b-b79a-358ce7988327,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-28,717987,Lineout,field_out,True,663538,668933,Nico Hoerner,Graham Ashcraft,0,0,0,11e93ea8-8623-4567-b226-ec7ae8bcee56,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,57.0,90.0,82.0,,,,116.0,98.0,100.0,0.09699999999999999,0.529,,0.15,-1.17,,95.8,96.5,,,0.286,0.292,90.4,166.0,102.0,114.0,0.373,0.0,-0.37,-25.75,88.3,0.221,,,,,,,,,,,,,,,,,,
4,2023-05-28,717987,Lineout,field_out,True,621020,668933,Dansby Swanson,Graham Ashcraft,0,0,0,0de3b321-f156-4431-9f88-3844b26a5887,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,57.0,90.0,82.0,,,,116.0,98.0,100.0,0.09699999999999999,0.529,,0.15,-1.17,,95.8,96.5,,,0.286,0.292,90.4,166.0,102.0,114.0,0.373,0.0,-0.37,-25.75,88.3,0.221,,,,,,,,,,,,,,,,,,
5,2023-05-28,717987,Strikeout,strikeout,True,664023,668933,Ian Happ,Graham Ashcraft,0,0,0,d1445ca8-49e6-4bc8-92c7-0e90b3c7007c,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,57.0,90.0,82.0,,,,116.0,98.0,100.0,0.09699999999999999,0.529,,0.15,-1.17,,95.8,96.5,,,0.286,0.292,90.4,166.0,102.0,114.0,0.373,0.0,-0.37,-25.75,88.3,0.221,,,,,,,,,,,,,,,,,,
6,2023-05-28,717987,Strikeout,strikeout,True,663886,592767,Tyler Stephenson,Drew Smyly,0,0,0,75aa3a2f-b647-45c8-bb1a-487b8637375b,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-28,717987,Double,double,False,656413,592767,Stuart Fairchild,Drew Smyly,1,0,0,456f784d-00e6-4c3c-a8ad-2b3969598101,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-28,717987,Single,single,False,669222,592767,Nick Senzel,Drew Smyly,1,1,1,63b84ed1-5385-4288-9d0c-282df60b598a,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-28,717987,Single,single,False,621028,592767,Kevin Newman,Drew Smyly,1,1,1,2ac6ed90-6717-4a2c-9a02-7d247bd4f450,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
