,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,ST_ba,CU_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-07-08,717442,Hit By Pitch,hit_by_pitch,False,666182,666159,Bo Bichette,Matt Manning,1,0,0,78f82941-a53e-4afc-9895-847f5ebe37ef,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,
1,2023-07-08,717442,Walk,walk,False,474832,666159,Brandon Belt,Matt Manning,0,0,1,de27b8e2-2f48-45ee-b3fa-ceb79d1c15d7,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,
2,2023-07-08,717442,Forceout,force_out,True,665489,666159,Vladimir Guerrero Jr.,Matt Manning,0,0,1,b80b66b6-7cf9-471e-bdd8-8525bcb5a9c1,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,
3,2023-07-08,717442,Pop Out,field_out,True,656305,666159,Matt Chapman,Matt Manning,0,0,0,99b22bfe-e5b1-4604-82cb-3954db2b9c9f,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,
4,2023-07-08,717442,Strikeout,strikeout,True,624415,666159,Cavan Biggio,Matt Manning,0,0,0,e32c45c6-c958-467f-a814-2826f8989a98,666159.0,mattmanning,Manning,Right,Matt Manning,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.49200000000000005,87.7,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.172,0.036000000000000004,0.58,1.21,-0.9,0.93,93.4,81.9,79.5,0.214,0.185,0.258,0.111,,,,,,,,,,,,,,,
5,2023-07-08,717442,Flyout,field_out,True,656716,592332,Zach McKinstry,Kevin Gausman,0,0,0,0b54adfc-cc10-49e7-b9cf-4d011bcc3c5b,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,
6,2023-07-08,717442,Single,single,False,682985,592332,Riley Greene,Kevin Gausman,0,0,0,9ebafa6a-8ecc-46bb-89b2-f9d20970f68d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,
7,2023-07-08,717442,Double,double,False,679529,592332,Spencer Torkelson,Kevin Gausman,0,0,1,d3733eb1-32da-45d2-9767-20992d97ce2e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,
8,2023-07-08,717442,Triple,triple,False,681481,592332,Kerry Carpenter,Kevin Gausman,1,0,1,8f0d027f-8ae7-4d49-96a0-73acdb9f5c30,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,
9,2023-07-08,717442,Walk,walk,False,663837,592332,Matt Vierling,Kevin Gausman,0,0,0,3d67b53a-8b2d-4765-a988-d0eb72bc811c,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.348,,,,,,,
