,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,SL_ba,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FO%,wFO/C,vFO,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-12,716615,Groundout,field_out,True,682998,676130,Corbin Carroll,José Buttó,1,1,0,b1ebdeae-b2e0-4d98-b56f-e0be46fb5a09,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
1,2023-09-12,716615,Groundout,field_out,True,606466,676130,Ketel Marte,José Buttó,1,1,0,96ca22f0-7786-4d62-bb19-afd3e174399e,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
2,2023-09-12,716615,Strikeout,strikeout,True,502054,676130,Tommy Pham,José Buttó,0,0,0,07675863-f65c-4f70-9d57-056b9c252d9d,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
3,2023-09-12,716615,Walk,walk,False,607043,669194,Brandon Nimmo,Ryne Nelson,1,0,0,10782c48-3b81-4ad3-b9b6-d82b0d95e528,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
4,2023-09-12,716615,Strikeout,strikeout,True,596019,669194,Francisco Lindor,Ryne Nelson,0,0,0,0a0a29ff-899e-4d0e-b1e0-da7084c1cb37,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
5,2023-09-12,716615,Groundout,field_out,True,643446,669194,Jeff McNeil,Ryne Nelson,0,0,1,ef1ec959-9c82-45ff-bb69-2436f0cfe766,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
6,2023-09-12,716615,Flyout,field_out,True,624413,669194,Pete Alonso,Ryne Nelson,1,0,0,38c9fafc-256f-421f-9b88-7d79d7122549,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
7,2023-09-12,716615,Single,single,False,572233,676130,Christian Walker,José Buttó,1,0,0,9c204aff-b24c-4ae0-9bac-c2c7f5270aa7,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
8,2023-09-12,716615,Walk,walk,False,677950,676130,Alek Thomas,José Buttó,1,0,1,447cae8a-01d3-4bb6-8bb7-a5cd7351e3c3,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
9,2023-09-12,716615,Strikeout,strikeout,True,666971,676130,Lourdes Gurriel Jr.,José Buttó,0,0,0,4f05f10f-87ae-4e81-b9a7-327c80f696ce,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
10,2023-09-12,716615,Lineout,field_out,True,607054,676130,Jace Peterson,José Buttó,1,1,0,a7b009f2-9b0f-4aff-9f16-91ca4f8c0167,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
11,2023-09-12,716615,Strikeout,strikeout,True,645444,676130,Jose Herrera,José Buttó,0,0,0,9569557e-4a70-44a4-8644-96a9865f44e3,676130.0,josebutto,Buttó,Right,José Buttó,3.64,3.9,42.0,96.0,97.0,94.0,0.745,8.14,4.93,7.07,0.64,1.07,0.161,0.45799999999999996,0.161,0.314,0.364,85.5,83.0,96.0,92.0,76.0,88.0,94.0,101.0,96.0,94.0,86.0,86.0,79.0,109.0,104.0,106.0,0.055999999999999994,0.509,0.151,0.055,0.22899999999999998,1.65,4.53,1.11,1.56,-2.44,93.8,92.9,86.2,80.0,0.174,0.316,0.154,0.231,0.2,,,,,,,,,,,,,,,,,,
12,2023-09-12,716615,Groundout,field_out,True,621466,669194,DJ Stewart,Ryne Nelson,1,0,0,e1106d17-8d56-4bad-9be4-bedc23c682f8,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
13,2023-09-12,716615,Flyout,field_out,True,677595,669194,Ronny Mauricio,Ryne Nelson,0,0,0,77a227ee-583f-47f6-a577-c21dff4a1039,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
14,2023-09-12,716615,Single,single,False,668901,669194,Mark Vientos,Ryne Nelson,0,0,0,0436769d-40b1-459e-90d5-2997fd18b0a6,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
15,2023-09-12,716615,Walk,walk,False,683146,669194,Brett Baty,Ryne Nelson,1,0,1,4081101c-10fe-460e-955c-913628656f88,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052000000000000005,0.133,-0.72,,0.52,-2.44,-0.16,94.4,,81.7,76.4,0.308,0.203,0.177,,0.429,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,,,,,,,,,,,
