,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,FC_ba,ST_ba,CU_ba,CH_ba,SL_ba,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-06-06,717874,Groundout,field_out,True,665923,656605,Esteury Ruiz,Mitch Keller,1,0,0,35d5176e-a0d2-40e5-9670-2b607667f13c,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,
1,2023-06-06,717874,Walk,walk,False,676116,656605,Ryan Noda,Mitch Keller,1,0,0,77d7d232-4215-4343-b040-8966cd03b416,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,
2,2023-06-06,717874,Forceout,force_out,True,667670,656605,Brent Rooker,Mitch Keller,0,0,1,3d92ad09-8ee8-4ab2-ae89-0575a40a3310,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,
3,2023-06-06,717874,Walk,walk,False,664913,656605,Seth Brown,Mitch Keller,1,0,1,72154a54-8673-4e63-adfd-d04ac16a382b,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,
4,2023-06-06,717874,Forceout,force_out,True,649557,656605,Aledmys Díaz,Mitch Keller,1,0,1,2fb595d2-07d8-48a1-8928-0806018b0d50,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.27699999999999997,0.358,0.172,0.31,0.456,90.7,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.027999999999999997,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,93.9,82.8,78.0,0.176,0.258,0.316,0.221,0.273,0.36,,,,,,,,
5,2023-06-06,717874,Double,double,False,672779,621076,Tucupita Marcano,James Kaprielian,1,1,0,560a8c8a-a662-4aa0-bc9e-98d29fb4e8b3,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.078,0.35,,-2.81,-0.35,-1.04,-2.75,92.3,,92.0,80.8,75.9,0.202,0.412,,,0.444,0.368,0.263,,,,,,,
6,2023-06-06,717874,Walk,walk,False,668804,621076,Bryan Reynolds,James Kaprielian,0,0,0,c197ab22-e105-4b96-b454-1d9a1466730b,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.078,0.35,,-2.81,-0.35,-1.04,-2.75,92.3,,92.0,80.8,75.9,0.202,0.412,,,0.444,0.368,0.263,,,,,,,
7,2023-06-06,717874,Flyout,field_out,True,457705,621076,Andrew McCutchen,James Kaprielian,0,0,0,3ceff618-344f-4810-a5cd-c32293721c57,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.078,0.35,,-2.81,-0.35,-1.04,-2.75,92.3,,92.0,80.8,75.9,0.202,0.412,,,0.444,0.368,0.263,,,,,,,
8,2023-06-06,717874,Fielders Choice,fielders_choice,False,669261,621076,Jack Suwinski,James Kaprielian,0,0,1,a292bb2c-63b9-41ed-9ec2-b73c497f4178,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.078,0.35,,-2.81,-0.35,-1.04,-2.75,92.3,,92.0,80.8,75.9,0.202,0.412,,,0.444,0.368,0.263,,,,,,,
9,2023-06-06,717874,Pop Out,field_out,True,656582,621076,Connor Joe,James Kaprielian,1,1,0,f29dd0a3-aa62-400d-a5c0-cfb1d756758e,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,,,,0.139,0.414,,0.307,0.061,0.078,0.35,,-2.81,-0.35,-1.04,-2.75,92.3,,92.0,80.8,75.9,0.202,0.412,,,0.444,0.368,0.263,,,,,,,
