,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,FC_ba,CH_ba,ST_ba,CU_ba,SL_ba
0,2023-06-08,717857,Walk,walk,False,640449,681190,Clint Frazier,Randy Vásquez,1,0,0,8c5024ef-90cf-4279-a71f-296553c3402a,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,133.0,103.0,112.0,107.0,85.0,79.0,0.223,0.262,0.166,0.127,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.01,-1.21,1.32,94.4,87.7,94.2,80.9,79.7,0.176,0.235,0.3,0.1,0.235,0.235,
1,2023-06-08,717857,Pop Out,field_out,True,657757,681190,Gavin Sheets,Randy Vásquez,0,0,0,83d11876-e5b1-438b-984c-cf3b2d83de5a,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,133.0,103.0,112.0,107.0,85.0,79.0,0.223,0.262,0.166,0.127,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.01,-1.21,1.32,94.4,87.7,94.2,80.9,79.7,0.176,0.235,0.3,0.1,0.235,0.235,
2,2023-06-08,717857,Strikeout,strikeout,True,673357,681190,Luis Robert Jr.,Randy Vásquez,0,0,0,50aad087-153f-4555-bd69-49ce18a99f43,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,133.0,103.0,112.0,107.0,85.0,79.0,0.223,0.262,0.166,0.127,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.01,-1.21,1.32,94.4,87.7,94.2,80.9,79.7,0.176,0.235,0.3,0.1,0.235,0.235,
3,2023-06-08,717857,Single,single,False,650391,681190,Eloy Jiménez,Randy Vásquez,0,0,1,929458b3-ccae-4450-becf-05f1cd5b6f49,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,133.0,103.0,112.0,107.0,85.0,79.0,0.223,0.262,0.166,0.127,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.01,-1.21,1.32,94.4,87.7,94.2,80.9,79.7,0.176,0.235,0.3,0.1,0.235,0.235,
4,2023-06-08,717857,Pop Out,field_out,True,660162,681190,Yoán Moncada,Randy Vásquez,0,0,0,976a11ec-e00d-4ff6-9ff9-5f3b4a6e368e,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,133.0,103.0,112.0,107.0,85.0,79.0,0.223,0.262,0.166,0.127,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.01,-1.21,1.32,94.4,87.7,94.2,80.9,79.7,0.176,0.235,0.3,0.1,0.235,0.235,
5,2023-06-08,717857,Flyout,field_out,True,641432,605182,Willie Calhoun,Mike Clevinger,0,0,0,a2e32280-d8ef-4667-9015-1ba29228b058,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.2,0.256,0.175,,0.167,0.203
6,2023-06-08,717857,Groundout,field_out,True,650402,605182,Gleyber Torres,Mike Clevinger,0,0,0,56431541-2eac-4145-a96a-cad3e1928ce7,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.2,0.256,0.175,,0.167,0.203
7,2023-06-08,717857,Groundout,field_out,True,519203,605182,Anthony Rizzo,Mike Clevinger,0,0,0,1e63e9d4-53b4-4b61-aedd-c76ba9f1290b,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.2,0.256,0.175,,0.167,0.203
8,2023-06-08,717857,Groundout,field_out,True,669394,681190,Jake Burger,Randy Vásquez,1,0,0,c8f471b9-3b2a-4e7a-a70b-7a662bf5b957,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,133.0,103.0,112.0,107.0,85.0,79.0,0.223,0.262,0.166,0.127,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.01,-1.21,1.32,94.4,87.7,94.2,80.9,79.7,0.176,0.235,0.3,0.1,0.235,0.235,
9,2023-06-08,717857,Groundout,field_out,True,518735,681190,Yasmani Grandal,Randy Vásquez,1,0,0,80dc4c0c-7d5e-426a-a1b8-01cda912bec8,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,133.0,103.0,112.0,107.0,85.0,79.0,0.223,0.262,0.166,0.127,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.01,-1.21,1.32,94.4,87.7,94.2,80.9,79.7,0.176,0.235,0.3,0.1,0.235,0.235,
