,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-01,718361,Hit By Pitch,hit_by_pitch,False,660670,656731,Ronald Acuña Jr.,Tylor Megill,1,0,0,59c1f74a-9e71-4d88-9c18-4dc46a312cdd,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
1,2023-05-01,718361,Strikeout,strikeout,True,621566,656731,Matt Olson,Tylor Megill,0,0,0,4b016f53-ac7b-464a-a789-952de9331cef,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
2,2023-05-01,718361,Grounded Into DP,grounded_into_double_play,True,663586,656731,Austin Riley,Tylor Megill,0,0,1,14e56b62-1983-489e-bc14-b29382adc868,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
3,2023-05-01,718361,Flyout,field_out,True,607043,450203,Brandon Nimmo,Charlie Morton,1,0,0,b38bfa06-8a06-4d28-84b2-e6301880f261,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,,,,0.317,,,0.43200000000000005,0.10300000000000001,-1.26,,,1.79,0.86,94.9,,,82.3,0.292,,0.25,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296,,,,,,,
4,2023-05-01,718361,Lineout,field_out,True,516782,450203,Starling Marte,Charlie Morton,0,0,0,c6fa6aa8-2796-4e9c-849f-a1a716ab7f3c,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,,,,0.317,,,0.43200000000000005,0.10300000000000001,-1.26,,,1.79,0.86,94.9,,,82.3,0.292,,0.25,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296,,,,,,,
5,2023-05-01,718361,Strikeout,strikeout,True,596019,450203,Francisco Lindor,Charlie Morton,0,0,0,dab71e36-f3f7-45f5-970d-d3a95ab1a5d2,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,,,,0.317,,,0.43200000000000005,0.10300000000000001,-1.26,,,1.79,0.86,94.9,,,82.3,0.292,,0.25,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296,,,,,,,
6,2023-05-01,718361,Single,single,False,669221,656731,Sean Murphy,Tylor Megill,0,0,0,32f42890-3606-4c82-8fe5-f24c40f021c8,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
7,2023-05-01,718361,Strikeout,strikeout,True,592696,656731,Eddie Rosario,Tylor Megill,0,0,0,811cf4b9-7d4a-47b2-922d-efabdd5dd039,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
8,2023-05-01,718361,Grounded Into DP,grounded_into_double_play,True,645277,656731,Ozzie Albies,Tylor Megill,0,0,1,e8514fe3-95d7-450f-b3a0-69762cb1db69,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,,,,,,,
9,2023-05-01,718361,Groundout,field_out,True,624413,450203,Pete Alonso,Charlie Morton,0,0,0,5daeb26a-77bf-4865-a553-a0be4e572f10,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,,,,0.317,,,0.43200000000000005,0.10300000000000001,-1.26,,,1.79,0.86,94.9,,,82.3,0.292,,0.25,0.177,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.296,,,,,,,
