,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,SV_ba,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,ST_ba,CU_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-14,718587,Lineout,field_out,True,650490,621244,Yandy Díaz,José Berríos,0,0,0,e55c135b-7d04-4335-a569-c696e02a86c9,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-14,718587,Strikeout,strikeout,True,664040,621244,Brandon Lowe,José Berríos,0,0,0,d26eb974-58d9-488d-b908-12f0bbec2f8a,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-14,718587,Strikeout,strikeout,True,668227,621244,Randy Arozarena,José Berríos,0,0,0,2a1f80ae-409f-4c8b-930a-2d0f1e818f5c,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-14,718587,Home Run,home_run,False,543807,656876,George Springer,Drew Rasmussen,0,0,0,ed746592-9e7d-4906-87f7-50622552a5cf,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,0.122,0.295,0.073,,0.17,2.15,1.91,,95.7,95.1,80.0,0.273,,,0.275,115.0,121.0,130.0,133.0,104.0,106.0,0.359,0.151,1.83,3.01,88.2,84.5,0.204,0.129,0.2,,,,,,,,
4,2023-04-14,718587,Single,single,False,666182,656876,Bo Bichette,Drew Rasmussen,0,0,0,9527aa2b-3cfc-4a3a-b66d-8a3ddf6f1c1f,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,0.122,0.295,0.073,,0.17,2.15,1.91,,95.7,95.1,80.0,0.273,,,0.275,115.0,121.0,130.0,133.0,104.0,106.0,0.359,0.151,1.83,3.01,88.2,84.5,0.204,0.129,0.2,,,,,,,,
5,2023-04-14,718587,Strikeout,strikeout,True,665489,656876,Vladimir Guerrero Jr.,Drew Rasmussen,0,0,1,78addad0-9547-493a-a9ac-aa82945ef84c,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,0.122,0.295,0.073,,0.17,2.15,1.91,,95.7,95.1,80.0,0.273,,,0.275,115.0,121.0,130.0,133.0,104.0,106.0,0.359,0.151,1.83,3.01,88.2,84.5,0.204,0.129,0.2,,,,,,,,
6,2023-04-14,718587,Single,single,False,662139,656876,Daulton Varsho,Drew Rasmussen,1,0,1,8a12671d-9adc-4034-84b2-af96dcb77ddb,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,0.122,0.295,0.073,,0.17,2.15,1.91,,95.7,95.1,80.0,0.273,,,0.275,115.0,121.0,130.0,133.0,104.0,106.0,0.359,0.151,1.83,3.01,88.2,84.5,0.204,0.129,0.2,,,,,,,,
7,2023-04-14,718587,Walk,walk,False,656305,656876,Matt Chapman,Drew Rasmussen,1,0,1,9f4ecbca-2268-4769-8632-4410dfe750c6,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,0.122,0.295,0.073,,0.17,2.15,1.91,,95.7,95.1,80.0,0.273,,,0.275,115.0,121.0,130.0,133.0,104.0,106.0,0.359,0.151,1.83,3.01,88.2,84.5,0.204,0.129,0.2,,,,,,,,
8,2023-04-14,718587,Grounded Into DP,grounded_into_double_play,True,474832,656876,Brandon Belt,Drew Rasmussen,1,0,1,ca59717c-e606-4703-9d81-41f2ba81ab36,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.16899999999999998,0.203,0.48700000000000004,,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,0.122,0.295,0.073,,0.17,2.15,1.91,,95.7,95.1,80.0,0.273,,,0.275,115.0,121.0,130.0,133.0,104.0,106.0,0.359,0.151,1.83,3.01,88.2,84.5,0.204,0.129,0.2,,,,,,,,
9,2023-04-14,718587,Groundout,field_out,True,677551,621244,Wander Franco,José Berríos,1,0,0,0d477ebd-f068-4eec-8299-2b33f5bc90ca,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.29600000000000004,0.185,0.72,0.61,0.31,-0.38,94.3,93.8,82.6,0.255,0.216,0.245,0.254,,,,,,,,,,,,,,,,,,,,,,,
