,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,CH_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,FF_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,CU_ba,FC_ba
0,2023-04-03,718719,Groundout,field_out,True,543807,663903,George Springer,Brady Singer,0,0,0,27fdc60d-489c-4d90-b91a-63c2f6cc21de,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,
1,2023-04-03,718719,Groundout,field_out,True,666182,663903,Bo Bichette,Brady Singer,0,0,0,68a21994-fda4-44cf-9496-10111f9b2179,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,
2,2023-04-03,718719,Lineout,field_out,True,665489,663903,Vladimir Guerrero Jr.,Brady Singer,1,0,0,0790c219-1b01-480f-85c4-f84f8183a9a2,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,92.1,84.0,0.339,0.241,0.265,0.0,,,,,,,,,,,,,,,,
3,2023-04-03,718719,Double,double,False,669004,621244,MJ Melendez,José Berríos,0,0,0,bd883728-0b3a-4fae-a19d-9fbfe9cd91e7,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.255,,0.245,,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,0.254,,,,,,,,
4,2023-04-03,718719,Flyout,field_out,True,686469,621244,Vinnie Pasquantino,José Berríos,0,0,0,d965abf5-7d24-4fca-b2fc-e1fcd15a4205,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.255,,0.245,,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,0.254,,,,,,,,
5,2023-04-03,718719,Single,single,False,677951,621244,Bobby Witt Jr.,José Berríos,1,1,1,2ae38d68-f824-46c7-8f0e-a8b29465c386,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.255,,0.245,,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,0.254,,,,,,,,
6,2023-04-03,718719,Single,single,False,686681,621244,Michael Massey,José Berríos,0,0,1,447f0e8f-6e99-4d87-9ef1-7c0e600f1b14,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.255,,0.245,,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,0.254,,,,,,,,
7,2023-04-03,718719,Single,single,False,664728,621244,Kyle Isbel,José Berríos,0,0,1,7fac0fcf-c415-4415-ae3e-473040d79339,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.255,,0.245,,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,0.254,,,,,,,,
8,2023-04-03,718719,Groundout,field_out,True,641531,621244,Hunter Dozier,José Berríos,0,0,1,43b319fd-4bd2-463b-a38a-255aad1b505f,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.255,,0.245,,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,0.254,,,,,,,,
9,2023-04-03,718719,Groundout,field_out,True,598265,621244,Jackie Bradley Jr.,José Berríos,0,0,0,20a3c634-b434-4625-bfcd-a0a9dda44757,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.185,0.72,0.61,,-0.38,94.3,93.8,,0.255,,0.245,,116.0,104.0,110.0,0.29600000000000004,0.31,82.6,0.216,0.254,,,,,,,,
