,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-19,717695,Flyout,field_out,True,543760,621383,Marcus Semien,Tanner Banks,0,0,0,b7f77a0f-8ed0-41d8-9492-26cbd5764699,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,
1,2023-06-19,717695,Strikeout,strikeout,True,608369,621383,Corey Seager,Tanner Banks,0,0,0,5ee1036f-1716-470a-91f0-172ade6d3cba,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,
2,2023-06-19,717695,Single,single,False,673962,621383,Josh Jung,Tanner Banks,0,0,0,f84c1cce-c1d9-4812-8c35-fadf69c7649d,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,
3,2023-06-19,717695,Double,double,False,666969,621383,Adolis García,Tanner Banks,1,0,1,5114a116-774a-4c92-ac67-f2d64a1fcaa8,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,
4,2023-06-19,717695,Groundout,field_out,True,663993,621383,Nathaniel Lowe,Tanner Banks,1,0,0,446d82ea-6ce4-4d05-84cc-b371e4c988b0,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,
5,2023-06-19,717695,Strikeout,strikeout,True,643217,571760,Andrew Benintendi,Andrew Heaney,0,0,0,6558a790-1093-471d-80cc-79feeec85e9b,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.16899999999999998,0.1,,-1.35,-3.87,-0.11,92.5,,82.0,74.4,0.236,0.259,,0.274,,,,,,,,,,,,,,,
6,2023-06-19,717695,Single,single,False,683734,571760,Andrew Vaughn,Andrew Heaney,1,0,0,0a669a08-04e1-48b9-b92e-483eca1ce22b,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.16899999999999998,0.1,,-1.35,-3.87,-0.11,92.5,,82.0,74.4,0.236,0.259,,0.274,,,,,,,,,,,,,,,
7,2023-06-19,717695,Hit By Pitch,hit_by_pitch,False,673357,571760,Luis Robert Jr.,Andrew Heaney,1,0,1,6bbb2463-4dbe-4c00-89c8-7e9098ce7dc9,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.16899999999999998,0.1,,-1.35,-3.87,-0.11,92.5,,82.0,74.4,0.236,0.259,,0.274,,,,,,,,,,,,,,,
8,2023-06-19,717695,Grounded Into DP,grounded_into_double_play,True,650391,571760,Eloy Jiménez,Andrew Heaney,0,0,1,7c128b50-d5d2-4c6b-a589-f9e9c95fffb2,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.16899999999999998,0.1,,-1.35,-3.87,-0.11,92.5,,82.0,74.4,0.236,0.259,,0.274,,,,,,,,,,,,,,,
9,2023-06-19,717695,Strikeout,strikeout,True,641680,621383,Jonah Heim,Tanner Banks,0,0,0,6fc44025-c737-4663-b4dc-b425b20aee9f,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,
