,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,EP%,wEP/C,vEP
0,2023-07-07,717457,Pop Out,field_out,True,543807,656412,George Springer,Alex Faedo,1,0,0,40e1691b-60bd-4f93-8983-7f374a45fb12,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-07,717457,Strikeout,strikeout,True,666182,656412,Bo Bichette,Alex Faedo,0,0,0,d0b24327-6154-49ae-a7aa-4e6ec898f8fe,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-07,717457,Strikeout,strikeout,True,474832,656412,Brandon Belt,Alex Faedo,0,0,0,90859c37-fa0b-4543-8feb-def6672453f6,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-07,717457,Pop Out,field_out,True,656716,666201,Zach McKinstry,Alek Manoah,0,0,0,9bc11325-ab12-4d1d-ba74-086a49188752,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,0.128,-2.16,-1.17,-1.01,92.8,80.8,0.316,0.239,0.273,92.0,96.0,91.0,0.282,0.68,92.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-07,717457,Strikeout,strikeout,True,679529,666201,Spencer Torkelson,Alek Manoah,0,0,0,c86625b1-4178-4e85-913c-f0ed80aca50f,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,0.128,-2.16,-1.17,-1.01,92.8,80.8,0.316,0.239,0.273,92.0,96.0,91.0,0.282,0.68,92.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-07,717457,Single,single,False,663837,666201,Matt Vierling,Alek Manoah,1,0,0,4fc929bb-5ff9-4089-9dd7-f48c89996602,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,0.128,-2.16,-1.17,-1.01,92.8,80.8,0.316,0.239,0.273,92.0,96.0,91.0,0.282,0.68,92.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-07-07,717457,Flyout,field_out,True,681481,666201,Kerry Carpenter,Alek Manoah,1,1,1,dd3e7d3c-eca9-4b8d-adff-4c2266133db9,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,0.128,-2.16,-1.17,-1.01,92.8,80.8,0.316,0.239,0.273,92.0,96.0,91.0,0.282,0.68,92.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-07,717457,Pop Out,field_out,True,665489,656412,Vladimir Guerrero Jr.,Alex Faedo,0,0,0,2901862d-b653-498e-85b2-ba43d7ce058e,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-07,717457,Flyout,field_out,True,656305,656412,Matt Chapman,Alex Faedo,0,0,0,2f5ecefd-f315-4389-95c3-9d06e42e02ce,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-07,717457,Pop Out,field_out,True,593160,656412,Whit Merrifield,Alex Faedo,1,1,0,2bb524f4-9ec4-4835-ab1e-413f14ec1c0b,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-07-07,717457,Flyout,field_out,True,595879,666201,Javier Báez,Alek Manoah,0,0,0,b37a7dcf-d70d-44b1-ac16-64092ddb4420,666201.0,alekmanoah,Manoah,Right,Alek Manoah,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.40700000000000003,0.134,0.369,0.38799999999999996,86.3,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,0.128,-2.16,-1.17,-1.01,92.8,80.8,0.316,0.239,0.273,92.0,96.0,91.0,0.282,0.68,92.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
