,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,FC_ba,ST_ba,CU_ba,SI_ba,CH_ba,KC%,wKC/C,vKC,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-18,716955,Lineout,field_out,True,672580,592791,Maikel Garcia,Jameson Taillon,0,0,0,f49a53eb-6a32-4bec-9334-058bc24ca6a6,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.149,0.031,-0.69,-0.32,0.9,0.75,-0.12,-0.22,93.7,88.6,93.9,80.9,80.5,0.261,0.311,0.233,0.198,0.296,0.28,,,,,,,,,,,,,,
1,2023-08-18,716955,Strikeout,strikeout,True,677951,592791,Bobby Witt Jr.,Jameson Taillon,0,0,0,1a971c0f-db92-4c2a-b7fc-5fd7f9ed85d3,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.149,0.031,-0.69,-0.32,0.9,0.75,-0.12,-0.22,93.7,88.6,93.9,80.9,80.5,0.261,0.311,0.233,0.198,0.296,0.28,,,,,,,,,,,,,,
2,2023-08-18,716955,Strikeout,strikeout,True,686681,592791,Michael Massey,Jameson Taillon,0,0,0,3e30be52-46f0-4c4f-a537-8a4be326f49d,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.149,0.031,-0.69,-0.32,0.9,0.75,-0.12,-0.22,93.7,88.6,93.9,80.9,80.5,0.261,0.311,0.233,0.198,0.296,0.28,,,,,,,,,,,,,,
3,2023-08-18,716955,Walk,walk,False,666624,666142,Christopher Morel,Cole Ragans,0,0,0,b5a4ad92-292e-4a29-9391-e741571a54ed,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,126.0,114.0,125.0,89.0,92.0,87.0,,0.401,0.134,0.10400000000000001,,0.237,0.24,1.47,,2.79,,2.84,96.5,91.8,,86.6,,0.234,0.27,,0.194,,0.152,0.124,-0.05,81.8,0.18,,,,,,,,,,
4,2023-08-18,716955,Single,single,False,663538,666142,Nico Hoerner,Cole Ragans,1,0,1,338901b4-e39c-444f-b991-2714ddaa22de,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,126.0,114.0,125.0,89.0,92.0,87.0,,0.401,0.134,0.10400000000000001,,0.237,0.24,1.47,,2.79,,2.84,96.5,91.8,,86.6,,0.234,0.27,,0.194,,0.152,0.124,-0.05,81.8,0.18,,,,,,,,,,
5,2023-08-18,716955,Strikeout,strikeout,True,664023,666142,Ian Happ,Cole Ragans,0,0,0,35534a10-f3a3-43e2-ab58-f352e979c83f,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,126.0,114.0,125.0,89.0,92.0,87.0,,0.401,0.134,0.10400000000000001,,0.237,0.24,1.47,,2.79,,2.84,96.5,91.8,,86.6,,0.234,0.27,,0.194,,0.152,0.124,-0.05,81.8,0.18,,,,,,,,,,
6,2023-08-18,716955,Forceout,force_out,True,641355,666142,Cody Bellinger,Cole Ragans,0,0,1,e5497d7b-1104-41e0-91c1-167e7efefbea,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,126.0,114.0,125.0,89.0,92.0,87.0,,0.401,0.134,0.10400000000000001,,0.237,0.24,1.47,,2.79,,2.84,96.5,91.8,,86.6,,0.234,0.27,,0.194,,0.152,0.124,-0.05,81.8,0.18,,,,,,,,,,
7,2023-08-18,716955,Flyout,field_out,True,621020,666142,Dansby Swanson,Cole Ragans,1,0,0,345ad207-e9d1-4707-a8ce-ab553c906caf,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,126.0,114.0,125.0,89.0,92.0,87.0,,0.401,0.134,0.10400000000000001,,0.237,0.24,1.47,,2.79,,2.84,96.5,91.8,,86.6,,0.234,0.27,,0.194,,0.152,0.124,-0.05,81.8,0.18,,,,,,,,,,
8,2023-08-18,716955,Flyout,field_out,True,521692,592791,Salvador Perez,Jameson Taillon,1,0,0,0d8ff67b-272f-4acf-91a2-862eafedebb8,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.149,0.031,-0.69,-0.32,0.9,0.75,-0.12,-0.22,93.7,88.6,93.9,80.9,80.5,0.261,0.311,0.233,0.198,0.296,0.28,,,,,,,,,,,,,,
9,2023-08-18,716955,Double,double,False,669004,592791,MJ Melendez,Jameson Taillon,1,1,0,2211b03b-a51a-4bc3-b0a0-c912d4e9d103,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.149,0.031,-0.69,-0.32,0.9,0.75,-0.12,-0.22,93.7,88.6,93.9,80.9,80.5,0.261,0.311,0.233,0.198,0.296,0.28,,,,,,,,,,,,,,
