,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FC_ba,SI_ba,FF_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,ST_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-07,717859,Flyout,field_out,True,593871,542888,Jorge Polanco,Shawn Armstrong,0,0,0,657d2350-a64b-4249-a75f-b69a7cc3b323,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-07,717859,Lineout,field_out,True,666135,542888,Alex Kirilloff,Shawn Armstrong,0,0,0,d35da7ee-9536-4ec2-a8ab-85d14550680f,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-07,717859,Groundout,field_out,True,621043,542888,Carlos Correa,Shawn Armstrong,0,0,0,be135829-951a-4cdb-8d83-f458638df961,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-07,717859,Pop Out,field_out,True,666139,641154,Josh Lowe,Pablo López,0,0,0,985fa761-8bff-452f-a643-a49980873ab3,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.1,,2.08,1.34,94.9,,94.5,84.4,,0.278,0.268,,88.4,90.0,108.0,109.0,93.0,110.0,114.0,0.125,0.21100000000000002,0.25,-0.17,82.5,0.257,0.173,0.202,,,,,,,
4,2023-06-07,717859,Lineout,field_out,True,677551,641154,Wander Franco,Pablo López,0,0,0,d5f1d275-bec5-449d-bbea-98a1d496e5a0,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.1,,2.08,1.34,94.9,,94.5,84.4,,0.278,0.268,,88.4,90.0,108.0,109.0,93.0,110.0,114.0,0.125,0.21100000000000002,0.25,-0.17,82.5,0.257,0.173,0.202,,,,,,,
5,2023-06-07,717859,Single,single,False,668227,641154,Randy Arozarena,Pablo López,0,0,0,57b5203a-c6ed-4a2e-b2a0-7147c2c522ec,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.1,,2.08,1.34,94.9,,94.5,84.4,,0.278,0.268,,88.4,90.0,108.0,109.0,93.0,110.0,114.0,0.125,0.21100000000000002,0.25,-0.17,82.5,0.257,0.173,0.202,,,,,,,
6,2023-06-07,717859,Groundout,field_out,True,670042,641154,Luke Raley,Pablo López,0,0,0,6353b1c5-49a2-492e-a5f6-a957211b27d2,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.1,,2.08,1.34,94.9,,94.5,84.4,,0.278,0.268,,88.4,90.0,108.0,109.0,93.0,110.0,114.0,0.125,0.21100000000000002,0.25,-0.17,82.5,0.257,0.173,0.202,,,,,,,
7,2023-06-07,717859,Strikeout,strikeout,True,663616,542888,Trevor Larnach,Shawn Armstrong,0,0,0,ab0731f8-83ae-4313-8572-299bed13d2f4,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-07,717859,Groundout,field_out,True,456781,542888,Donovan Solano,Shawn Armstrong,0,0,0,9b02033b-9928-43bf-92cc-1f483dd07757,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-07,717859,Single,single,False,596146,542888,Max Kepler,Shawn Armstrong,1,1,0,565355ae-f473-491c-a8b8-a9e2ccd115bc,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,1.38,2.65,52.0,108.0,105.0,108.0,0.7659999999999999,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.43700000000000006,107.0,122.0,119.0,107.0,103.0,102.0,109.0,123.0,132.0,101.0,103.0,103.0,0.341,0.20800000000000002,0.376,0.07400000000000001,2.69,2.25,2.2,-2.41,94.5,91.4,94.7,85.2,0.191,0.213,0.089,0.353,,,,,,,,,,,,,,,,,,,,,,
