,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,SL_ba,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,CU_ba,FC_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-04-09,718649,Groundout,field_out,True,676801,641816,Chas McCormick,Tyler Mahle,1,0,0,44cdf81a-e2cb-4855-99bf-dd7d8e3fa046,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-09,718649,Single,single,False,608324,641816,Alex Bregman,Tyler Mahle,0,0,0,c145aa99-e3b0-4443-9982-f32f0e2935c4,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-09,718649,Grounded Into DP,grounded_into_double_play,True,670541,641816,Yordan Alvarez,Tyler Mahle,0,0,1,5e1d73a3-d146-4bd6-9fd5-25b9088d3d6f,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-09,718649,Flyout,field_out,True,621439,686613,Byron Buxton,Hunter Brown,0,0,0,4bafb292-701c-4660-9bdd-3b2974076e29,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,0.01,-0.4,0.92,-2.64,95.7,91.7,88.2,84.6,0.271,,0.121,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,
4,2023-04-09,718649,Walk,walk,False,663616,686613,Trevor Larnach,Hunter Brown,0,0,0,e4144c2e-618c-4f54-b233-6571f4fc89dc,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,0.01,-0.4,0.92,-2.64,95.7,91.7,88.2,84.6,0.271,,0.121,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,
5,2023-04-09,718649,Grounded Into DP,grounded_into_double_play,True,669304,686613,Jose Miranda,Hunter Brown,0,0,1,f59be80d-5659-4854-848a-6259134f38b9,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,0.01,-0.4,0.92,-2.64,95.7,91.7,88.2,84.6,0.271,,0.121,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,
6,2023-04-09,718649,Groundout,field_out,True,547989,641816,José Abreu,Tyler Mahle,0,0,0,7a303177-d98a-42f7-aefc-848a6cf39f38,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-04-09,718649,Strikeout,strikeout,True,663656,641816,Kyle Tucker,Tyler Mahle,0,0,0,3515fc63-6a8a-42a6-af02-fa8d4b13c19c,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-09,718649,Flyout,field_out,True,665161,641816,Jeremy Peña,Tyler Mahle,1,0,0,0a624ad2-7f32-48ee-b282-ea2dab96a6de,641816.0,tylermahle,Mahle,Right,Tyler Mahle,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.23199999999999998,0.348,0.203,0.24600000000000002,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.19699999999999998,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.219,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-09,718649,Strikeout,strikeout,True,456781,686613,Donovan Solano,Hunter Brown,0,0,0,249ab773-a66f-4b41-864e-026e5d6656d6,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.461,0.235,0.048,0.017,0.01,-0.4,0.92,-2.64,95.7,91.7,88.2,84.6,0.271,,0.121,90.0,103.0,93.0,112.0,102.0,110.0,0.002,0.23800000000000002,-0.16,-0.77,96.0,82.9,0.247,0.297,0.25,,,,,,,,,,,,,,
