,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,SI_ba,FC_ba
0,2023-03-30,718779,Strikeout,strikeout,True,607208,594798,Trea Turner,Jacob deGrom,0,0,0,a3c8c9bc-778b-45dd-a906-9a8814710102,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,,,,,,,,,,,,,
1,2023-03-30,718779,Flyout,field_out,True,656941,594798,Kyle Schwarber,Jacob deGrom,0,0,0,511c6e55-b91a-4582-8cec-23d027341a36,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,,,,,,,,,,,,,
2,2023-03-30,718779,Strikeout,strikeout,True,592663,594798,J.T. Realmuto,Jacob deGrom,0,0,0,896871a8-0a5f-4a8e-b155-6cbeaf2a27b5,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,,,,,,,,,,,,,
3,2023-03-30,718779,Groundout,field_out,True,543760,605400,Marcus Semien,Aaron Nola,1,0,0,331bf925-0151-4dc7-9d7b-cae6031184d7,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,,,0.246,,0.22,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.075,0.316,0.4,0.46,0.47,86.3,91.8,79.4,0.221,0.279,0.246
4,2023-03-30,718779,Walk,walk,False,608369,605400,Corey Seager,Aaron Nola,0,0,0,b5a7efa5-69ec-4733-88d3-73cc762b0e29,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,,,0.246,,0.22,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.075,0.316,0.4,0.46,0.47,86.3,91.8,79.4,0.221,0.279,0.246
5,2023-03-30,718779,Pop Out,field_out,True,663993,605400,Nathaniel Lowe,Aaron Nola,0,0,0,80cedd47-db03-43b7-a48b-d7d2e866a402,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,,,0.246,,0.22,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.075,0.316,0.4,0.46,0.47,86.3,91.8,79.4,0.221,0.279,0.246
6,2023-03-30,718779,Strikeout,strikeout,True,666969,605400,Adolis García,Aaron Nola,0,0,0,64392bf5-62f2-4023-93b0-634fa4576586,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,,,0.246,,0.22,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.075,0.316,0.4,0.46,0.47,86.3,91.8,79.4,0.221,0.279,0.246
7,2023-03-30,718779,Pop Out,field_out,True,669742,594798,Darick Hall,Jacob deGrom,1,0,0,141c968a-f5fa-4eb8-8789-df6ad7d5e7e0,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,,,,,,,,,,,,,
8,2023-03-30,718779,Double,double,False,592206,594798,Nick Castellanos,Jacob deGrom,0,0,0,4a6a5ca7-cc4a-4ccd-9069-b7293e9a85b9,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,,,,,,,,,,,,,
9,2023-03-30,718779,Strikeout,strikeout,True,681082,594798,Bryson Stott,Jacob deGrom,0,0,0,e883e725-c292-42ea-afc7-b136efc88b1b,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,,,,,,,,,,,,,
