,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,SV_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-08-09,717065,Flyout,field_out,True,595777,605288,Jurickson Profar,Adrian Houser,0,0,0,138d3800-e64c-46e6-9aa7-f519a2fc7460,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.47100000000000003,0.23800000000000002,0.166,0.085,0.04,0.29,0.46,-0.89,-1.08,-2.07,93.4,92.1,82.3,79.4,0.296,0.227,0.258,0.269,0.294,,,,,,,,,,,,,,,
1,2023-08-09,717065,Strikeout,strikeout,True,678662,605288,Ezequiel Tovar,Adrian Houser,0,0,0,cd86269a-bcba-4f96-b2a4-13e2bb95d7db,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.47100000000000003,0.23800000000000002,0.166,0.085,0.04,0.29,0.46,-0.89,-1.08,-2.07,93.4,92.1,82.3,79.4,0.296,0.227,0.258,0.269,0.294,,,,,,,,,,,,,,,
2,2023-08-09,717065,Strikeout,strikeout,True,641857,605288,Ryan McMahon,Adrian Houser,0,0,0,a526fe49-9673-4d8e-b52b-dfb24a38155c,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.47100000000000003,0.23800000000000002,0.166,0.085,0.04,0.29,0.46,-0.89,-1.08,-2.07,93.4,92.1,82.3,79.4,0.296,0.227,0.258,0.269,0.294,,,,,,,,,,,,,,,
3,2023-08-09,717065,Strikeout,strikeout,True,592885,623167,Christian Yelich,Chris Flexen,0,0,0,7ca5a967-c93b-4850-ba2f-5bcbc71f9f9f,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,0.019,0.409,0.09699999999999999,0.022000000000000002,0.16,-2.66,-7.15,-2.44,2.61,0.72,91.9,90.9,80.8,71.6,0.6,0.379,0.296,0.125,0.213,87.0,100.0,94.0,0.293,-0.47,87.9,0.287,0.389,,,,,,,
4,2023-08-09,717065,Strikeout,strikeout,True,661388,623167,William Contreras,Chris Flexen,0,0,0,9840ca1d-faf2-4793-8bdb-0792ceff4b32,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,0.019,0.409,0.09699999999999999,0.022000000000000002,0.16,-2.66,-7.15,-2.44,2.61,0.72,91.9,90.9,80.8,71.6,0.6,0.379,0.296,0.125,0.213,87.0,100.0,94.0,0.293,-0.47,87.9,0.287,0.389,,,,,,,
5,2023-08-09,717065,Pop Out,field_out,True,592192,623167,Mark Canha,Chris Flexen,0,0,0,c8e70e7f-2754-47c9-9209-c2d4bc917e12,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,0.019,0.409,0.09699999999999999,0.022000000000000002,0.16,-2.66,-7.15,-2.44,2.61,0.72,91.9,90.9,80.8,71.6,0.6,0.379,0.296,0.125,0.213,87.0,100.0,94.0,0.293,-0.47,87.9,0.287,0.389,,,,,,,
6,2023-08-09,717065,Strikeout,strikeout,True,666134,605288,Nolan Jones,Adrian Houser,0,0,0,5165e175-20ea-4fda-93c3-bb9c063a9c7d,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.47100000000000003,0.23800000000000002,0.166,0.085,0.04,0.29,0.46,-0.89,-1.08,-2.07,93.4,92.1,82.3,79.4,0.296,0.227,0.258,0.269,0.294,,,,,,,,,,,,,,,
7,2023-08-09,717065,Flyout,field_out,True,669911,605288,Michael Toglia,Adrian Houser,0,0,0,8992db09-d76a-43a9-a5f7-2218e1a47b70,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.47100000000000003,0.23800000000000002,0.166,0.085,0.04,0.29,0.46,-0.89,-1.08,-2.07,93.4,92.1,82.3,79.4,0.296,0.227,0.258,0.269,0.294,,,,,,,,,,,,,,,
8,2023-08-09,717065,Flyout,field_out,True,605612,605288,Harold Castro,Adrian Houser,1,0,0,54d29e83-2864-4124-876a-04fea1c195a3,605288.0,adrianhouser,Houser,Right,Adrian Houser,4.12,4.21,111.1,103.0,83.0,97.0,0.8390000000000001,7.76,2.75,9.78,1.05,1.32,0.19399999999999998,0.409,0.134,0.36,0.424,84.3,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.47100000000000003,0.23800000000000002,0.166,0.085,0.04,0.29,0.46,-0.89,-1.08,-2.07,93.4,92.1,82.3,79.4,0.296,0.227,0.258,0.269,0.294,,,,,,,,,,,,,,,
9,2023-08-09,717065,Double,double,False,686217,623167,Sal Frelick,Chris Flexen,0,0,0,92969ee2-8764-423a-9ebc-004161796311,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,0.019,0.409,0.09699999999999999,0.022000000000000002,0.16,-2.66,-7.15,-2.44,2.61,0.72,91.9,90.9,80.8,71.6,0.6,0.379,0.296,0.125,0.213,87.0,100.0,94.0,0.293,-0.47,87.9,0.287,0.389,,,,,,,
