,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,FF_ba,CU_ba,CH_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,vKN (sc),KN%,wKN/C
0,2023-04-18,718526,Lineout,field_out,True,650490,666157,Yandy Díaz,Nick Lodolo,0,0,0,ea08846d-42e5-4625-9ecb-fe2584844d51,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-18,718526,Lineout,field_out,True,677551,666157,Wander Franco,Nick Lodolo,0,0,0,07dde3ed-7b84-41bb-9bb9-8f08c6269a66,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-18,718526,Hit By Pitch,hit_by_pitch,False,670623,666157,Isaac Paredes,Nick Lodolo,0,0,0,58a11536-e2ba-4987-b560-94b9c0094495,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-18,718526,Strikeout,strikeout,True,668227,666157,Randy Arozarena,Nick Lodolo,0,0,0,1eee567c-fe70-4c9a-b673-44c2ebb34352,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-18,718526,Groundout,field_out,True,663697,671737,Jonathan India,Taj Bradley,0,0,0,844b99fe-d9f2-406b-aab9-2cf416808deb,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,0.001,0.449,0.16699999999999998,,-0.8,0.0,0.04,,96.1,97.8,79.0,0.277,0.169,,,106.0,99.0,99.0,0.248,0.136,-1.32,0.62,88.9,89.3,0.312,0.19,,,,,,,,,,,,,,
5,2023-04-18,718526,Single,single,False,670770,671737,TJ Friedl,Taj Bradley,1,0,0,2ca3d6b1-9013-449e-a87c-f71ca90048bb,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,0.001,0.449,0.16699999999999998,,-0.8,0.0,0.04,,96.1,97.8,79.0,0.277,0.169,,,106.0,99.0,99.0,0.248,0.136,-1.32,0.62,88.9,89.3,0.312,0.19,,,,,,,,,,,,,,
6,2023-04-18,718526,Strikeout,strikeout,True,641584,671737,Jake Fraley,Taj Bradley,0,0,0,6ff9f152-7a39-4f53-bd2d-f1597a36ccf0,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,0.001,0.449,0.16699999999999998,,-0.8,0.0,0.04,,96.1,97.8,79.0,0.277,0.169,,,106.0,99.0,99.0,0.248,0.136,-1.32,0.62,88.9,89.3,0.312,0.19,,,,,,,,,,,,,,
7,2023-04-18,718526,Strikeout,strikeout,True,663886,671737,Tyler Stephenson,Taj Bradley,0,0,0,c8f62a92-2235-4e34-912e-c5639158e116,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,0.001,0.449,0.16699999999999998,,-0.8,0.0,0.04,,96.1,97.8,79.0,0.277,0.169,,,106.0,99.0,99.0,0.248,0.136,-1.32,0.62,88.9,89.3,0.312,0.19,,,,,,,,,,,,,,
8,2023-04-18,718526,Strikeout,strikeout,True,623912,666157,Harold Ramírez,Nick Lodolo,0,0,0,c5fda4c0-2481-4d19-9f01-5b4710083bd3,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-18,718526,Home Run,home_run,False,670764,666157,Taylor Walls,Nick Lodolo,0,0,0,024a158b-77e6-41a9-8aaa-4f698e7a7c1e,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
