,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,CU_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba
0,2023-04-24,718443,Strikeout,strikeout,True,665862,675911,Jazz Chisholm Jr.,Spencer Strider,0,0,0,d0100f2e-efcc-4b16-a6d3-8b0b6729a6de,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,
1,2023-04-24,718443,Pop Out,field_out,True,643265,675911,Garrett Cooper,Spencer Strider,1,0,0,73b2ac1c-3d35-4b49-84c0-63f6348a5aa1,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,
2,2023-04-24,718443,Strikeout,strikeout,True,624585,675911,Jorge Soler,Spencer Strider,0,0,0,c7a65d32-8e77-46fa-b4dc-0747b49a8a0c,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,
3,2023-04-24,718443,Groundout,field_out,True,660670,665795,Ronald Acuña Jr.,Edward Cabrera,1,0,0,a7facdde-b40f-4e1d-8cbc-feb01ebc2aaf,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,106.0,95.0,92.0,115.0,98.0,104.0,0.27899999999999997,0.081,0.314,0.19,-0.71,1.29,96.2,88.2,0.211,0.222,0.186,109.0,102.0,103.0,109.0,86.0,82.0,0.09300000000000001,0.23399999999999999,-0.3,-0.37,96.1,84.6,0.24,0.28,,,,,,,
4,2023-04-24,718443,Single,single,False,621566,665795,Matt Olson,Edward Cabrera,0,0,0,88c798d8-c374-41ec-8535-f73a3f4c82a4,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,106.0,95.0,92.0,115.0,98.0,104.0,0.27899999999999997,0.081,0.314,0.19,-0.71,1.29,96.2,88.2,0.211,0.222,0.186,109.0,102.0,103.0,109.0,86.0,82.0,0.09300000000000001,0.23399999999999999,-0.3,-0.37,96.1,84.6,0.24,0.28,,,,,,,
5,2023-04-24,718443,Strikeout,strikeout,True,663586,665795,Austin Riley,Edward Cabrera,0,0,0,74325be8-b738-413c-845f-1d1986d8d3e7,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,106.0,95.0,92.0,115.0,98.0,104.0,0.27899999999999997,0.081,0.314,0.19,-0.71,1.29,96.2,88.2,0.211,0.222,0.186,109.0,102.0,103.0,109.0,86.0,82.0,0.09300000000000001,0.23399999999999999,-0.3,-0.37,96.1,84.6,0.24,0.28,,,,,,,
6,2023-04-24,718443,Strikeout,strikeout,True,669221,665795,Sean Murphy,Edward Cabrera,0,0,0,1eb3d626-f23d-41b5-a5c0-3d13f6ae3dd8,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.34700000000000003,92.9,91.0,98.0,99.0,106.0,95.0,92.0,115.0,98.0,104.0,0.27899999999999997,0.081,0.314,0.19,-0.71,1.29,96.2,88.2,0.211,0.222,0.186,109.0,102.0,103.0,109.0,86.0,82.0,0.09300000000000001,0.23399999999999999,-0.3,-0.37,96.1,84.6,0.24,0.28,,,,,,,
7,2023-04-24,718443,Strikeout,strikeout,True,650559,675911,Bryan De La Cruz,Spencer Strider,0,0,0,9e1f751b-27d2-4b71-b628-d3e9fe2a4477,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,
8,2023-04-24,718443,Groundout,field_out,True,541645,675911,Avisaíl García,Spencer Strider,0,0,0,56fc4ea7-50bc-489d-8281-428c236219d0,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,
9,2023-04-24,718443,Lineout,field_out,True,516416,675911,Jean Segura,Spencer Strider,0,0,0,aeda1ba3-9c0b-4825-abf3-1a563700b438,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,
