,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,FC_ba,FF_ba,ST_ba,CU_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,SL_ba,CH_ba
0,2023-06-08,717849,Lineout,field_out,True,624428,607067,Adam Frazier,Colin Rea,0,0,0,bb8cb58f-1b12-419f-b3b3-63c4b60b5635,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
1,2023-06-08,717849,Lineout,field_out,True,668939,607067,Adley Rutschman,Colin Rea,1,0,0,8308421c-e400-45a1-b8d0-b44b65aa0cb4,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
2,2023-06-08,717849,Lineout,field_out,True,623993,607067,Anthony Santander,Colin Rea,1,0,0,d3a98482-6118-425c-a3e3-ef31d177222f,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
3,2023-06-08,717849,Walk,walk,False,592885,680694,Christian Yelich,Kyle Bradish,1,0,0,de743bb9-6dc8-44eb-9dce-1113eabc032c,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,,0.313,0.17300000000000001,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,0.23,,0.366,,0.142,,90.8,97.0,100.0,98.0,0.083,-0.36,0.168,0.259
4,2023-06-08,717849,Single,single,False,642715,680694,Willy Adames,Kyle Bradish,0,0,1,62362105-556b-4387-9771-2fb1f837d479,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,,0.313,0.17300000000000001,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,0.23,,0.366,,0.142,,90.8,97.0,100.0,98.0,0.083,-0.36,0.168,0.259
5,2023-06-08,717849,Groundout,field_out,True,642133,680694,Rowdy Tellez,Kyle Bradish,0,0,1,60177996-c54b-4273-822c-f40502cd70db,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,,0.313,0.17300000000000001,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,0.23,,0.366,,0.142,,90.8,97.0,100.0,98.0,0.083,-0.36,0.168,0.259
6,2023-06-08,717849,Single,single,False,661388,680694,William Contreras,Kyle Bradish,1,1,1,1bac9bab-13c9-45ff-80d4-318e7731ef96,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,,0.313,0.17300000000000001,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,0.23,,0.366,,0.142,,90.8,97.0,100.0,98.0,0.083,-0.36,0.168,0.259
7,2023-06-08,717849,Single,single,False,680911,680694,Owen Miller,Kyle Bradish,1,0,1,935956ec-fc59-4dc2-8f68-48539c414c47,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,,0.313,0.17300000000000001,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,0.23,,0.366,,0.142,,90.8,97.0,100.0,98.0,0.083,-0.36,0.168,0.259
8,2023-06-08,717849,Single,single,False,572138,680694,Jon Singleton,Kyle Bradish,0,0,1,9803491e-feca-4bed-9211-390ca9ae5990,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,,0.313,0.17300000000000001,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,0.23,,0.366,,0.142,,90.8,97.0,100.0,98.0,0.083,-0.36,0.168,0.259
9,2023-06-08,717849,Strikeout,strikeout,True,605119,680694,Brian Anderson,Kyle Bradish,0,0,0,072358f9-c0d2-4445-8214-347ebea5da19,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.22399999999999998,,,0.313,0.17300000000000001,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,0.23,,0.366,,0.142,,90.8,97.0,100.0,98.0,0.083,-0.36,0.168,0.259
