,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vSI,vSL,vKC,FC_ba,SI_ba,ST_ba,CU_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FS_ba,SL_ba,FF_ba
0,2023-04-01,718762,Walk,walk,False,664774,657376,LaMonte Wade Jr.,Clarke Schmidt,0,0,0,f7deb903-208c-45ff-a451-d5c33877e992,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
1,2023-04-01,718762,Strikeout,strikeout,True,624424,657376,Michael Conforto,Clarke Schmidt,0,0,0,61437ffe-23c4-40e5-866b-f30bbbf0395c,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
2,2023-04-01,718762,Groundout,field_out,True,642731,657376,Thairo Estrada,Clarke Schmidt,1,0,1,7bd5d6ef-358f-498f-87d6-3eb5d146d59f,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
3,2023-04-01,718762,Strikeout,strikeout,True,592626,657376,Joc Pederson,Clarke Schmidt,0,0,0,4cfcbc24-ee6d-4715-bb97-7d9235ab9cd8,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,,
4,2023-04-01,718762,Strikeout,strikeout,True,518934,502171,DJ LeMahieu,Alex Cobb,0,0,0,6bdbc105-8077-4ca2-8e40-09c602a7e95d,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,,0.051,0.162,,,0.33,-1.31,-1.38,,,94.5,86.2,83.6,,0.28,,0.379,,61.0,79.0,76.0,78.0,103.0,103.0,0.003,0.38799999999999996,-3.47,0.2,95.8,89.5,0.239,0.333,
5,2023-04-01,718762,Single,single,False,592450,502171,Aaron Judge,Alex Cobb,1,1,0,d458e0b2-4cea-4d28-a95f-5df8e56b4d0b,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,,0.051,0.162,,,0.33,-1.31,-1.38,,,94.5,86.2,83.6,,0.28,,0.379,,61.0,79.0,76.0,78.0,103.0,103.0,0.003,0.38799999999999996,-3.47,0.2,95.8,89.5,0.239,0.333,
6,2023-04-01,718762,Walk,walk,False,519203,502171,Anthony Rizzo,Alex Cobb,1,0,1,66a1bd29-0c04-4103-b816-fabcb8d26b44,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,,0.051,0.162,,,0.33,-1.31,-1.38,,,94.5,86.2,83.6,,0.28,,0.379,,61.0,79.0,76.0,78.0,103.0,103.0,0.003,0.38799999999999996,-3.47,0.2,95.8,89.5,0.239,0.333,
7,2023-04-01,718762,Fielders Choice,fielders_choice,False,519317,502171,Giancarlo Stanton,Alex Cobb,1,1,1,631ba534-548d-4346-9ddd-339c79bb6af6,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,,0.051,0.162,,,0.33,-1.31,-1.38,,,94.5,86.2,83.6,,0.28,,0.379,,61.0,79.0,76.0,78.0,103.0,103.0,0.003,0.38799999999999996,-3.47,0.2,95.8,89.5,0.239,0.333,
8,2023-04-01,718762,Strikeout,strikeout,True,518626,502171,Josh Donaldson,Alex Cobb,0,0,0,0d1e3a89-9c67-4d31-bda2-f8c1dc387627,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,,0.051,0.162,,,0.33,-1.31,-1.38,,,94.5,86.2,83.6,,0.28,,0.379,,61.0,79.0,76.0,78.0,103.0,103.0,0.003,0.38799999999999996,-3.47,0.2,95.8,89.5,0.239,0.333,
9,2023-04-01,718762,Strikeout,strikeout,True,650402,502171,Gleyber Torres,Alex Cobb,0,0,0,7508e33a-bac4-4c10-88a3-97e3f5ce937f,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,,,,,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,,,,0.397,,0.051,0.162,,,0.33,-1.31,-1.38,,,94.5,86.2,83.6,,0.28,,0.379,,61.0,79.0,76.0,78.0,103.0,103.0,0.003,0.38799999999999996,-3.47,0.2,95.8,89.5,0.239,0.333,
