,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,ST_ba
0,2023-08-12,717023,Strikeout,strikeout,True,592885,669947,Christian Yelich,Jesse Scholtens,0,0,0,d5ec3eb6-ab07-4792-b120-5500841b33de,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,
1,2023-08-12,717023,Strikeout,strikeout,True,661388,669947,William Contreras,Jesse Scholtens,0,0,0,8c44af8a-7f77-43d1-914e-5a6be96c7825,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,
2,2023-08-12,717023,Strikeout,strikeout,True,467793,669947,Carlos Santana,Jesse Scholtens,0,0,0,58e8687e-56f9-41d3-8625-c93c0a639295,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,
3,2023-08-12,717023,Strikeout,strikeout,True,641313,605540,Tim Anderson,Brandon Woodruff,0,0,0,e903fad2-cec9-4cff-82ed-9540c9ab3c5c,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,107.0,108.0,0.41,0.095,0.079,0.19699999999999998,0.95,-0.33,-0.01,3.2,95.8,86.9,82.9,0.177,0.278,0.182,0.098,108.0,100.0,96.0,0.22,2.76,95.0,0.193,,,,,,,,,,,
4,2023-08-12,717023,Lineout,field_out,True,643217,605540,Andrew Benintendi,Brandon Woodruff,1,0,0,1ea5a20e-c30d-4339-a3c0-b8949f1485fd,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,107.0,108.0,0.41,0.095,0.079,0.19699999999999998,0.95,-0.33,-0.01,3.2,95.8,86.9,82.9,0.177,0.278,0.182,0.098,108.0,100.0,96.0,0.22,2.76,95.0,0.193,,,,,,,,,,,
5,2023-08-12,717023,Groundout,field_out,True,650391,605540,Eloy Jiménez,Brandon Woodruff,0,0,0,a88beb5f-22cc-4433-a85b-5858ca7b3903,605540.0,brandonwoodruff,Woodruff,Right,Brandon Woodruff,2.28,2.82,67.0,107.0,114.0,110.0,0.7490000000000001,9.94,2.01,5.37,1.21,0.81,0.23600000000000002,0.41600000000000004,0.168,0.298,0.474,85.8,111.0,104.0,118.0,89.0,103.0,105.0,125.0,112.0,115.0,108.0,107.0,108.0,0.41,0.095,0.079,0.19699999999999998,0.95,-0.33,-0.01,3.2,95.8,86.9,82.9,0.177,0.278,0.182,0.098,108.0,100.0,96.0,0.22,2.76,95.0,0.193,,,,,,,,,,,
6,2023-08-12,717023,Flyout,field_out,True,686217,669947,Sal Frelick,Jesse Scholtens,0,0,0,471f5efe-dc02-4c6b-9921-bcac1c19e30a,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,
7,2023-08-12,717023,Flyout,field_out,True,642715,669947,Willy Adames,Jesse Scholtens,0,0,0,efb05e76-aa20-4b08-9371-8e68f822558d,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,
8,2023-08-12,717023,Walk,walk,False,592192,669947,Mark Canha,Jesse Scholtens,0,0,0,bb5f083a-3dc8-4824-87a4-8d49d2cb26cc,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,
9,2023-08-12,717023,Single,single,False,655316,669947,Andruw Monasterio,Jesse Scholtens,0,0,1,4518931b-e4c9-44ad-b902-5ab9e78603a6,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,74.0,0.266,0.354,0.245,0.111,,,,,,,,,,,,,,,,,,
