,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-06-26,717606,Pop Out,field_out,True,663837,571760,Matt Vierling,Andrew Heaney,1,0,0,aa91de93-ab95-4265-b434-f48cc26c54d8,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,
1,2023-06-26,717606,Strikeout,strikeout,True,679529,571760,Spencer Torkelson,Andrew Heaney,0,0,0,31371d32-3222-4fdb-b44a-6c4ce2ca2fb4,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,
2,2023-06-26,717606,Strikeout,strikeout,True,628451,571760,Andy Ibáñez,Andrew Heaney,0,0,0,3e820b2a-4bf8-4be4-b805-1f48ae3b7f9c,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,
3,2023-06-26,717606,Home Run,home_run,False,543760,571510,Marcus Semien,Matthew Boyd,0,0,0,e5c891aa-c343-453e-bf34-61b15a4f01bc,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,0.57,-2.52,0.56,91.4,79.6,73.8,0.281,0.203,0.245,76.0,100.0,90.0,0.07,2.52,90.8,0.207,0.4,,,,,,,
4,2023-06-26,717606,Strikeout,strikeout,True,608369,571510,Corey Seager,Matthew Boyd,0,0,0,418ec36d-c7ec-4fac-af15-8be3c742e723,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,0.57,-2.52,0.56,91.4,79.6,73.8,0.281,0.203,0.245,76.0,100.0,90.0,0.07,2.52,90.8,0.207,0.4,,,,,,,
5,2023-06-26,717606,Strikeout,strikeout,True,673962,571510,Josh Jung,Matthew Boyd,0,0,0,950c4acc-b28c-4289-84d1-afd605cff4a8,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,0.57,-2.52,0.56,91.4,79.6,73.8,0.281,0.203,0.245,76.0,100.0,90.0,0.07,2.52,90.8,0.207,0.4,,,,,,,
6,2023-06-26,717606,Strikeout,strikeout,True,666969,676684,Adolis García,Will Vest,0,0,0,87488b55-7147-4411-9a13-cd951249ffa9,676684.0,willvest,Vest,Right,Will Vest,2.98,3.11,48.1,105.0,98.0,104.0,0.777,10.43,2.42,7.45,0.56,1.23,0.37200000000000005,0.248,0.14,0.341,0.445,87.2,81.0,104.0,97.0,,,,98.0,110.0,105.0,104.0,97.0,104.0,0.513,0.332,,0.124,2.09,0.82,,-2.74,95.2,86.1,,0.209,0.213,0.259,93.0,110.0,100.0,0.031,2.49,95.0,0.167,,,,,,,,
7,2023-06-26,717606,Lineout,field_out,True,595879,571760,Javier Báez,Andrew Heaney,0,0,0,7692e91e-8eab-42ff-8ee5-920453d3e71e,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,
8,2023-06-26,717606,Triple,triple,False,606992,571760,Eric Haase,Andrew Heaney,1,1,0,4f0dac06-f37d-404d-8c70-3c9c5d7f21f8,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,
9,2023-06-26,717606,Sac Fly,sac_fly,True,570731,571760,Jonathan Schoop,Andrew Heaney,0,0,1,c4f19d24-b138-4dc3-8a35-20006f9cbe0a,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.34299999999999997,0.39899999999999997,84.0,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.16899999999999998,0.1,-1.35,-3.87,-0.11,92.5,82.0,74.4,0.236,0.259,0.274,,,,,,,,,,,,,,,
