,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CH_ba,SL_ba,FF_ba,SI_ba,CU_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FC_ba
0,2023-04-26,718408,Single,single,False,665923,663776,Esteury Ruiz,Patrick Sandoval,0,0,0,9c36189e-73be-4e78-8998-7aa29e58a8eb,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,
1,2023-04-26,718408,Flyout,field_out,True,672478,663776,Jordan Diaz,Patrick Sandoval,0,0,0,42505ee4-0f6a-4ad0-add4-88793bfcd105,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,
2,2023-04-26,718408,Groundout,field_out,True,667670,663776,Brent Rooker,Patrick Sandoval,0,0,1,9f73ceba-29df-4a8d-a711-1a2f4e6b8b09,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,
3,2023-04-26,718408,Strikeout,strikeout,True,542583,663776,Jesús Aguilar,Patrick Sandoval,0,0,0,8d758ed5-112f-461f-9d75-ce7293d28487,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,
4,2023-04-26,718408,Flyout,field_out,True,621493,665622,Taylor Ward,Luis Medina,0,0,0,ff33dd00-bc01-40b4-8dc8-a29fe824acc1,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,0.142,0.415,0.23800000000000002,0.11699999999999999,0.087,-0.35,-0.8,-0.8,-0.73,1.25,96.1,95.5,85.3,79.6,0.256,0.233,0.272,0.313,0.146,,,,,,,,,,,,,,,
5,2023-04-26,718408,Strikeout,strikeout,True,545361,665622,Mike Trout,Luis Medina,0,0,0,c84b33eb-d792-4ce5-aa9d-a3f0d066a94a,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,0.142,0.415,0.23800000000000002,0.11699999999999999,0.087,-0.35,-0.8,-0.8,-0.73,1.25,96.1,95.5,85.3,79.6,0.256,0.233,0.272,0.313,0.146,,,,,,,,,,,,,,,
6,2023-04-26,718408,Groundout,field_out,True,660271,665622,Shohei Ohtani,Luis Medina,1,1,0,7b6a9178-ab78-4c5d-83f5-a4d804c5015e,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,0.142,0.415,0.23800000000000002,0.11699999999999999,0.087,-0.35,-0.8,-0.8,-0.73,1.25,96.1,95.5,85.3,79.6,0.256,0.233,0.272,0.313,0.146,,,,,,,,,,,,,,,
7,2023-04-26,718408,Groundout,field_out,True,542208,663776,Carlos Pérez,Patrick Sandoval,1,0,0,36f2295c-714c-46de-9b9e-9bccb4444776,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,
8,2023-04-26,718408,Groundout,field_out,True,649557,663776,Aledmys Díaz,Patrick Sandoval,1,0,0,a97d9baf-ff33-4878-8678-ed0e77b24609,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,
9,2023-04-26,718408,Strikeout,strikeout,True,669127,663776,Shea Langeliers,Patrick Sandoval,0,0,0,9597442d-e20c-4fb7-aa6a-f50ec3729bf6,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,
