,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,CH_ba,SI_ba,ST_ba,FF_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,FS%,KC%,wFS/C,wKC/C,vFS,vKC,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba
0,2023-06-02,717920,Groundout,field_out,True,624428,657277,Adam Frazier,Logan Webb,1,0,0,28e66069-2609-4162-803d-7dbd37640832,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-02,717920,Groundout,field_out,True,668939,657277,Adley Rutschman,Logan Webb,1,0,0,33147800-d88e-48b4-80a2-098a90800681,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-02,717920,Pop Out,field_out,True,623993,657277,Anthony Santander,Logan Webb,1,0,0,c600d4b1-c85b-40fb-acc9-d1d73678736d,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-02,717920,Home Run,home_run,False,664774,665152,LaMonte Wade Jr.,Dean Kremer,0,0,0,fcdf5757-43fc-402d-8b1f-aaee4567db68,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.26,0.269,0.25,0.252,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,,,,,,,,,,,,,,
4,2023-06-02,717920,Strikeout,strikeout,True,605204,665152,J.D. Davis,Dean Kremer,0,0,0,320e5ab6-92a6-48d6-b874-a783803d00cd,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.26,0.269,0.25,0.252,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,,,,,,,,,,,,,,
5,2023-06-02,717920,Lineout,field_out,True,573262,665152,Mike Yastrzemski,Dean Kremer,0,0,0,8606b598-2b59-4e9a-8945-14841431ca69,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.26,0.269,0.25,0.252,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,,,,,,,,,,,,,,
6,2023-06-02,717920,Single,single,False,571745,665152,Mitch Haniger,Dean Kremer,1,1,0,4da059a8-72a4-40b1-8de2-45b0e48dbda7,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.26,0.269,0.25,0.252,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,,,,,,,,,,,,,,
7,2023-06-02,717920,Flyout,field_out,True,666165,665152,Blake Sabol,Dean Kremer,1,0,0,6c49fe68-2783-4333-87e6-1e6e202ad0d4,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.12300000000000001,0.43,1.81,-1.43,-1.4,94.6,91.9,82.8,0.26,0.269,0.25,0.252,93.0,94.0,98.0,104.0,106.0,102.0,0.239,0.08900000000000001,0.02,-2.29,88.8,78.1,0.222,0.347,,,,,,,,,,,,,,
8,2023-06-02,717920,Double,double,False,669720,657277,Austin Hays,Logan Webb,0,0,0,365d5703-fe32-4b6e-9259-5097f46fd4e0,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-02,717920,Flyout,field_out,True,683002,657277,Gunnar Henderson,Logan Webb,0,0,1,076044af-3f8c-4bb5-aa39-59c0a326cb2e,657277.0,loganwebb,Webb,Right,Logan Webb,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.14300000000000002,0.325,0.419,87.5,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037000000000000005,0.212,0.41600000000000004,-1.37,0.31,0.11,2.18,92.6,92.3,84.3,0.225,0.313,0.208,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
