,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,ST_ba,SI_ba,SL_ba,EP%,wEP/C,vEP
0,2023-08-07,717091,Double,double,False,456781,666214,Donovan Solano,Joey Wentz,0,0,0,ae138556-6902-4745-9bab-4f89339ab440,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
1,2023-08-07,717091,Strikeout,strikeout,True,593871,666214,Jorge Polanco,Joey Wentz,0,0,0,019b9074-4ff9-44de-9ae7-0e1497610e13,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
2,2023-08-07,717091,Double,double,False,621043,666214,Carlos Correa,Joey Wentz,1,0,1,ecbb3ef0-04eb-4b0f-9d2d-a7efd534dcb4,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
3,2023-08-07,717091,Single,single,False,596146,666214,Max Kepler,Joey Wentz,0,0,0,e5a81941-bf4e-44ba-ae21-6fdd236e127a,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
4,2023-08-07,717091,Home Run,home_run,False,680777,666214,Ryan Jeffers,Joey Wentz,1,1,1,75c0c077-61dd-46d7-89f1-cd3031139eb6,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
5,2023-08-07,717091,Pop Out,field_out,True,571657,666214,Kyle Farmer,Joey Wentz,0,0,0,3cadbc51-d3ba-4e22-a20f-9595cb11a806,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
6,2023-08-07,717091,Walk,walk,False,650489,666214,Willi Castro,Joey Wentz,0,0,0,f8951858-8210-4148-8a00-ffe51b33cda8,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
7,2023-08-07,717091,Single,single,False,656669,666214,Jordan Luplow,Joey Wentz,1,0,1,86c01304-1277-4401-8bf3-4aba6f215b23,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
8,2023-08-07,717091,Flyout,field_out,True,572191,666214,Michael A. Taylor,Joey Wentz,0,0,0,2f04fde4-e32b-4637-9d44-cf7cc346acdf,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,,,,
9,2023-08-07,717091,Groundout,field_out,True,668731,641154,Akil Baddoo,Pablo López,1,0,0,5d4197b2-e20d-4035-8c8b-7643b763c8f3,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,,,,0.345,,0.125,0.21100000000000002,0.1,,0.25,-0.17,94.9,,82.5,0.268,,0.257,0.202,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.214,2.08,1.34,94.5,84.4,0.173,0.278,,,,
