,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,FF_ba,CH_ba,CU_ba,FC_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-06-09,717837,Lineout,field_out,True,605141,624133,Mookie Betts,Ranger Suárez,0,0,0,5518a610-77ba-438d-b3e0-a789a060225e,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
1,2023-06-09,717837,Double,double,False,518692,624133,Freddie Freeman,Ranger Suárez,0,0,0,4c3bc5cd-6794-4897-bf9e-68e71ebb13a7,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
2,2023-06-09,717837,Strikeout,strikeout,True,669257,624133,Will Smith,Ranger Suárez,0,0,0,e75b685c-7425-4db7-b411-4650808ab086,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
3,2023-06-09,717837,Double,double,False,502110,624133,J.D. Martinez,Ranger Suárez,0,0,1,1b06ca5d-0270-4bb9-a8f9-03d601bfc2d9,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
4,2023-06-09,717837,Groundout,field_out,True,571970,624133,Max Muncy,Ranger Suárez,0,0,0,bb67d327-3398-4ae1-9c7e-a0efabc9ed0e,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
5,2023-06-09,717837,Walk,walk,False,656941,624647,Kyle Schwarber,Victor González,1,0,0,b12c3027-05ee-457d-9ed5-9cf5e9e75667,624647.0,victorgonzalez,"González, V",Left,Victor González,4.01,3.21,33.2,96.0,82.0,97.0,0.7190000000000001,8.02,2.67,7.22,0.53,2.17,0.207,0.5,0.196,0.239,0.4,87.1,75.0,76.0,86.0,,,,,,,76.0,95.0,91.0,97.0,102.0,111.0,,,,0.637,,,0.298,,0.065,,,1.46,0.48,,4.32,,,94.6,86.1,,0.258,,0.1,,,0.2,,,,,,,,,,,,,,
6,2023-06-09,717837,Forceout,force_out,True,592206,624647,Nick Castellanos,Victor González,0,0,1,9bf5bb0b-2597-4156-a3bf-165c2cd08c0f,624647.0,victorgonzalez,"González, V",Left,Victor González,4.01,3.21,33.2,96.0,82.0,97.0,0.7190000000000001,8.02,2.67,7.22,0.53,2.17,0.207,0.5,0.196,0.239,0.4,87.1,75.0,76.0,86.0,,,,,,,76.0,95.0,91.0,97.0,102.0,111.0,,,,0.637,,,0.298,,0.065,,,1.46,0.48,,4.32,,,94.6,86.1,,0.258,,0.1,,,0.2,,,,,,,,,,,,,,
7,2023-06-09,717837,Forceout,force_out,True,547180,624647,Bryce Harper,Victor González,1,0,1,f335a2c6-e14d-4010-b1eb-ea786c5bcca7,624647.0,victorgonzalez,"González, V",Left,Victor González,4.01,3.21,33.2,96.0,82.0,97.0,0.7190000000000001,8.02,2.67,7.22,0.53,2.17,0.207,0.5,0.196,0.239,0.4,87.1,75.0,76.0,86.0,,,,,,,76.0,95.0,91.0,97.0,102.0,111.0,,,,0.637,,,0.298,,0.065,,,1.46,0.48,,4.32,,,94.6,86.1,,0.258,,0.1,,,0.2,,,,,,,,,,,,,,
8,2023-06-09,717837,Single,single,False,607208,675627,Trea Turner,Michael Grove,1,0,1,dbc8148c-0dcf-4999-8d80-1dc68efa5aa8,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,,0.003,-3.57,0.93,1.99,1.07,,-16.59,94.8,89.2,94.7,85.6,,0.286,0.442,,0.308,0.261,0.2,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,
9,2023-06-09,717837,Flyout,field_out,True,592663,675627,J.T. Realmuto,Michael Grove,0,0,0,54e46868-1531-4066-9b77-d720ef0d61b1,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,,0.003,-3.57,0.93,1.99,1.07,,-16.59,94.8,89.2,94.7,85.6,,0.286,0.442,,0.308,0.261,0.2,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,
10,2023-06-09,717837,Strikeout,strikeout,True,621035,624133,Chris Taylor,Ranger Suárez,0,0,0,015abd5e-febc-42c9-a62b-b79b268e6186,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
11,2023-06-09,717837,Groundout,field_out,True,678246,624133,Miguel Vargas,Ranger Suárez,0,0,0,1942f642-d2be-4ea1-b93e-0ff4b01a08f2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
12,2023-06-09,717837,Single,single,False,676356,624133,Jonny DeLuca,Ranger Suárez,0,0,0,8369a1c4-870f-44e9-b20a-6bb4a7e6e7ea,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
13,2023-06-09,717837,Groundout,field_out,True,500743,624133,Miguel Rojas,Ranger Suárez,0,0,0,e0f543fe-7552-48d9-9881-3e5e802f93ac,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
14,2023-06-09,717837,Flyout,field_out,True,681082,675627,Bryson Stott,Michael Grove,1,1,0,0019b24b-1bc2-481e-bef9-e8642ea2c53a,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,,0.003,-3.57,0.93,1.99,1.07,,-16.59,94.8,89.2,94.7,85.6,,0.286,0.442,,0.308,0.261,0.2,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,
15,2023-06-09,717837,Groundout,field_out,True,669016,675627,Brandon Marsh,Michael Grove,1,0,0,8a412210-79a2-4e64-9ab5-d3ab894367b3,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,,0.003,-3.57,0.93,1.99,1.07,,-16.59,94.8,89.2,94.7,85.6,,0.286,0.442,,0.308,0.261,0.2,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,
16,2023-06-09,717837,Single,single,False,665019,675627,Kody Clemens,Michael Grove,1,0,0,9ebef310-8055-4d4e-aca6-0a8428f5e539,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,,0.003,-3.57,0.93,1.99,1.07,,-16.59,94.8,89.2,94.7,85.6,,0.286,0.442,,0.308,0.261,0.2,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,
17,2023-06-09,717837,Forceout,force_out,True,624641,675627,Edmundo Sosa,Michael Grove,0,0,1,b398e49b-7b99-4780-9e42-ea310ce185ba,675627.0,michaelgrove,Grove,Right,Michael Grove,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.16399999999999998,0.34299999999999997,0.44,88.0,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.327,0.075,0.382,,0.003,-3.57,0.93,1.99,1.07,,-16.59,94.8,89.2,94.7,85.6,,0.286,0.442,,0.308,0.261,0.2,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,
18,2023-06-09,717837,Single,single,False,605141,624133,Mookie Betts,Ranger Suárez,1,0,0,6d6d01f3-34fe-48be-9b5f-eb9eb551a025,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.23199999999999998,0.39399999999999996,0.16399999999999998,0.34,0.39299999999999996,82.9,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,97.0,97.0,94.0,0.28,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,0.52,4.65,1.95,-1.45,93.4,87.5,92.8,84.1,75.8,0.289,0.304,0.267,0.143,0.34,0.2,,,,,,,,,,,,,,
