,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,FS_ba,SL_ba,FF_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,CU_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba
0,2023-08-02,717165,Strikeout,strikeout,True,650859,630023,Luis Rengifo,Yonny Chirinos,0,0,0,e401064a-e14f-4018-9d54-50694b6cc144,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-02,717165,Single,single,False,660271,630023,Shohei Ohtani,Yonny Chirinos,1,0,0,9800ff77-0dbe-4b5d-9c6b-4d8d44ead8a0,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-02,717165,Grounded Into DP,grounded_into_double_play,True,543068,630023,C.J. Cron,Yonny Chirinos,0,0,1,6a82daee-5508-4a28-9ab4-da52ba370fec,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-02,717165,Groundout,field_out,True,660670,608337,Ronald Acuña Jr.,Lucas Giolito,0,0,0,6bd33c85-5c14-45e3-9b17-c5f4afd5765e,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,-0.85,,,-0.25,93.1,,,84.0,,,0.236,0.262,80.9,99.0,100.0,107.0,81.0,76.0,78.0,0.015,0.28300000000000003,-3.72,-0.2,77.9,0.209,0.5,,,,,,,,,,,
4,2023-08-02,717165,Flyout,field_out,True,645277,608337,Ozzie Albies,Lucas Giolito,1,0,0,89644a3f-7e2e-47b3-81f1-f3e4ef3fc769,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,-0.85,,,-0.25,93.1,,,84.0,,,0.236,0.262,80.9,99.0,100.0,107.0,81.0,76.0,78.0,0.015,0.28300000000000003,-3.72,-0.2,77.9,0.209,0.5,,,,,,,,,,,
5,2023-08-02,717165,Strikeout,strikeout,True,663586,608337,Austin Riley,Lucas Giolito,0,0,0,2ce5ba28-8b49-4824-91e9-060f0217cab6,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,-0.85,,,-0.25,93.1,,,84.0,,,0.236,0.262,80.9,99.0,100.0,107.0,81.0,76.0,78.0,0.015,0.28300000000000003,-3.72,-0.2,77.9,0.209,0.5,,,,,,,,,,,
6,2023-08-02,717165,Single,single,False,545341,630023,Randal Grichuk,Yonny Chirinos,0,0,0,bf2b7a31-db7d-4aea-9e59-5a9d9928cb71,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-02,717165,Strikeout,strikeout,True,592669,630023,Hunter Renfroe,Yonny Chirinos,0,0,0,7c74bcdd-3fea-40ec-98c3-1f50795f4bca,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-02,717165,Pop Out,field_out,True,500871,630023,Eduardo Escobar,Yonny Chirinos,0,0,0,6002f1c6-87a8-4fe1-b3c0-f64edd9f555b,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-02,717165,Groundout,field_out,True,687263,630023,Zach Neto,Yonny Chirinos,1,0,0,609b37d9-2ca5-4b9b-ad30-f8bac8021240,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,5.4,6.24,85.0,99.0,106.0,92.0,0.8390000000000001,5.61,2.86,9.64,1.59,1.36,0.192,0.45899999999999996,0.11,0.37,0.44799999999999995,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,119.0,99.0,83.0,0.469,0.018000000000000002,0.256,0.258,1.57,0.57,-0.31,-2.31,92.9,85.0,92.4,88.8,0.299,0.185,0.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
