,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,CH_ba,SL_ba,FC_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-09-04,716681,Strikeout,strikeout,True,641313,666142,Tim Anderson,Cole Ragans,0,0,0,cd5f0571-8cf0-4cc1-8eca-69515e0786dc,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,
1,2023-09-04,716681,Strikeout,strikeout,True,621545,666142,Zach Remillard,Cole Ragans,0,0,0,f1546575-c296-4fc3-9bcf-c62115d77af8,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,
2,2023-09-04,716681,Groundout,field_out,True,650391,666142,Eloy Jiménez,Cole Ragans,1,0,0,997871bb-b409-4d99-b40c-75cffb5c9a74,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,
3,2023-09-04,716681,Flyout,field_out,True,672580,669947,Maikel Garcia,Jesse Scholtens,0,0,0,ead32682-7afe-4066-9553-c9d50c48454a,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,82.0,98.0,101.0,,,,0.435,,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,0.266,0.111,0.354,,0.245,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,,
4,2023-09-04,716681,Home Run,home_run,False,658668,669947,Edward Olivares,Jesse Scholtens,1,1,0,c8d86b8c-8c45-4295-a90f-1d41c533b76f,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,82.0,98.0,101.0,,,,0.435,,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,0.266,0.111,0.354,,0.245,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,,
5,2023-09-04,716681,Lineout,field_out,True,521692,669947,Salvador Perez,Jesse Scholtens,0,0,0,f33548b8-10e4-406b-9fad-39855941734f,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,82.0,98.0,101.0,,,,0.435,,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,0.266,0.111,0.354,,0.245,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,,
6,2023-09-04,716681,Groundout,field_out,True,669004,669947,MJ Melendez,Jesse Scholtens,0,0,0,898fb76c-3d3d-4b1e-b669-998656915c05,669947.0,jessescholtens,Scholtens,Right,Jesse Scholtens,5.29,4.93,85.0,99.0,82.0,98.0,0.8079999999999999,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.33399999999999996,0.387,85.4,92.0,84.0,86.0,73.0,99.0,93.0,82.0,98.0,101.0,,,,0.435,,0.366,,0.035,0.27,,-1.82,,0.73,92.8,,85.4,,0.266,0.111,0.354,,0.245,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,,
7,2023-09-04,716681,Groundout,field_out,True,683734,666142,Andrew Vaughn,Cole Ragans,1,1,0,db6b27bb-daf3-40cb-832a-01ec2693a906,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,
8,2023-09-04,716681,Strikeout,strikeout,True,660162,666142,Yoán Moncada,Cole Ragans,0,0,0,da32563e-de95-4d22-84d6-38e7d136827d,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,
9,2023-09-04,716681,Strikeout,strikeout,True,672820,666142,Lenyn Sosa,Cole Ragans,0,0,0,e971194a-0955-4b99-a7a0-bb89c5ef5868,666142.0,coleragans,Ragans,Left,Cole Ragans,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.17800000000000002,0.284,0.409,86.6,90.0,97.0,103.0,108.0,100.0,100.0,126.0,114.0,125.0,89.0,92.0,87.0,0.401,0.134,0.10400000000000001,0.124,0.237,0.24,1.47,2.79,-0.05,2.84,96.5,91.8,86.6,81.8,0.234,0.152,0.18,0.27,0.194,,,,,,,,,,,,,,
