,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,SL_ba,FS_ba,CU_ba,SI_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,FC_ba,CH_ba
0,2023-09-17,716537,Strikeout,strikeout,True,621035,669302,Chris Taylor,Logan Gilbert,0,0,0,c1083c44-55ec-4250-b194-144921acba9c,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
1,2023-09-17,716537,Home Run,home_run,False,518792,669302,Jason Heyward,Logan Gilbert,1,1,0,c23c1b8c-e9ec-47a5-ad44-46b46d8bc1ad,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
2,2023-09-17,716537,Flyout,field_out,True,502110,669302,J.D. Martinez,Logan Gilbert,0,0,0,8a83e2a6-63e9-4c5e-ada7-2addf8250f76,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
3,2023-09-17,716537,Field Error,field_error,False,444482,669302,David Peralta,Logan Gilbert,0,0,1,5f7de2e6-4934-4c4c-bc62-73560e0b6017,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
4,2023-09-17,716537,Groundout,field_out,True,571771,669302,Enrique Hernández,Logan Gilbert,0,0,0,f363157d-8b95-4bd4-a197-f4fb05937681,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
5,2023-09-17,716537,Double,double,False,641487,571946,J.P. Crawford,Shelby Miller,0,0,0,2fb8ca08-39fe-4fbf-a76d-ae5a26af807f,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,1.71,3.25,42.0,99.0,111.0,101.0,0.775,9.0,4.07,4.07,0.64,0.84,0.17,0.46,0.17,0.31,0.45399999999999996,106.0,100.0,100.0,,,,109.0,100.0,103.0,,,,121.0,96.0,102.0,,0.5760000000000001,0.262,0.161,,3.2,0.51,,-0.15,,93.5,85.6,,82.1,,0.11,,0.136,,,0.208,,,,,,,,,,,,,,,,,,,,
6,2023-09-17,716537,Pop Out,field_out,True,677594,571946,Julio Rodríguez,Shelby Miller,0,0,0,2daae295-7186-41af-a097-d5a1ab52e35e,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,1.71,3.25,42.0,99.0,111.0,101.0,0.775,9.0,4.07,4.07,0.64,0.84,0.17,0.46,0.17,0.31,0.45399999999999996,106.0,100.0,100.0,,,,109.0,100.0,103.0,,,,121.0,96.0,102.0,,0.5760000000000001,0.262,0.161,,3.2,0.51,,-0.15,,93.5,85.6,,82.1,,0.11,,0.136,,,0.208,,,,,,,,,,,,,,,,,,,,
7,2023-09-17,716537,Strikeout,strikeout,True,663728,571946,Cal Raleigh,Shelby Miller,0,0,0,cfcf6a2b-b4d5-4443-b71a-2e5520a776ae,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,1.71,3.25,42.0,99.0,111.0,101.0,0.775,9.0,4.07,4.07,0.64,0.84,0.17,0.46,0.17,0.31,0.45399999999999996,106.0,100.0,100.0,,,,109.0,100.0,103.0,,,,121.0,96.0,102.0,,0.5760000000000001,0.262,0.161,,3.2,0.51,,-0.15,,93.5,85.6,,82.1,,0.11,,0.136,,,0.208,,,,,,,,,,,,,,,,,,,,
8,2023-09-17,716537,Lineout,field_out,True,606192,571946,Teoscar Hernández,Shelby Miller,0,0,0,86100fbd-1330-4e72-bfd4-9f3008891add,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,1.71,3.25,42.0,99.0,111.0,101.0,0.775,9.0,4.07,4.07,0.64,0.84,0.17,0.46,0.17,0.31,0.45399999999999996,106.0,100.0,100.0,,,,109.0,100.0,103.0,,,,121.0,96.0,102.0,,0.5760000000000001,0.262,0.161,,3.2,0.51,,-0.15,,93.5,85.6,,82.1,,0.11,,0.136,,,0.208,,,,,,,,,,,,,,,,,,,,
9,2023-09-17,716537,Strikeout,strikeout,True,681546,669302,James Outman,Logan Gilbert,0,0,0,b6bdec85-6ffb-45d4-a8c6-75d601f0964a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.211,0.174,0.214,0.667,,,,,,,,,,,,,,,,,,,,,
