,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vSI,vCU,SI_ba,CH_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba
0,2023-07-26,717250,Double,double,False,677594,657746,Julio Rodríguez,Joe Ryan,1,1,0,475edf79-230d-45ee-b585-be5426203e5c,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-26,717250,Strikeout,strikeout,True,553993,657746,Eugenio Suárez,Joe Ryan,0,0,0,19bcbbb1-108c-4f72-a9b3-6c2fef4b2cc0,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-26,717250,Single,single,False,606192,657746,Teoscar Hernández,Joe Ryan,0,0,1,0ab59798-c1ff-48d9-a2e0-74a2084ca7c9,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-26,717250,Strikeout,strikeout,True,645801,657746,Mike Ford,Joe Ryan,0,0,0,6c39ebdc-46eb-44e9-8364-850e0bc1fd3c,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-26,717250,Strikeout,strikeout,True,664034,657746,Ty France,Joe Ryan,0,0,0,e043f62a-e0c9-4783-ad19-b7fa50f190c4,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-26,717250,Pop Out,field_out,True,621043,682243,Carlos Correa,Bryce Miller,0,0,0,36bf059b-145a-49e2-8e9e-f2ec8dbd4162,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,,0.27399999999999997,0.3,,0.14,95.1,,85.0,0.256,,0.3,0.202,85.0,90.0,101.0,107.0,113.0,102.0,102.0,104.0,101.0,99.0,0.076,0.009000000000000001,0.055999999999999994,1.22,-8.41,0.66,95.1,78.2,0.26,0.167,0.667,,,,,,,,,,,,,
6,2023-07-26,717250,Strikeout,strikeout,True,666397,682243,Edouard Julien,Bryce Miller,0,0,0,ce1cc011-314c-4ca2-9f92-c07fc67ca936,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,,0.27399999999999997,0.3,,0.14,95.1,,85.0,0.256,,0.3,0.202,85.0,90.0,101.0,107.0,113.0,102.0,102.0,104.0,101.0,99.0,0.076,0.009000000000000001,0.055999999999999994,1.22,-8.41,0.66,95.1,78.2,0.26,0.167,0.667,,,,,,,,,,,,,
7,2023-07-26,717250,Flyout,field_out,True,596146,682243,Max Kepler,Bryce Miller,0,0,0,260f9016-1a9b-466c-9470-05a7263193fc,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,,0.27399999999999997,0.3,,0.14,95.1,,85.0,0.256,,0.3,0.202,85.0,90.0,101.0,107.0,113.0,102.0,102.0,104.0,101.0,99.0,0.076,0.009000000000000001,0.055999999999999994,1.22,-8.41,0.66,95.1,78.2,0.26,0.167,0.667,,,,,,,,,,,,,
8,2023-07-26,717250,Groundout,field_out,True,608596,657746,Tom Murphy,Joe Ryan,0,0,0,96c51c4b-959a-492f-9240-d26c8c874593,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-26,717250,Flyout,field_out,True,687799,657746,Cade Marlowe,Joe Ryan,0,0,0,f6a50647-3acd-494c-ba4d-561721fd78bf,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
