,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,FF_ba,FS_ba,SI_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba
0,2023-07-05,717491,Groundout,field_out,True,656941,641793,Kyle Schwarber,Zack Littell,0,0,0,84d8cc93-fc59-4f75-a348-2a25f86deb8d,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
1,2023-07-05,717491,Groundout,field_out,True,607208,641793,Trea Turner,Zack Littell,1,1,0,f7ffb83c-536e-4208-b406-ed1d9f30b820,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
2,2023-07-05,717491,Strikeout,strikeout,True,592206,641793,Nick Castellanos,Zack Littell,0,0,0,c8e2fb8c-1f0e-49b1-9cc1-6362a504ea05,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
3,2023-07-05,717491,Walk,walk,False,650490,592836,Yandy Díaz,Taijuan Walker,0,0,0,02bc97d3-68cb-4b5a-85c8-2a35def03bd9,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.332,0.026000000000000002,-0.82,0.48,0.53,-1.43,92.8,87.9,92.4,82.5,,0.257,0.205,0.273,0.158,92.0,91.0,94.0,99.0,103.0,100.0,0.17600000000000002,0.057,-0.44,-1.07,87.1,74.8,0.284,0.212,,,,,,,
4,2023-07-05,717491,Strikeout,strikeout,True,677551,592836,Wander Franco,Taijuan Walker,0,0,0,29d2df22-845b-4b08-9f5d-095d7e8723bb,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.332,0.026000000000000002,-0.82,0.48,0.53,-1.43,92.8,87.9,92.4,82.5,,0.257,0.205,0.273,0.158,92.0,91.0,94.0,99.0,103.0,100.0,0.17600000000000002,0.057,-0.44,-1.07,87.1,74.8,0.284,0.212,,,,,,,
5,2023-07-05,717491,Strikeout,strikeout,True,670042,592836,Luke Raley,Taijuan Walker,0,0,0,e03cf960-b912-4da5-bf87-96e6c6501e2b,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.332,0.026000000000000002,-0.82,0.48,0.53,-1.43,92.8,87.9,92.4,82.5,,0.257,0.205,0.273,0.158,92.0,91.0,94.0,99.0,103.0,100.0,0.17600000000000002,0.057,-0.44,-1.07,87.1,74.8,0.284,0.212,,,,,,,
6,2023-07-05,717491,Single,single,False,668227,592836,Randy Arozarena,Taijuan Walker,0,0,1,59dd9623-578a-479f-9800-60418d8e919f,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.332,0.026000000000000002,-0.82,0.48,0.53,-1.43,92.8,87.9,92.4,82.5,,0.257,0.205,0.273,0.158,92.0,91.0,94.0,99.0,103.0,100.0,0.17600000000000002,0.057,-0.44,-1.07,87.1,74.8,0.284,0.212,,,,,,,
7,2023-07-05,717491,Double,double,False,664040,592836,Brandon Lowe,Taijuan Walker,0,0,1,56ecca94-5c4b-4c97-bd34-c3c7a095fe78,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.332,0.026000000000000002,-0.82,0.48,0.53,-1.43,92.8,87.9,92.4,82.5,,0.257,0.205,0.273,0.158,92.0,91.0,94.0,99.0,103.0,100.0,0.17600000000000002,0.057,-0.44,-1.07,87.1,74.8,0.284,0.212,,,,,,,
8,2023-07-05,717491,Groundout,field_out,True,622534,592836,Manuel Margot,Taijuan Walker,1,0,0,25ad4f87-96c5-4659-b79c-f13b8c716675,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.332,0.026000000000000002,-0.82,0.48,0.53,-1.43,92.8,87.9,92.4,82.5,,0.257,0.205,0.273,0.158,92.0,91.0,94.0,99.0,103.0,100.0,0.17600000000000002,0.057,-0.44,-1.07,87.1,74.8,0.284,0.212,,,,,,,
9,2023-07-05,717491,Strikeout,strikeout,True,547180,641793,Bryce Harper,Zack Littell,0,0,0,0b89fd50-1955-4675-9cec-24e81056c018,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,
