,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vFS,vSI,vSL,FS_ba,FF_ba,FC_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,SI_ba,CU_ba,Stf+ CH,Loc+ CH,Pit+ CH,CH_ba
0,2023-09-19,716522,Flyout,field_out,True,666397,518585,Edouard Julien,Fernando Cruz,0,0,0,b2ffc5d7-1145-4c7b-8225-13d37fd8ea02,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,4.91,3.45,66.0,94.0,93.0,98.0,0.664,13.36,3.82,7.09,0.82,0.64,0.253,0.45299999999999996,0.16699999999999998,0.36,0.39299999999999996,84.1,95.0,94.0,90.0,110.0,83.0,96.0,95.0,82.0,93.0,87.0,91.0,92.0,94.0,98.0,110.0,0.004,0.35100000000000003,0.24,0.358,0.045,0.001,-0.18,-1.76,2.89,-3.09,2.96,5.63,94.3,87.9,81.4,93.8,83.3,0.094,0.3,0.39,0.125,,,,,,,,,,,,,
1,2023-09-19,716522,Strikeout,strikeout,True,593871,518585,Jorge Polanco,Fernando Cruz,0,0,0,8e392151-e644-4748-a283-b1d6619d756c,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,4.91,3.45,66.0,94.0,93.0,98.0,0.664,13.36,3.82,7.09,0.82,0.64,0.253,0.45299999999999996,0.16699999999999998,0.36,0.39299999999999996,84.1,95.0,94.0,90.0,110.0,83.0,96.0,95.0,82.0,93.0,87.0,91.0,92.0,94.0,98.0,110.0,0.004,0.35100000000000003,0.24,0.358,0.045,0.001,-0.18,-1.76,2.89,-3.09,2.96,5.63,94.3,87.9,81.4,93.8,83.3,0.094,0.3,0.39,0.125,,,,,,,,,,,,,
2,2023-09-19,716522,Strikeout,strikeout,True,668904,518585,Royce Lewis,Fernando Cruz,0,0,0,15809370-1814-4904-9d7d-5859f2843e30,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,4.91,3.45,66.0,94.0,93.0,98.0,0.664,13.36,3.82,7.09,0.82,0.64,0.253,0.45299999999999996,0.16699999999999998,0.36,0.39299999999999996,84.1,95.0,94.0,90.0,110.0,83.0,96.0,95.0,82.0,93.0,87.0,91.0,92.0,94.0,98.0,110.0,0.004,0.35100000000000003,0.24,0.358,0.045,0.001,-0.18,-1.76,2.89,-3.09,2.96,5.63,94.3,87.9,81.4,93.8,83.3,0.094,0.3,0.39,0.125,,,,,,,,,,,,,
3,2023-09-19,716522,Strikeout,strikeout,True,663697,628317,Jonathan India,Kenta Maeda,0,0,0,d681401b-4365-41e7-b54a-57d869fef9bf,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,138.0,107.0,112.0,0.064,0.27399999999999997,,0.319,0.306,,0.35,,1.6,-0.88,-0.07,,91.0,,84.1,90.3,81.6,0.182,0.275,,0.247,94.0,96.0,95.0,0.036000000000000004,-2.4,76.4,0.206,0.385,0.333,,,,
4,2023-09-19,716522,Strikeout,strikeout,True,670770,628317,TJ Friedl,Kenta Maeda,0,0,0,fcbef854-0dc0-4d4f-a3a1-cb30e1ed0185,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,138.0,107.0,112.0,0.064,0.27399999999999997,,0.319,0.306,,0.35,,1.6,-0.88,-0.07,,91.0,,84.1,90.3,81.6,0.182,0.275,,0.247,94.0,96.0,95.0,0.036000000000000004,-2.4,76.4,0.206,0.385,0.333,,,,
5,2023-09-19,716522,Groundout,field_out,True,668715,628317,Spencer Steer,Kenta Maeda,0,0,0,427392dc-f2bb-4904-a26c-34ca297aece5,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,138.0,107.0,112.0,0.064,0.27399999999999997,,0.319,0.306,,0.35,,1.6,-0.88,-0.07,,91.0,,84.1,90.3,81.6,0.182,0.275,,0.247,94.0,96.0,95.0,0.036000000000000004,-2.4,76.4,0.206,0.385,0.333,,,,
6,2023-09-19,716522,Walk,walk,False,596146,518585,Max Kepler,Fernando Cruz,0,0,0,642ce7d5-3f68-4297-b459-2ba33cebe05a,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,4.91,3.45,66.0,94.0,93.0,98.0,0.664,13.36,3.82,7.09,0.82,0.64,0.253,0.45299999999999996,0.16699999999999998,0.36,0.39299999999999996,84.1,95.0,94.0,90.0,110.0,83.0,96.0,95.0,82.0,93.0,87.0,91.0,92.0,94.0,98.0,110.0,0.004,0.35100000000000003,0.24,0.358,0.045,0.001,-0.18,-1.76,2.89,-3.09,2.96,5.63,94.3,87.9,81.4,93.8,83.3,0.094,0.3,0.39,0.125,,,,,,,,,,,,,
7,2023-09-19,716522,Strikeout,strikeout,True,650489,518585,Willi Castro,Fernando Cruz,0,0,1,d77cd36e-df0e-45f5-b485-4ecd8c588fe0,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,4.91,3.45,66.0,94.0,93.0,98.0,0.664,13.36,3.82,7.09,0.82,0.64,0.253,0.45299999999999996,0.16699999999999998,0.36,0.39299999999999996,84.1,95.0,94.0,90.0,110.0,83.0,96.0,95.0,82.0,93.0,87.0,91.0,92.0,94.0,98.0,110.0,0.004,0.35100000000000003,0.24,0.358,0.045,0.001,-0.18,-1.76,2.89,-3.09,2.96,5.63,94.3,87.9,81.4,93.8,83.3,0.094,0.3,0.39,0.125,,,,,,,,,,,,,
8,2023-09-19,716522,Strikeout,strikeout,True,666135,518585,Alex Kirilloff,Fernando Cruz,0,0,0,25ef996d-78e1-4c23-8746-b3f240bb3c10,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,4.91,3.45,66.0,94.0,93.0,98.0,0.664,13.36,3.82,7.09,0.82,0.64,0.253,0.45299999999999996,0.16699999999999998,0.36,0.39299999999999996,84.1,95.0,94.0,90.0,110.0,83.0,96.0,95.0,82.0,93.0,87.0,91.0,92.0,94.0,98.0,110.0,0.004,0.35100000000000003,0.24,0.358,0.045,0.001,-0.18,-1.76,2.89,-3.09,2.96,5.63,94.3,87.9,81.4,93.8,83.3,0.094,0.3,0.39,0.125,,,,,,,,,,,,,
9,2023-09-19,716522,Walk,walk,False,680777,571656,Ryan Jeffers,Buck Farmer,1,0,0,23d33d03-9667-48c4-be93-fb71408d02f3,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,4.2,4.07,75.0,99.0,97.0,98.0,0.713,8.4,3.48,6.96,1.32,0.69,0.248,0.413,0.218,0.306,0.39299999999999996,87.8,79.0,99.0,91.0,,,,120.0,103.0,113.0,,,,,,,,0.43,,,0.33899999999999997,0.231,-0.17,,,,1.95,-0.83,93.9,,,,83.1,,0.242,,0.158,,,,,,,,,,98.0,95.0,91.0,0.222
