,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FS_ba,SL_ba,FF_ba,ST_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,FC%,wFC/C,vFC,FC_ba,Stf+ FC,Loc+ FC,Pit+ FC
0,2023-09-09,716654,Home Run,home_run,False,607043,628317,Brandon Nimmo,Kenta Maeda,0,0,0,3caa3f21-6ed5-475b-8d02-ae4d7637e7f7,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
1,2023-09-09,716654,Single,single,False,643446,628317,Jeff McNeil,Kenta Maeda,1,0,0,0724ef6f-d27e-4000-8645-1072bf2767ab,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
2,2023-09-09,716654,Flyout,field_out,True,624413,628317,Pete Alonso,Kenta Maeda,1,0,0,af9a2a79-e3da-47f2-b555-4cadd6bbe613,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
3,2023-09-09,716654,Pop Out,field_out,True,596019,628317,Francisco Lindor,Kenta Maeda,1,0,0,961371f7-1e57-40d6-9393-2b1398b69708,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
4,2023-09-09,716654,Single,single,False,596129,628317,Daniel Vogelbach,Kenta Maeda,1,0,1,bd05471d-f251-42f1-a2c2-0b3a25e696b3,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
5,2023-09-09,716654,Lineout,field_out,True,621466,628317,DJ Stewart,Kenta Maeda,1,0,0,ed886c71-e808-4073-854b-708df5bb33eb,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
6,2023-09-09,716654,Hit By Pitch,hit_by_pitch,False,456781,656849,Donovan Solano,David Peterson,1,1,0,d5f6c794-775e-48e4-96ff-85c3588e9654,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,,0.19699999999999998,0.08800000000000001,-0.83,,0.66,-2.58,2.63,92.7,,91.5,85.3,78.6,,0.268,0.287,,0.314,0.2,85.3,84.0,97.0,93.0,0.18899999999999997,-1.35,0.325,,,,,,,
7,2023-09-09,716654,Single,single,False,593871,656849,Jorge Polanco,David Peterson,0,0,1,23063678-0536-4ba6-aa72-0cdb1a842e6b,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,,0.19699999999999998,0.08800000000000001,-0.83,,0.66,-2.58,2.63,92.7,,91.5,85.3,78.6,,0.268,0.287,,0.314,0.2,85.3,84.0,97.0,93.0,0.18899999999999997,-1.35,0.325,,,,,,,
8,2023-09-09,716654,Strikeout,strikeout,True,668904,656849,Royce Lewis,David Peterson,0,0,0,63a86367-dc09-4129-9d67-9a381449cd8e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,,0.19699999999999998,0.08800000000000001,-0.83,,0.66,-2.58,2.63,92.7,,91.5,85.3,78.6,,0.268,0.287,,0.314,0.2,85.3,84.0,97.0,93.0,0.18899999999999997,-1.35,0.325,,,,,,,
9,2023-09-09,716654,Strikeout,strikeout,True,621043,656849,Carlos Correa,David Peterson,0,0,0,7d48f4b7-66d0-49f9-8fe3-36d110207b87,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,,0.19699999999999998,0.08800000000000001,-0.83,,0.66,-2.58,2.63,92.7,,91.5,85.3,78.6,,0.268,0.287,,0.314,0.2,85.3,84.0,97.0,93.0,0.18899999999999997,-1.35,0.325,,,,,,,
