,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,ST_ba,CH_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-05-28,717980,Strikeout,strikeout,True,514888,686610,Jose Altuve,Ken Waldichuk,0,0,0,a153b451-9c95-43e3-b3d5-3bd561f92dd6,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-28,717980,Groundout,field_out,True,665161,686610,Jeremy Peña,Ken Waldichuk,1,1,0,a187dc2b-1153-4ff9-b27f-c0e76e94936e,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-28,717980,Home Run,home_run,False,670541,686610,Yordan Alvarez,Ken Waldichuk,0,0,0,cc0a624c-dcfe-4a37-9fc3-07cde2f7d038,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-28,717980,Strikeout,strikeout,True,608324,686610,Alex Bregman,Ken Waldichuk,0,0,0,c1c5e0dd-951c-49d4-8f86-233042c27d91,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,84.2,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.5429999999999999,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,81.1,74.5,0.275,0.218,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-28,717980,Home Run,home_run,False,676116,664299,Ryan Noda,Cristian Javier,0,0,0,b1342a60-507f-4cc6-a6b1-8e0caadb7b75,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,108.0,95.0,102.0,0.584,0.3,,0.040999999999999995,0.44,-0.09,,-1.29,92.7,79.5,,0.236,,0.28,0.268,91.0,99.0,102.0,0.075,-1.17,76.6,0.211,,,,,,,,,,,,,,,,,,,,,
5,2023-05-28,717980,Flyout,field_out,True,667670,664299,Brent Rooker,Cristian Javier,0,0,0,d6383387-3162-4143-8b31-e255fd7fcf35,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,108.0,95.0,102.0,0.584,0.3,,0.040999999999999995,0.44,-0.09,,-1.29,92.7,79.5,,0.236,,0.28,0.268,91.0,99.0,102.0,0.075,-1.17,76.6,0.211,,,,,,,,,,,,,,,,,,,,,
6,2023-05-28,717980,Single,single,False,664913,664299,Seth Brown,Cristian Javier,0,0,0,ad1eda26-78d4-46bd-870e-5f7492e952ac,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,108.0,95.0,102.0,0.584,0.3,,0.040999999999999995,0.44,-0.09,,-1.29,92.7,79.5,,0.236,,0.28,0.268,91.0,99.0,102.0,0.075,-1.17,76.6,0.211,,,,,,,,,,,,,,,,,,,,,
7,2023-05-28,717980,Flyout,field_out,True,669127,664299,Shea Langeliers,Cristian Javier,1,0,1,ba8195d1-7822-4e4b-90a7-fa9a0293f18a,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,108.0,95.0,102.0,0.584,0.3,,0.040999999999999995,0.44,-0.09,,-1.29,92.7,79.5,,0.236,,0.28,0.268,91.0,99.0,102.0,0.075,-1.17,76.6,0.211,,,,,,,,,,,,,,,,,,,,,
8,2023-05-28,717980,Flyout,field_out,True,668709,664299,JJ Bleday,Cristian Javier,1,0,0,b264ecac-7193-4109-ab29-f47ddde9443f,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,108.0,95.0,102.0,0.584,0.3,,0.040999999999999995,0.44,-0.09,,-1.29,92.7,79.5,,0.236,,0.28,0.268,91.0,99.0,102.0,0.075,-1.17,76.6,0.211,,,,,,,,,,,,,,,,,,,,,
9,2023-05-28,717980,Strikeout,strikeout,True,547989,665622,José Abreu,Luis Medina,0,0,0,ffc4e33f-d654-4d4e-9a85-41099277dabd,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,106.0,97.0,100.0,0.415,0.23800000000000002,0.11699999999999999,0.087,-0.35,-0.8,-0.73,1.25,96.1,85.3,79.6,0.272,,0.256,0.146,,,,,,,0.233,117.0,96.0,96.0,0.142,-0.8,95.5,0.313,,,,,,,,,,,,,,
