,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,CH_ba,FC_ba,CU_ba,SL_ba,ST_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-25,718434,Flyout,field_out,True,543760,596133,Marcus Semien,Luke Weaver,0,0,0,dd6cac20-1c69-4366-aecc-d67672ce2a28,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-25,718434,Strikeout,strikeout,True,608671,596133,Travis Jankowski,Luke Weaver,0,0,0,35d9a2fc-82ff-4957-a07b-a86cf4f4cb1b,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-25,718434,Home Run,home_run,False,663993,596133,Nathaniel Lowe,Luke Weaver,0,0,0,6d1fa0ee-b036-4671-a482-8f70cbd60894,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-25,718434,Strikeout,strikeout,True,666969,596133,Adolis García,Luke Weaver,0,0,0,d227433b-8d55-4e1d-a71a-85e6388644e1,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-25,718434,Strikeout,strikeout,True,663697,527048,Jonathan India,Martín Pérez,0,0,0,531bcd00-236a-4530-8672-9cfeaf26cca1,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,79.0,99.0,88.0,0.04,0.221,0.01,,0.265,3.25,-2.02,2.0,,-0.75,91.8,89.2,83.4,,0.167,0.316,0.342,0.063,0.0,,78.0,101.0,100.0,73.0,102.0,95.0,0.428,0.037000000000000005,0.44,3.35,91.6,79.1,0.244,,,,,,,,,,
5,2023-04-25,718434,Pop Out,field_out,True,668715,527048,Spencer Steer,Martín Pérez,0,0,0,5ced9ceb-4976-40a0-82b6-9f063854264d,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,79.0,99.0,88.0,0.04,0.221,0.01,,0.265,3.25,-2.02,2.0,,-0.75,91.8,89.2,83.4,,0.167,0.316,0.342,0.063,0.0,,78.0,101.0,100.0,73.0,102.0,95.0,0.428,0.037000000000000005,0.44,3.35,91.6,79.1,0.244,,,,,,,,,,
6,2023-04-25,718434,Walk,walk,False,656413,527048,Stuart Fairchild,Martín Pérez,1,0,0,1409839d-f42f-4798-85f5-292cf8195240,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,79.0,99.0,88.0,0.04,0.221,0.01,,0.265,3.25,-2.02,2.0,,-0.75,91.8,89.2,83.4,,0.167,0.316,0.342,0.063,0.0,,78.0,101.0,100.0,73.0,102.0,95.0,0.428,0.037000000000000005,0.44,3.35,91.6,79.1,0.244,,,,,,,,,,
7,2023-04-25,718434,Single,single,False,663886,527048,Tyler Stephenson,Martín Pérez,0,0,1,6b0cb816-69af-4660-a672-cc7befa9d176,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,79.0,99.0,88.0,0.04,0.221,0.01,,0.265,3.25,-2.02,2.0,,-0.75,91.8,89.2,83.4,,0.167,0.316,0.342,0.063,0.0,,78.0,101.0,100.0,73.0,102.0,95.0,0.428,0.037000000000000005,0.44,3.35,91.6,79.1,0.244,,,,,,,,,,
8,2023-04-25,718434,Strikeout,strikeout,True,592656,527048,Henry Ramos,Martín Pérez,0,0,0,6b751c91-7e17-4681-96ac-ae164c4bcb67,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,79.0,99.0,88.0,0.04,0.221,0.01,,0.265,3.25,-2.02,2.0,,-0.75,91.8,89.2,83.4,,0.167,0.316,0.342,0.063,0.0,,78.0,101.0,100.0,73.0,102.0,95.0,0.428,0.037000000000000005,0.44,3.35,91.6,79.1,0.244,,,,,,,,,,
9,2023-04-25,718434,Strikeout,strikeout,True,673962,596133,Josh Jung,Luke Weaver,0,0,0,f6844b8b-7ff0-4a3c-b615-7036ef826d99,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,99.0,103.0,102.0,0.435,0.11,0.13699999999999998,0.11800000000000001,0.2,-1.47,0.87,-2.22,-1.56,-2.01,94.0,90.3,85.8,81.7,0.311,0.316,0.218,0.255,0.385,0.235,,,,,,,,,,,,,,,,,,,,,,,
