,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SV_ba,FC_ba,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,CU_ba,ST_ba
0,2023-03-30,718777,Strikeout,strikeout,True,592885,573186,Christian Yelich,Marcus Stroman,0,0,0,528a3069-9790-4a6d-a3e1-f70aba18f54b,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
1,2023-03-30,718777,Strikeout,strikeout,True,608385,573186,Jesse Winker,Marcus Stroman,0,0,0,0a400c3c-c6aa-42eb-a7e8-1cbdb90fc8e8,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
2,2023-03-30,718777,Single,single,False,642715,573186,Willy Adames,Marcus Stroman,0,0,0,4aa90b42-f99b-4925-8a8f-bbc371cf619c,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
3,2023-03-30,718777,Walk,walk,False,642133,573186,Rowdy Tellez,Marcus Stroman,0,0,1,4da3ef44-7bf0-47b5-97d8-cfe5819d1648,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
4,2023-03-30,718777,Strikeout,strikeout,True,661388,573186,William Contreras,Marcus Stroman,0,0,0,bed246f6-6993-44f3-89c5-3df297434aa3,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
5,2023-03-30,718777,Flyout,field_out,True,663538,669203,Nico Hoerner,Corbin Burnes,1,0,0,588ce452-6072-49af-a6a4-be2a507a7ea1,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,,,,0.077,,0.5539999999999999,,0.085,0.171,,1.51,,-2.42,1.12,1.35,,94.4,,95.3,86.0,79.8,0.291,,0.209,,,0.159,89.3,82.0,105.0,112.0,0.11199999999999999,1.07,0.204,0.133,
6,2023-03-30,718777,Lineout,field_out,True,621020,669203,Dansby Swanson,Corbin Burnes,0,0,0,9c2e39cf-b5d9-4322-bc90-903e6a001c18,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,,,,0.077,,0.5539999999999999,,0.085,0.171,,1.51,,-2.42,1.12,1.35,,94.4,,95.3,86.0,79.8,0.291,,0.209,,,0.159,89.3,82.0,105.0,112.0,0.11199999999999999,1.07,0.204,0.133,
7,2023-03-30,718777,Walk,walk,False,664023,669203,Ian Happ,Corbin Burnes,0,0,0,50a3033d-a81f-4a22-b302-aff6bc376d8e,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,,,,0.077,,0.5539999999999999,,0.085,0.171,,1.51,,-2.42,1.12,1.35,,94.4,,95.3,86.0,79.8,0.291,,0.209,,,0.159,89.3,82.0,105.0,112.0,0.11199999999999999,1.07,0.204,0.133,
8,2023-03-30,718777,Groundout,field_out,True,641355,669203,Cody Bellinger,Corbin Burnes,0,0,0,f080bb8c-9f4f-44da-b11b-d313a69e61a9,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,,,,0.077,,0.5539999999999999,,0.085,0.171,,1.51,,-2.42,1.12,1.35,,94.4,,95.3,86.0,79.8,0.291,,0.209,,,0.159,89.3,82.0,105.0,112.0,0.11199999999999999,1.07,0.204,0.133,
9,2023-03-30,718777,Groundout,field_out,True,649966,573186,Luis Urías,Marcus Stroman,0,0,0,10d08600-95af-4988-ae30-57d1e61fec10,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,
