,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CU_ba,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-09-02,716747,Pop Out,field_out,True,668939,677944,Adley Rutschman,Slade Cecconi,0,0,0,77a56991-cc87-49fb-8c61-14201f44b44f,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
1,2023-09-02,716747,Strikeout,strikeout,True,683002,677944,Gunnar Henderson,Slade Cecconi,0,0,0,c3b3fe92-259d-4d1d-9ad6-a5317c68ed32,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
2,2023-09-02,716747,Double,double,False,623993,677944,Anthony Santander,Slade Cecconi,1,0,0,d385bd40-c2eb-4004-be45-9a7db1f17056,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
3,2023-09-02,716747,Groundout,field_out,True,656811,677944,Ryan O'Hearn,Slade Cecconi,0,0,0,99e24f32-2195-432d-b7f0-4bbbc1b66861,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
4,2023-09-02,716747,Strikeout,strikeout,True,682998,680694,Corbin Carroll,Kyle Bradish,0,0,0,1eb43778-0b9c-4ee6-8346-5b2c67893147,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.22399999999999998,,0.313,0.17300000000000001,0.083,-1.0,,1.77,3.99,-0.36,94.5,,88.1,84.8,0.366,0.168,0.142,,88.0,104.0,98.0,0.207,1.53,95.0,0.23,0.259,,,,,,,,,,,
5,2023-09-02,716747,Walk,walk,False,606466,680694,Ketel Marte,Kyle Bradish,1,0,0,dc247d2d-3b29-46bf-a987-07502a308855,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.22399999999999998,,0.313,0.17300000000000001,0.083,-1.0,,1.77,3.99,-0.36,94.5,,88.1,84.8,0.366,0.168,0.142,,88.0,104.0,98.0,0.207,1.53,95.0,0.23,0.259,,,,,,,,,,,
6,2023-09-02,716747,Strikeout,strikeout,True,502054,680694,Tommy Pham,Kyle Bradish,0,0,0,a58a25b8-5144-4851-987d-89af7f86d479,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.22399999999999998,,0.313,0.17300000000000001,0.083,-1.0,,1.77,3.99,-0.36,94.5,,88.1,84.8,0.366,0.168,0.142,,88.0,104.0,98.0,0.207,1.53,95.0,0.23,0.259,,,,,,,,,,,
7,2023-09-02,716747,Lineout,field_out,True,572233,680694,Christian Walker,Kyle Bradish,0,0,0,e9fc5971-d618-496f-9756-4da704eed258,680694.0,kylebradish,Bradish,Right,Kyle Bradish,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.11599999999999999,0.26899999999999996,0.43200000000000005,90.8,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.22399999999999998,,0.313,0.17300000000000001,0.083,-1.0,,1.77,3.99,-0.36,94.5,,88.1,84.8,0.366,0.168,0.142,,88.0,104.0,98.0,0.207,1.53,95.0,0.23,0.259,,,,,,,,,,,
8,2023-09-02,716747,Flyout,field_out,True,669720,677944,Austin Hays,Slade Cecconi,0,0,0,94781840-b06e-402c-9cd9-9b382edb2b9a,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
9,2023-09-02,716747,Strikeout,strikeout,True,656775,677944,Cedric Mullins,Slade Cecconi,0,0,0,de6f9e7f-6d70-4fd3-bbff-9b990df9ed16,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
10,2023-09-02,716747,Double,double,False,602104,677944,Ramón Urías,Slade Cecconi,0,0,0,4da37c51-232a-4151-a4aa-aabf17e57489,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
11,2023-09-02,716747,Flyout,field_out,True,624428,677944,Adam Frazier,Slade Cecconi,0,0,0,a946026b-7601-49e1-b59f-d62cfcd7b1a2,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,4.33,4.77,27.0,99.0,96.0,99.0,0.8420000000000001,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.11800000000000001,0.376,0.483,81.7,102.0,78.0,85.0,87.0,94.0,101.0,90.0,103.0,98.0,111.0,98.0,103.0,0.586,0.031,0.27,0.098,0.013999999999999999,0.54,-12.1,0.2,-1.57,-1.94,94.1,80.8,83.0,73.2,0.265,0.2,0.375,0.333,,,,,,,,,,,,,,,,,,,
