,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,SI_ba,FC_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-14,717763,Home Run,home_run,False,457705,592767,Andrew McCutchen,Drew Smyly,0,0,0,8715dc51-ecd7-44e0-869e-a59a42930da4,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-14,717763,Single,single,False,668804,592767,Bryan Reynolds,Drew Smyly,0,0,0,a5c53be3-d579-4e65-b4ff-7f5c168da745,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-14,717763,Strikeout,strikeout,True,656582,592767,Connor Joe,Drew Smyly,0,0,0,ef6e505b-e0eb-4454-98f4-7c4f02b60346,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-14,717763,Home Run,home_run,False,467793,592767,Carlos Santana,Drew Smyly,0,0,1,f121487a-2eaa-4b94-9d79-fc24b5d029e0,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-14,717763,Strikeout,strikeout,True,663647,592767,Ke'Bryan Hayes,Drew Smyly,0,0,0,5f2af569-d7a7-40fe-a7de-c897d0b4474b,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-14,717763,Walk,walk,False,669261,592767,Jack Suwinski,Drew Smyly,0,0,0,bfd1a0c3-f8b8-411a-9d1f-a02590d883e3,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-06-14,717763,Groundout,field_out,True,666801,592767,Rodolfo Castro,Drew Smyly,1,1,1,11bcfcff-16dd-499b-b33b-49df603031c0,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.11699999999999999,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.314,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-14,717763,Single,single,False,643565,674370,Mike Tauchman,Osvaldo Bido,1,1,0,622e970d-0ff6-4f4f-a624-386d1c866e03,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,95.0,97.0,90.0,,,,138.0,100.0,94.0,0.23399999999999999,0.034,,1.44,0.11,,85.7,94.6,,,0.3,0.2,89.1,75.0,91.0,87.0,101.0,95.0,93.0,98.0,98.0,103.0,0.28,0.353,0.099,-2.05,0.45,0.67,94.7,84.5,0.238,0.358,0.136,,,,,,,,,,,,,,
8,2023-06-14,717763,Strikeout,strikeout,True,663538,674370,Nico Hoerner,Osvaldo Bido,0,0,0,1a915c0f-e0e2-454d-8bc2-6883b32c1538,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,95.0,97.0,90.0,,,,138.0,100.0,94.0,0.23399999999999999,0.034,,1.44,0.11,,85.7,94.6,,,0.3,0.2,89.1,75.0,91.0,87.0,101.0,95.0,93.0,98.0,98.0,103.0,0.28,0.353,0.099,-2.05,0.45,0.67,94.7,84.5,0.238,0.358,0.136,,,,,,,,,,,,,,
9,2023-06-14,717763,Single,single,False,673548,674370,Seiya Suzuki,Osvaldo Bido,0,0,1,f527ceda-3bad-4d59-bf2b-290800658be3,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,95.0,97.0,90.0,,,,138.0,100.0,94.0,0.23399999999999999,0.034,,1.44,0.11,,85.7,94.6,,,0.3,0.2,89.1,75.0,91.0,87.0,101.0,95.0,93.0,98.0,98.0,103.0,0.28,0.353,0.099,-2.05,0.45,0.67,94.7,84.5,0.238,0.358,0.136,,,,,,,,,,,,,,
