,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,ST_ba,FF_ba,FC_ba,FS_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,SL_ba,CH_ba,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC
0,2023-08-03,717144,Single,single,False,641487,660271,J.P. Crawford,Shohei Ohtani,0,0,0,e2837fd4-886d-45db-a9a8-029121741772,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,,,,
1,2023-08-03,717144,Fielders Choice,fielders_choice,False,677594,660271,Julio Rodríguez,Shohei Ohtani,1,0,1,0daafde3-3ee8-4c72-91e9-c1b258bcb395,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,,,,
2,2023-08-03,717144,Flyout,field_out,True,553993,660271,Eugenio Suárez,Shohei Ohtani,0,0,0,02be761a-05d5-4895-9717-cbc22b788d9f,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,,,,
3,2023-08-03,717144,Strikeout,strikeout,True,663728,660271,Cal Raleigh,Shohei Ohtani,0,0,1,d54cada3-55c1-4eaa-9f31-8daf8415bef1,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,,,,
4,2023-08-03,717144,Groundout,field_out,True,664034,660271,Ty France,Shohei Ohtani,0,0,0,3500f88e-4ae8-4364-b879-ea095f590f57,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,,,,
5,2023-08-03,717144,Flyout,field_out,True,650859,693433,Luis Rengifo,Bryan Woo,0,0,0,7c45c4f8-7d81-402f-93fb-65a7b723d83f,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,,,,0.255,0.469,,,0.24,,0.69,,,1.34,-0.83,,95.1,,,95.0,86.0,,0.257,0.207,,,0.213,,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.261,0.4,,,,,,
6,2023-08-03,717144,Single,single,False,660271,693433,Shohei Ohtani,Bryan Woo,0,0,0,777c560d-b565-42c3-9f07-c56576e43cf4,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,,,,0.255,0.469,,,0.24,,0.69,,,1.34,-0.83,,95.1,,,95.0,86.0,,0.257,0.207,,,0.213,,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.261,0.4,,,,,,
7,2023-08-03,717144,Grounded Into DP,grounded_into_double_play,True,543068,693433,C.J. Cron,Bryan Woo,0,0,1,9da4825b-c297-422a-a9f9-59a8aff4357b,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,,,,0.255,0.469,,,0.24,,0.69,,,1.34,-0.83,,95.1,,,95.0,86.0,,0.257,0.207,,,0.213,,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.261,0.4,,,,,,
8,2023-08-03,717144,Strikeout,strikeout,True,686527,660271,Dominic Canzone,Shohei Ohtani,0,0,0,0a32c8ab-7318-4b7a-b8e8-a1cc75e7a74f,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,,,,
9,2023-08-03,717144,Strikeout,strikeout,True,606192,660271,Teoscar Hernández,Shohei Ohtani,0,0,0,cfa9347f-8ba5-4b41-a1c9-6e754bc15f8a,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.35600000000000004,0.036000000000000004,1.64,-0.82,-0.25,-0.53,1.81,1.15,96.8,88.6,88.6,94.5,83.7,75.7,0.146,0.164,0.31,0.179,0.273,0.111,,,,,,,,,,,,,,
