,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FS_ba,SI_ba,FF_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,FC%,CH%,wFC/C,wCH/C,vFC,CH_ba,ST_ba
0,2023-07-04,717509,Double,double,False,641487,676775,J.P. Crawford,Keaton Winn,0,0,0,a224a447-98c8-48e1-b472-85f3718bffab,676775.0,keatonwinn,Winn,Right,Keaton Winn,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.21100000000000002,0.455,0.098,0.366,0.451,91.0,105.0,98.0,85.0,92.0,90.0,119.0,107.0,104.0,143.0,99.0,110.0,0.153,0.258,0.5539999999999999,0.035,-1.55,1.11,-0.06,2.19,95.9,88.7,95.5,85.9,0.221,0.25,0.24,,,,,,,,,,,,,,,,,,,
1,2023-07-04,717509,Single,single,False,677594,676775,Julio Rodríguez,Keaton Winn,1,0,1,ea07fe20-8c9f-411b-9300-eb5b06df3192,676775.0,keatonwinn,Winn,Right,Keaton Winn,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.21100000000000002,0.455,0.098,0.366,0.451,91.0,105.0,98.0,85.0,92.0,90.0,119.0,107.0,104.0,143.0,99.0,110.0,0.153,0.258,0.5539999999999999,0.035,-1.55,1.11,-0.06,2.19,95.9,88.7,95.5,85.9,0.221,0.25,0.24,,,,,,,,,,,,,,,,,,,
2,2023-07-04,717509,Forceout,force_out,True,672284,676775,Jarred Kelenic,Keaton Winn,0,0,1,4126a086-7552-430c-8bd4-5357b2a74ff1,676775.0,keatonwinn,Winn,Right,Keaton Winn,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.21100000000000002,0.455,0.098,0.366,0.451,91.0,105.0,98.0,85.0,92.0,90.0,119.0,107.0,104.0,143.0,99.0,110.0,0.153,0.258,0.5539999999999999,0.035,-1.55,1.11,-0.06,2.19,95.9,88.7,95.5,85.9,0.221,0.25,0.24,,,,,,,,,,,,,,,,,,,
3,2023-07-04,717509,Strikeout Double Play,strikeout_double_play,True,606192,676775,Teoscar Hernández,Keaton Winn,0,0,1,06da70c8-7587-4937-b7ba-51d2080d4553,676775.0,keatonwinn,Winn,Right,Keaton Winn,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.21100000000000002,0.455,0.098,0.366,0.451,91.0,105.0,98.0,85.0,92.0,90.0,119.0,107.0,104.0,143.0,99.0,110.0,0.153,0.258,0.5539999999999999,0.035,-1.55,1.11,-0.06,2.19,95.9,88.7,95.5,85.9,0.221,0.25,0.24,,,,,,,,,,,,,,,,,,,
4,2023-07-04,717509,Groundout,field_out,True,664774,669302,LaMonte Wade Jr.,Logan Gilbert,0,0,0,2f1fa7bd-8096-4645-90b2-44bc7cdb3089,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.01,0.25,-11.33,1.84,95.7,85.6,93.7,88.7,0.174,0.667,0.28,110.0,95.0,103.0,0.134,0.39,80.3,0.211,0.214,,,,,,,,,,,
5,2023-07-04,717509,Groundout,field_out,True,592626,669302,Joc Pederson,Logan Gilbert,1,0,0,0d37433f-7af7-440f-8b62-bf24c6d223c2,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.01,0.25,-11.33,1.84,95.7,85.6,93.7,88.7,0.174,0.667,0.28,110.0,95.0,103.0,0.134,0.39,80.3,0.211,0.214,,,,,,,,,,,
6,2023-07-04,717509,Single,single,False,605204,669302,J.D. Davis,Logan Gilbert,0,0,0,64e9bb03-5e6a-49b1-9ae5-ab57b6e99f70,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.01,0.25,-11.33,1.84,95.7,85.6,93.7,88.7,0.174,0.667,0.28,110.0,95.0,103.0,0.134,0.39,80.3,0.211,0.214,,,,,,,,,,,
7,2023-07-04,717509,Groundout,field_out,True,624424,669302,Michael Conforto,Logan Gilbert,1,0,0,c3a08da7-7b82-4e01-8848-833e2df0ba5b,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,98.0,103.0,117.0,0.003,0.419,0.14800000000000002,0.297,0.01,0.25,-11.33,1.84,95.7,85.6,93.7,88.7,0.174,0.667,0.28,110.0,95.0,103.0,0.134,0.39,80.3,0.211,0.214,,,,,,,,,,,
8,2023-07-04,717509,Single,single,False,645801,676775,Mike Ford,Keaton Winn,0,0,0,759800d5-0cfc-42a7-bc28-2a8bf64ba6bf,676775.0,keatonwinn,Winn,Right,Keaton Winn,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.21100000000000002,0.455,0.098,0.366,0.451,91.0,105.0,98.0,85.0,92.0,90.0,119.0,107.0,104.0,143.0,99.0,110.0,0.153,0.258,0.5539999999999999,0.035,-1.55,1.11,-0.06,2.19,95.9,88.7,95.5,85.9,0.221,0.25,0.24,,,,,,,,,,,,,,,,,,,
9,2023-07-04,717509,Double,double,False,553993,676775,Eugenio Suárez,Keaton Winn,0,0,1,5e794790-579a-4f41-bc61-0282f3763f25,676775.0,keatonwinn,Winn,Right,Keaton Winn,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.21100000000000002,0.455,0.098,0.366,0.451,91.0,105.0,98.0,85.0,92.0,90.0,119.0,107.0,104.0,143.0,99.0,110.0,0.153,0.258,0.5539999999999999,0.035,-1.55,1.11,-0.06,2.19,95.9,88.7,95.5,85.9,0.221,0.25,0.24,,,,,,,,,,,,,,,,,,,
