,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vSI,vSL,vCU,vKC,SI_ba,FF_ba,SL_ba,CU_ba,CH_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-14,717407,Groundout,field_out,True,682928,571945,CJ Abrams,Miles Mikolas,0,0,0,3eb12777-7c99-41e6-8c22-16a41d06ed67,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,,,
1,2023-07-14,717407,Groundout,field_out,True,657041,571945,Lane Thomas,Miles Mikolas,1,1,0,e132a7fa-2808-4f5b-8101-95da92e5ba0a,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,,,
2,2023-07-14,717407,Strikeout,strikeout,True,600869,571945,Jeimer Candelario,Miles Mikolas,0,0,0,6fecb9cc-1d57-445e-a7f2-c859ae4b13ab,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,,,
3,2023-07-14,717407,Groundout,field_out,True,680977,592866,Brendan Donovan,Trevor Williams,1,0,0,4a83959c-9a83-4b9b-806e-f910cececd76,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,,0.171,-0.77,-0.45,-1.7,-1.93,,-2.25,89.7,88.2,80.9,76.7,,0.325,0.283,0.314,0.314,0.315,0.313,,,,,,,,,,,,,,,,
4,2023-07-14,717407,Strikeout,strikeout,True,502671,592866,Paul Goldschmidt,Trevor Williams,0,0,0,154c8a31-6944-4d85-bfae-85077a9ab3a0,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,,0.171,-0.77,-0.45,-1.7,-1.93,,-2.25,89.7,88.2,80.9,76.7,,0.325,0.283,0.314,0.314,0.315,0.313,,,,,,,,,,,,,,,,
5,2023-07-14,717407,Home Run,home_run,False,663457,592866,Lars Nootbaar,Trevor Williams,1,0,0,90aeba37-e6db-42cc-ab0e-974ce6eda9be,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,,0.171,-0.77,-0.45,-1.7,-1.93,,-2.25,89.7,88.2,80.9,76.7,,0.325,0.283,0.314,0.314,0.315,0.313,,,,,,,,,,,,,,,,
6,2023-07-14,717407,Strikeout,strikeout,True,571448,592866,Nolan Arenado,Trevor Williams,0,0,0,056abedc-c89f-4e70-8b6c-ac6b59f57dc3,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,,0.171,-0.77,-0.45,-1.7,-1.93,,-2.25,89.7,88.2,80.9,76.7,,0.325,0.283,0.314,0.314,0.315,0.313,,,,,,,,,,,,,,,,
7,2023-07-14,717407,Flyout,field_out,True,608841,571945,Joey Meneses,Miles Mikolas,1,0,0,8ff10349-2699-4f9c-85af-6db3998e9d5e,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,,,
8,2023-07-14,717407,Pop Out,field_out,True,660688,571945,Keibert Ruiz,Miles Mikolas,0,0,0,43e8097d-6c83-4eff-b553-d4fb90f8757c,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,,,
9,2023-07-14,717407,Flyout,field_out,True,642086,571945,Dominic Smith,Miles Mikolas,0,0,0,5f8a19f8-a3f7-48c2-ab5f-216bf5eaf2fa,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.002,0.054000000000000006,-0.19,-1.61,0.62,-0.92,-0.89,2.68,93.3,92.7,86.4,75.9,68.1,0.34,0.29,0.245,0.261,0.182,,,,,,,,,,,,,,,,,
10,2023-07-14,717407,Strikeout,strikeout,True,575929,592866,Willson Contreras,Trevor Williams,0,0,0,b8ea8de2-eb5e-433c-8a95-e2c467a852a5,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,,0.171,-0.77,-0.45,-1.7,-1.93,,-2.25,89.7,88.2,80.9,76.7,,0.325,0.283,0.314,0.314,0.315,0.313,,,,,,,,,,,,,,,,
