,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,wFC/C,vFC,FC_ba
0,2023-08-23,716903,Groundout,field_out,True,682622,672282,Noelvi Marte,Reid Detmers,1,1,0,75761d9c-1b12-43da-9139-c76d8de0ca34,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.43200000000000005,0.319,0.19399999999999998,0.054000000000000006,-0.38,0.91,0.14,-2.03,94.3,88.7,74.7,0.291,0.236,0.191,0.242,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-23,716903,Strikeout,strikeout,True,680574,672282,Matt McLain,Reid Detmers,0,0,0,9a15d2c9-3069-4649-8390-ecaaa5726397,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.43200000000000005,0.319,0.19399999999999998,0.054000000000000006,-0.38,0.91,0.14,-2.03,94.3,88.7,74.7,0.291,0.236,0.191,0.242,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-23,716903,Groundout,field_out,True,682829,672282,Elly De La Cruz,Reid Detmers,0,0,0,03e7a716-6679-4b21-ab0a-fd5e296d7ab1,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.43200000000000005,0.319,0.19399999999999998,0.054000000000000006,-0.38,0.91,0.14,-2.03,94.3,88.7,74.7,0.291,0.236,0.191,0.242,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-23,716903,Walk,walk,False,694384,680689,Nolan Schanuel,Lyon Richardson,1,0,0,07890847-481e-4fed-a393-47cc8e3d3f18,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,128.0,105.0,113.0,0.43200000000000005,0.066,0.109,0.299,-4.86,-0.58,-2.95,2.37,96.5,84.5,79.4,0.333,0.25,0.4,0.185,,86.0,114.0,102.0,0.094,1.99,95.1,0.222,,,,,,,,,,,,,,,,,,,,
4,2023-08-23,716903,Forceout,force_out,True,660271,680689,Shohei Ohtani,Lyon Richardson,0,0,1,4ff8f11d-c490-4187-bb90-ef47505f06fe,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,128.0,105.0,113.0,0.43200000000000005,0.066,0.109,0.299,-4.86,-0.58,-2.95,2.37,96.5,84.5,79.4,0.333,0.25,0.4,0.185,,86.0,114.0,102.0,0.094,1.99,95.1,0.222,,,,,,,,,,,,,,,,,,,,
5,2023-08-23,716903,Pop Out,field_out,True,519058,680689,Mike Moustakas,Lyon Richardson,1,0,0,93a72ed0-9ccd-4ac0-b09f-eda8723dc8fe,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,128.0,105.0,113.0,0.43200000000000005,0.066,0.109,0.299,-4.86,-0.58,-2.95,2.37,96.5,84.5,79.4,0.333,0.25,0.4,0.185,,86.0,114.0,102.0,0.094,1.99,95.1,0.222,,,,,,,,,,,,,,,,,,,,
6,2023-08-23,716903,Walk,walk,False,650859,680689,Luis Rengifo,Lyon Richardson,0,0,1,96ee84d4-93b0-4b49-8079-1b70da54a271,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,128.0,105.0,113.0,0.43200000000000005,0.066,0.109,0.299,-4.86,-0.58,-2.95,2.37,96.5,84.5,79.4,0.333,0.25,0.4,0.185,,86.0,114.0,102.0,0.094,1.99,95.1,0.222,,,,,,,,,,,,,,,,,,,,
7,2023-08-23,716903,Forceout,force_out,True,545341,680689,Randal Grichuk,Lyon Richardson,0,0,1,f7606d70-fc02-4542-a458-f39a4bc8c6b6,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,128.0,105.0,113.0,0.43200000000000005,0.066,0.109,0.299,-4.86,-0.58,-2.95,2.37,96.5,84.5,79.4,0.333,0.25,0.4,0.185,,86.0,114.0,102.0,0.094,1.99,95.1,0.222,,,,,,,,,,,,,,,,,,,,
8,2023-08-23,716903,Walk,walk,False,668715,672282,Spencer Steer,Reid Detmers,1,0,0,7de5f5a1-a282-44e3-8545-311da221093c,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.43200000000000005,0.319,0.19399999999999998,0.054000000000000006,-0.38,0.91,0.14,-2.03,94.3,88.7,74.7,0.291,0.236,0.191,0.242,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-23,716903,Lineout,field_out,True,687952,672282,Christian Encarnacion-Strand,Reid Detmers,0,0,0,867cb2df-5cf8-4a9c-a9d3-00de2ee59b40,672282.0,reiddetmers,Detmers,Left,Reid Detmers,4.48,4.55,148.2,99.0,101.0,99.0,0.7490000000000001,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.36200000000000004,0.43799999999999994,84.8,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.43200000000000005,0.319,0.19399999999999998,0.054000000000000006,-0.38,0.91,0.14,-2.03,94.3,88.7,74.7,0.291,0.236,0.191,0.242,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
