,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,FF_ba,CH_ba,SL_ba,SI_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FS_ba,ST_ba
0,2023-08-05,717122,Groundout,field_out,True,650490,669373,Yandy Díaz,Tarik Skubal,0,0,0,951a5551-b1e4-4478-94f7-50581c28858b,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
1,2023-08-05,717122,Single,single,False,677551,669373,Wander Franco,Tarik Skubal,0,0,0,293f2b0a-ce8b-4439-887f-169e6ae33cfc,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
2,2023-08-05,717122,Strikeout,strikeout,True,670623,669373,Isaac Paredes,Tarik Skubal,0,0,0,bab5b760-4e9c-460c-b10f-17329aea5d1b,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
3,2023-08-05,717122,Flyout,field_out,True,668227,669373,Randy Arozarena,Tarik Skubal,1,0,0,9fd60943-a7b9-4831-9163-bef3d9898d40,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
4,2023-08-05,717122,Single,single,False,663837,650644,Matt Vierling,Aaron Civale,1,0,0,b12e53f8-4ac3-409e-b57a-222c07423ee0,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,,,,0.185,0.12300000000000001,0.057999999999999996,,,-0.65,1.59,0.15,,,91.8,92.4,82.5,,0.359,,0.172,0.202,0.188,153.0,113.0,120.0,96.0,104.0,103.0,58.0,95.0,95.0,0.37200000000000005,0.017,0.244,1.13,-6.33,0.77,87.7,85.2,78.1,0.261,0.5,
5,2023-08-05,717122,Lineout,field_out,True,682985,650644,Riley Greene,Aaron Civale,1,0,0,dac42f7a-2ee6-43ee-a388-1f7beb889d85,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,,,,0.185,0.12300000000000001,0.057999999999999996,,,-0.65,1.59,0.15,,,91.8,92.4,82.5,,0.359,,0.172,0.202,0.188,153.0,113.0,120.0,96.0,104.0,103.0,58.0,95.0,95.0,0.37200000000000005,0.017,0.244,1.13,-6.33,0.77,87.7,85.2,78.1,0.261,0.5,
6,2023-08-05,717122,Flyout,field_out,True,679529,650644,Spencer Torkelson,Aaron Civale,1,0,0,b15d55ad-edfa-492e-8a7f-5386a94b4431,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,,,,0.185,0.12300000000000001,0.057999999999999996,,,-0.65,1.59,0.15,,,91.8,92.4,82.5,,0.359,,0.172,0.202,0.188,153.0,113.0,120.0,96.0,104.0,103.0,58.0,95.0,95.0,0.37200000000000005,0.017,0.244,1.13,-6.33,0.77,87.7,85.2,78.1,0.261,0.5,
7,2023-08-05,717122,Strikeout,strikeout,True,681481,650644,Kerry Carpenter,Aaron Civale,0,0,0,a4cfb1a6-a201-4b83-badd-5f1a8272441e,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,,,,,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,,,,0.185,0.12300000000000001,0.057999999999999996,,,-0.65,1.59,0.15,,,91.8,92.4,82.5,,0.359,,0.172,0.202,0.188,153.0,113.0,120.0,96.0,104.0,103.0,58.0,95.0,95.0,0.37200000000000005,0.017,0.244,1.13,-6.33,0.77,87.7,85.2,78.1,0.261,0.5,
8,2023-08-05,717122,Single,single,False,623912,669373,Harold Ramírez,Tarik Skubal,0,0,1,150a142b-5bc1-48de-b62b-06aed314d791,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
9,2023-08-05,717122,Strikeout,strikeout,True,678554,669373,Curtis Mead,Tarik Skubal,0,0,0,2840f340-7bb3-47f9-9ae2-6eca648290f7,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
10,2023-08-05,717122,Single,single,False,622534,669373,Manuel Margot,Tarik Skubal,1,0,1,96f7cb77-7c5a-4b01-89f9-02f2a068dc89,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,84.3,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,95.9,87.6,76.4,0.206,0.167,0.224,0.229,0.143,,,,,,,,,,,,,,,,,,,,,
