,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,ST_ba,FC_ba,FS_ba,SI_ba
0,2023-03-30,718769,Strikeout,strikeout,True,621493,666205,Taylor Ward,Kyle Muller,0,0,0,9240097f-a2c5-4b15-99fa-2509741db66f,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-03-30,718769,Lineout,field_out,True,545361,666205,Mike Trout,Kyle Muller,1,0,0,de7d40d2-cada-488f-b6d2-ce0a9dfdcf37,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-03-30,718769,Strikeout,strikeout,True,660271,666205,Shohei Ohtani,Kyle Muller,0,0,0,fa91ed60-0b56-4198-99bb-c5fae7d7ae3f,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-03-30,718769,Walk,walk,False,643393,660271,Tony Kemp,Shohei Ohtani,0,0,0,52a97fac-2977-4b1d-ae39-ad4aba563479,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.35600000000000004,0.036000000000000004,,1.64,1.81,1.15,,96.8,83.7,75.7,0.164,,0.111,,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.156,0.062,-0.82,-0.25,-0.53,88.6,88.6,94.5,0.146,0.31,0.179,0.273
4,2023-03-30,718769,Forceout,force_out,True,668843,660271,Conner Capel,Shohei Ohtani,0,0,1,13bfeaf3-1086-42bb-b519-4c4affce5b9b,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.35600000000000004,0.036000000000000004,,1.64,1.81,1.15,,96.8,83.7,75.7,0.164,,0.111,,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.156,0.062,-0.82,-0.25,-0.53,88.6,88.6,94.5,0.146,0.31,0.179,0.273
5,2023-03-30,718769,Strikeout,strikeout,True,649557,660271,Aledmys Díaz,Shohei Ohtani,0,0,0,61163d08-3597-4718-862f-1e494719be69,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.35600000000000004,0.036000000000000004,,1.64,1.81,1.15,,96.8,83.7,75.7,0.164,,0.111,,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.156,0.062,-0.82,-0.25,-0.53,88.6,88.6,94.5,0.146,0.31,0.179,0.273
6,2023-03-30,718769,Flyout,field_out,True,664913,660271,Seth Brown,Shohei Ohtani,0,0,0,b5ad8bc3-441a-409d-9041-b875b7adc281,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.35600000000000004,0.036000000000000004,,1.64,1.81,1.15,,96.8,83.7,75.7,0.164,,0.111,,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.156,0.062,-0.82,-0.25,-0.53,88.6,88.6,94.5,0.146,0.31,0.179,0.273
7,2023-03-30,718769,Strikeout,strikeout,True,543685,666205,Anthony Rendon,Kyle Muller,0,0,0,e0b6a503-81bf-4d8d-9d50-8c982dad87f3,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
8,2023-03-30,718769,Flyout,field_out,True,592669,666205,Hunter Renfroe,Kyle Muller,0,0,0,a3a5069a-5dfc-4451-b285-7ab1a154283b,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
9,2023-03-30,718769,Flyout,field_out,True,650859,666205,Luis Rengifo,Kyle Muller,0,0,0,66faea2f-6fa0-47ac-854b-16279653cd31,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
10,2023-03-30,718769,Flyout,field_out,True,542583,660271,Jesús Aguilar,Shohei Ohtani,0,0,0,4f009cd7-2a38-4d23-993a-05a9fb796f55,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.35600000000000004,0.036000000000000004,,1.64,1.81,1.15,,96.8,83.7,75.7,0.164,,0.111,,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.156,0.062,-0.82,-0.25,-0.53,88.6,88.6,94.5,0.146,0.31,0.179,0.273
11,2023-03-30,718769,Strikeout,strikeout,True,657656,660271,Ramón Laureano,Shohei Ohtani,0,0,0,0b539443-400b-473c-85b8-41253753e380,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.35600000000000004,0.036000000000000004,,1.64,1.81,1.15,,96.8,83.7,75.7,0.164,,0.111,,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.156,0.062,-0.82,-0.25,-0.53,88.6,88.6,94.5,0.146,0.31,0.179,0.273
12,2023-03-30,718769,Strikeout,strikeout,True,607054,660271,Jace Peterson,Shohei Ohtani,0,0,0,235e5ab4-e12c-49bb-8e94-49d772892a6e,660271.0,shoheiohtani,Ohtani,Right,Shohei Ohtani,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.34299999999999997,0.457,,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.35600000000000004,0.036000000000000004,,1.64,1.81,1.15,,96.8,83.7,75.7,0.164,,0.111,,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.156,0.062,-0.82,-0.25,-0.53,88.6,88.6,94.5,0.146,0.31,0.179,0.273
13,2023-03-30,718769,Lineout,field_out,True,592273,666205,Brandon Drury,Kyle Muller,0,0,0,713dfce5-7cd7-4a2c-b378-143089823e5d,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,
