,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCU,FF_ba,FC_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,SL_ba
0,2023-05-03,718348,Groundout,field_out,True,607043,666214,Brandon Nimmo,Joey Wentz,1,0,0,8a1ca2ac-d898-4cd6-b1be-0980771a1d2d,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
1,2023-05-03,718348,Single,single,False,516782,666214,Starling Marte,Joey Wentz,0,0,0,17ee1e57-93a9-44e2-a9b9-1f3525a71583,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
2,2023-05-03,718348,Strikeout,strikeout,True,596019,666214,Francisco Lindor,Joey Wentz,0,0,0,cea857a8-92d1-4a91-bc64-86b1312e450c,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
3,2023-05-03,718348,Flyout,field_out,True,624413,666214,Pete Alonso,Joey Wentz,0,0,0,e814ab49-71ea-43d2-bdae-5a7f78add227,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
4,2023-05-03,718348,Groundout,field_out,True,663837,664192,Matt Vierling,Joey Lucchesi,0,0,0,4f142d48-c219-4473-a481-f28a1fecc8f6,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,74.0,97.0,88.0,,0.228,0.247,0.006999999999999999,,2.74,-2.14,0.25,,90.4,77.9,,0.133,,0.289,79.0,99.0,90.0,0.517,0.95,90.0,0.293,,,,,,,,
5,2023-05-03,718348,Single,single,False,595879,664192,Javier Báez,Joey Lucchesi,0,0,0,b734cadc-7c04-459a-8ce5-78fef0c01902,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,74.0,97.0,88.0,,0.228,0.247,0.006999999999999999,,2.74,-2.14,0.25,,90.4,77.9,,0.133,,0.289,79.0,99.0,90.0,0.517,0.95,90.0,0.293,,,,,,,,
6,2023-05-03,718348,Single,single,False,682985,664192,Riley Greene,Joey Lucchesi,0,0,1,520d4582-3790-45f5-8dc2-d69a4709a070,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,74.0,97.0,88.0,,0.228,0.247,0.006999999999999999,,2.74,-2.14,0.25,,90.4,77.9,,0.133,,0.289,79.0,99.0,90.0,0.517,0.95,90.0,0.293,,,,,,,,
7,2023-05-03,718348,Home Run,home_run,False,606992,664192,Eric Haase,Joey Lucchesi,0,0,1,7061e008-120e-4999-8a6e-072e026fb7f6,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,74.0,97.0,88.0,,0.228,0.247,0.006999999999999999,,2.74,-2.14,0.25,,90.4,77.9,,0.133,,0.289,79.0,99.0,90.0,0.517,0.95,90.0,0.293,,,,,,,,
8,2023-05-03,718348,Flyout,field_out,True,679529,664192,Spencer Torkelson,Joey Lucchesi,0,0,0,f87f0423-86f1-4989-ba7e-fbe36aaaf606,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,74.0,97.0,88.0,,0.228,0.247,0.006999999999999999,,2.74,-2.14,0.25,,90.4,77.9,,0.133,,0.289,79.0,99.0,90.0,0.517,0.95,90.0,0.293,,,,,,,,
9,2023-05-03,718348,Double,double,False,570731,664192,Jonathan Schoop,Joey Lucchesi,1,0,0,ed71bbf7-143e-47bb-9ae2-081d290046f4,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,74.0,97.0,88.0,,0.228,0.247,0.006999999999999999,,2.74,-2.14,0.25,,90.4,77.9,,0.133,,0.289,79.0,99.0,90.0,0.517,0.95,90.0,0.293,,,,,,,,
10,2023-05-03,718348,Lineout,field_out,True,628451,664192,Andy Ibáñez,Joey Lucchesi,0,0,0,0c2baca6-c9cf-44e4-b005-4ad5b7d72a0f,664192.0,joeylucchesi,Lucchesi,Left,Joey Lucchesi,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.39899999999999997,81.8,53.0,67.0,57.0,74.0,96.0,93.0,,,,74.0,97.0,88.0,,0.228,0.247,0.006999999999999999,,2.74,-2.14,0.25,,90.4,77.9,,0.133,,0.289,79.0,99.0,90.0,0.517,0.95,90.0,0.293,,,,,,,,
11,2023-05-03,718348,Home Run,home_run,False,502054,666214,Tommy Pham,Joey Wentz,1,0,0,e6167a66-bd2d-4648-bcfb-fb70abe5813c,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
12,2023-05-03,718348,Lineout,field_out,True,643446,666214,Jeff McNeil,Joey Wentz,0,0,0,1de77261-2206-4fd2-b9ec-082d77a79ba0,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
13,2023-05-03,718348,Home Run,home_run,False,592192,666214,Mark Canha,Joey Wentz,0,0,0,07bb74be-ff51-45d2-8f16-b3079d187a38,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
14,2023-05-03,718348,Groundout,field_out,True,683146,666214,Brett Baty,Joey Wentz,1,0,0,61f0e9e4-0a8f-4404-ba54-633495c9acca,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,91.0,97.0,93.0,0.41600000000000004,0.251,0.158,0.175,-2.53,-0.57,-0.86,-0.22,93.4,86.0,77.5,0.374,0.271,0.189,0.247,,,,,,,,,,,,,,,
