,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FS_ba,SI_ba,FC_ba,FF_ba,CU_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-28,716817,Hit By Pitch,hit_by_pitch,False,694384,592836,Nolan Schanuel,Taijuan Walker,1,0,0,d005abd3-006e-46e5-8c76-a692039eb9da,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,
1,2023-08-28,716817,Single,single,False,660271,592836,Shohei Ohtani,Taijuan Walker,1,0,1,b8512646-5774-4c04-b5bc-9070eb54aa54,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,
2,2023-08-28,716817,Strikeout,strikeout,True,592273,592836,Brandon Drury,Taijuan Walker,0,0,0,16a26246-a22e-48c1-95da-9bde1196509a,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,
3,2023-08-28,716817,Flyout,field_out,True,519058,592836,Mike Moustakas,Taijuan Walker,0,0,0,fc76c2ab-2964-4c34-addb-11403cfd8139,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,
4,2023-08-28,716817,Single,single,False,650859,592836,Luis Rengifo,Taijuan Walker,0,0,1,97140cdd-ec0e-4398-866f-88a0e22187c4,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,
5,2023-08-28,716817,Single,single,False,666160,592836,Mickey Moniak,Taijuan Walker,0,0,1,758c5b6b-9f0a-43a9-b0c8-6f15c6d25e57,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,
6,2023-08-28,716817,Groundout,field_out,True,681351,592836,Logan O'Hoppe,Taijuan Walker,1,1,0,7cb8b62e-bc0e-49da-a2a2-3e116d2e32c8,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,
7,2023-08-28,716817,Strikeout,strikeout,True,656941,608337,Kyle Schwarber,Lucas Giolito,0,0,0,38524a03-c7fd-4c7a-8c9b-d4aabab60825,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,,,,0.419,,,0.282,0.015,-0.85,,,,-0.25,-3.72,93.1,,,,84.0,77.9,,,,0.262,0.5,,80.9,99.0,100.0,107.0,0.28300000000000003,-0.2,0.209,0.236,,,,,,
8,2023-08-28,716817,Home Run,home_run,False,607208,608337,Trea Turner,Lucas Giolito,0,0,0,a68f9915-6328-499e-9c59-8f32a9b91051,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,,,,0.419,,,0.282,0.015,-0.85,,,,-0.25,-3.72,93.1,,,,84.0,77.9,,,,0.262,0.5,,80.9,99.0,100.0,107.0,0.28300000000000003,-0.2,0.209,0.236,,,,,,
9,2023-08-28,716817,Groundout,field_out,True,547180,608337,Bryce Harper,Lucas Giolito,0,0,0,38123741-2150-4472-93b4-f89c561d4750,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,,,,0.419,,,0.282,0.015,-0.85,,,,-0.25,-3.72,93.1,,,,84.0,77.9,,,,0.262,0.5,,80.9,99.0,100.0,107.0,0.28300000000000003,-0.2,0.209,0.236,,,,,,
