,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,ST_ba,CH_ba,FC_ba,SL_ba,SI%,wSI/C,vSI,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SI_ba,FS_ba,CU%,wCU/C,vCU,Stf+ CU,Loc+ CU,Pit+ CU,CU_ba
0,2023-06-22,717660,Flyout,field_out,True,665923,671106,Esteury Ruiz,Logan Allen,0,0,0,9415f208-2c7d-4f79-b05a-43c156b978b9,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
1,2023-06-22,717660,Single,single,False,649557,671106,Aledmys Díaz,Logan Allen,0,0,0,aaf1cd8b-dc24-404f-bd4c-db603b735846,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
2,2023-06-22,717660,Strikeout,strikeout,True,676116,671106,Ryan Noda,Logan Allen,0,0,0,cc892d30-0a41-41a5-83f2-cb7f97180bd3,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
3,2023-06-22,717660,Groundout,field_out,True,542208,671106,Carlos Pérez,Logan Allen,1,1,0,c6fff15a-4680-4738-9c57-2484dea358e0,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
4,2023-06-22,717660,Groundout,field_out,True,680757,676664,Steven Kwan,JP Sears,0,0,0,146aad4a-a971-4ff0-8e42-68a4de06e335,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,,,,0.501,,0.34600000000000003,0.151,-0.84,,-0.06,0.36,93.1,,81.4,0.256,0.234,0.277,,0.21,0.001,0.63,92.1,,,,,,,,,,,,,,,,,,
5,2023-06-22,717660,Pop Out,field_out,True,642708,676664,Amed Rosario,JP Sears,0,0,0,b5d6a7dc-e94c-4fa2-81b8-644ed911c7e3,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,,,,0.501,,0.34600000000000003,0.151,-0.84,,-0.06,0.36,93.1,,81.4,0.256,0.234,0.277,,0.21,0.001,0.63,92.1,,,,,,,,,,,,,,,,,,
6,2023-06-22,717660,Pop Out,field_out,True,608070,676664,José Ramírez,JP Sears,0,0,0,b2c45a20-0bcc-4902-9710-139ecbd78a7b,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,,,,0.501,,0.34600000000000003,0.151,-0.84,,-0.06,0.36,93.1,,81.4,0.256,0.234,0.277,,0.21,0.001,0.63,92.1,,,,,,,,,,,,,,,,,,
7,2023-06-22,717660,Groundout,field_out,True,667670,671106,Brent Rooker,Logan Allen,1,1,0,93addc50-600e-4dc3-bf33-ad2e8b6728d0,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
8,2023-06-22,717660,Strikeout,strikeout,True,607054,671106,Jace Peterson,Logan Allen,0,0,0,5f44cf87-c7f8-424f-91cc-6f21e789462e,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
9,2023-06-22,717660,Single,single,False,681146,671106,Jonah Bride,Logan Allen,1,0,0,f3422dcd-ea53-421d-b35b-32f397c7aa9d,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
10,2023-06-22,717660,Strikeout,strikeout,True,669127,671106,Shea Langeliers,Logan Allen,0,0,0,a153d8b9-7673-4e06-ac64-ddb135a2c468,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
11,2023-06-22,717660,Pop Out,field_out,True,647304,676664,Josh Naylor,JP Sears,1,0,0,74c19292-3c91-4fb8-b535-6902c1887b00,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,,,,0.501,,0.34600000000000003,0.151,-0.84,,-0.06,0.36,93.1,,81.4,0.256,0.234,0.277,,0.21,0.001,0.63,92.1,,,,,,,,,,,,,,,,,,
12,2023-06-22,717660,Flyout,field_out,True,605137,676664,Josh Bell,JP Sears,1,0,0,8ea53805-5733-48f2-8b44-8668212c6619,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,,,,0.501,,0.34600000000000003,0.151,-0.84,,-0.06,0.36,93.1,,81.4,0.256,0.234,0.277,,0.21,0.001,0.63,92.1,,,,,,,,,,,,,,,,,,
13,2023-06-22,717660,Groundout,field_out,True,665926,676664,Andrés Giménez,JP Sears,0,0,0,bb79e278-753f-4cc4-826c-3cced8360bf5,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,,,,0.501,,0.34600000000000003,0.151,-0.84,,-0.06,0.36,93.1,,81.4,0.256,0.234,0.277,,0.21,0.001,0.63,92.1,,,,,,,,,,,,,,,,,,
14,2023-06-22,717660,Lineout,field_out,True,643393,671106,Tony Kemp,Logan Allen,1,0,0,df2002e9-4e8c-40b7-b226-e213047cb0a6,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
15,2023-06-22,717660,Strikeout,strikeout,True,665923,671106,Esteury Ruiz,Logan Allen,0,0,0,63fc3457-1d04-4ed0-888c-479864e8d68b,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.08900000000000001,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,79.3,0.257,0.263,0.191,0.462,0.3,,,,,,,,,,,,,,,,,,,,,
