,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,CU_ba,FC_ba,FS_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC
0,2023-08-22,716891,Strikeout,strikeout,True,607043,693821,Brandon Nimmo,Bryce Elder,0,0,0,3246d31a-819e-4804-ac4e-d8bcf9686516,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-22,716891,Flyout,field_out,True,596019,693821,Francisco Lindor,Bryce Elder,1,0,0,c112fa1d-5735-48c9-be6e-10aa9475ab72,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-22,716891,Single,single,False,643446,693821,Jeff McNeil,Bryce Elder,0,0,0,7a0e42d5-3f7f-4fdb-a27c-aecba5a62b16,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-22,716891,Flyout,field_out,True,624413,693821,Pete Alonso,Bryce Elder,1,0,0,77f9057b-86c8-4bfa-a915-109141afadb7,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-22,716891,Single,single,False,660670,656731,Ronald Acuña Jr.,Tylor Megill,0,0,0,1f8ea8ff-ae13-4e5b-9d4b-4724feaddde8,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,0.557,0.20600000000000002,0.149,-0.4,,-1.04,-0.09,94.9,,84.4,,0.264,0.314,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,0.167,,,,,,,,,
5,2023-08-22,716891,Flyout,field_out,True,671739,656731,Michael Harris II,Tylor Megill,0,0,0,6e8d5e30-fbdc-4706-8e4f-b9e8536ec53d,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,0.557,0.20600000000000002,0.149,-0.4,,-1.04,-0.09,94.9,,84.4,,0.264,0.314,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,0.167,,,,,,,,,
6,2023-08-22,716891,Flyout,field_out,True,663586,656731,Austin Riley,Tylor Megill,0,0,0,0a4a8707-eb55-48ab-b661-dd8d9e8ea622,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,0.557,0.20600000000000002,0.149,-0.4,,-1.04,-0.09,94.9,,84.4,,0.264,0.314,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,0.167,,,,,,,,,
7,2023-08-22,716891,Strikeout,strikeout,True,621566,656731,Matt Olson,Tylor Megill,0,0,1,f4de4655-ac33-4709-9420-34e2dd4760ba,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,0.557,0.20600000000000002,0.149,-0.4,,-1.04,-0.09,94.9,,84.4,,0.264,0.314,0.264,101.0,91.0,96.0,116.0,83.0,118.0,0.002,0.086,5.58,-0.05,86.1,77.2,0.167,,,,,,,,,
8,2023-08-22,716891,Groundout,field_out,True,596129,693821,Daniel Vogelbach,Bryce Elder,0,0,0,4d009d21-ae53-4172-ae11-4e89b332cb87,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-22,716891,Flyout,field_out,True,621466,693821,DJ Stewart,Bryce Elder,0,0,0,912b04b3-c5e8-44bf-85df-c412c433668c,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,
