,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CH_ba,CU_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-04-15,718563,Groundout,field_out,True,660670,663460,Ronald Acuña Jr.,Kris Bubic,0,0,0,3877a7cd-ab75-40be-a3b7-4d98a6692fcc,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,75.0,104.0,99.0,85.0,100.0,93.0,85.0,119.0,101.0,0.424,0.14800000000000002,0.182,0.24600000000000002,-1.95,3.15,1.97,1.25,91.7,83.6,80.9,0.476,0.263,0.143,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-15,718563,Flyout,field_out,True,621566,663460,Matt Olson,Kris Bubic,0,0,0,fc395152-a0ec-4157-88e4-bdf1f3ede6fc,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,75.0,104.0,99.0,85.0,100.0,93.0,85.0,119.0,101.0,0.424,0.14800000000000002,0.182,0.24600000000000002,-1.95,3.15,1.97,1.25,91.7,83.6,80.9,0.476,0.263,0.143,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-15,718563,Single,single,False,663586,663460,Austin Riley,Kris Bubic,0,0,0,3fbd0ebe-5634-40f8-befa-6958c81f360b,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,75.0,104.0,99.0,85.0,100.0,93.0,85.0,119.0,101.0,0.424,0.14800000000000002,0.182,0.24600000000000002,-1.95,3.15,1.97,1.25,91.7,83.6,80.9,0.476,0.263,0.143,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-15,718563,Double,double,False,669221,663460,Sean Murphy,Kris Bubic,1,0,1,ad5ce444-66ed-4059-88a2-4dbd080ff6c3,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,75.0,104.0,99.0,85.0,100.0,93.0,85.0,119.0,101.0,0.424,0.14800000000000002,0.182,0.24600000000000002,-1.95,3.15,1.97,1.25,91.7,83.6,80.9,0.476,0.263,0.143,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-04-15,718563,Groundout,field_out,True,645277,663460,Ozzie Albies,Kris Bubic,0,0,0,246136ed-ed0c-4ac6-9dcf-65f9a2ccfb79,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,75.0,104.0,99.0,85.0,100.0,93.0,85.0,119.0,101.0,0.424,0.14800000000000002,0.182,0.24600000000000002,-1.95,3.15,1.97,1.25,91.7,83.6,80.9,0.476,0.263,0.143,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-04-15,718563,Single,single,False,677951,693821,Bobby Witt Jr.,Bryce Elder,0,0,0,643ee1e8-ac6f-4ff7-87b1-73d6de95d585,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,,0.13699999999999998,-1.13,0.97,,1.3,90.7,82.7,,0.286,0.188,,0.21,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,,,,,,,
6,2023-04-15,718563,Flyout,field_out,True,669004,693821,MJ Melendez,Bryce Elder,1,0,0,e248d554-9869-4246-8774-ad8f793ae537,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,,0.13699999999999998,-1.13,0.97,,1.3,90.7,82.7,,0.286,0.188,,0.21,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,,,,,,,
7,2023-04-15,718563,Pop Out,field_out,True,686469,693821,Vinnie Pasquantino,Bryce Elder,1,0,0,1fb6e7a1-33b2-49a8-976a-cf3107c777a0,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,,0.13699999999999998,-1.13,0.97,,1.3,90.7,82.7,,0.286,0.188,,0.21,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,,,,,,,
8,2023-04-15,718563,Double,double,False,521692,693821,Salvador Perez,Bryce Elder,1,1,1,5bde2748-041a-4800-8906-e5695bc49678,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,,0.13699999999999998,-1.13,0.97,,1.3,90.7,82.7,,0.286,0.188,,0.21,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,,,,,,,
9,2023-04-15,718563,Groundout,field_out,True,664728,693821,Kyle Isbel,Bryce Elder,0,0,0,65b3a150-5961-4eda-a2c4-2303e3b83af0,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,,0.13699999999999998,-1.13,0.97,,1.3,90.7,82.7,,0.286,0.188,,0.21,82.0,96.0,90.0,0.376,0.01,89.5,0.28,,,,,,,,,,,,,,,,,,,,
