,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FC_ba,CH_ba,FF_ba,SI_ba,SL_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba
0,2023-04-22,718470,Pop Out,field_out,True,657077,489119,Alex Verdugo,Wade Miley,1,0,0,fd7d7a60-912b-497f-92eb-2f2619fa7076,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,101.0,103.0,101.0,0.046,0.195,0.44299999999999995,0.049,0.022000000000000002,0.24600000000000002,0.46,1.07,-2.53,0.62,2.01,0.6,90.4,87.1,90.7,79.1,75.8,0.232,0.219,0.198,0.333,0.192,,,,,,,,,,,,,,,
1,2023-04-22,718470,Lineout,field_out,True,457759,489119,Justin Turner,Wade Miley,1,1,0,1c69cf3a-6292-47ae-83aa-b022f1e0dfe7,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,101.0,103.0,101.0,0.046,0.195,0.44299999999999995,0.049,0.022000000000000002,0.24600000000000002,0.46,1.07,-2.53,0.62,2.01,0.6,90.4,87.1,90.7,79.1,75.8,0.232,0.219,0.198,0.333,0.192,,,,,,,,,,,,,,,
2,2023-04-22,718470,Walk,walk,False,608701,489119,Rob Refsnyder,Wade Miley,0,0,0,dcf1b8a6-428b-456c-ab95-cded73d93e57,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,101.0,103.0,101.0,0.046,0.195,0.44299999999999995,0.049,0.022000000000000002,0.24600000000000002,0.46,1.07,-2.53,0.62,2.01,0.6,90.4,87.1,90.7,79.1,75.8,0.232,0.219,0.198,0.333,0.192,,,,,,,,,,,,,,,
3,2023-04-22,718470,Double,double,False,646240,489119,Rafael Devers,Wade Miley,1,0,1,0248382b-b53c-4f9d-b122-9b46eb7c64d1,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,101.0,103.0,101.0,0.046,0.195,0.44299999999999995,0.049,0.022000000000000002,0.24600000000000002,0.46,1.07,-2.53,0.62,2.01,0.6,90.4,87.1,90.7,79.1,75.8,0.232,0.219,0.198,0.333,0.192,,,,,,,,,,,,,,,
4,2023-04-22,718470,Groundout,field_out,True,571771,489119,Enrique Hernández,Wade Miley,1,0,0,b42bda57-b3cf-46b4-b12f-ff2db2d38cc1,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,101.0,103.0,101.0,0.046,0.195,0.44299999999999995,0.049,0.022000000000000002,0.24600000000000002,0.46,1.07,-2.53,0.62,2.01,0.6,90.4,87.1,90.7,79.1,75.8,0.232,0.219,0.198,0.333,0.192,,,,,,,,,,,,,,,
5,2023-04-22,718470,Groundout,field_out,True,592885,676477,Christian Yelich,Garrett Whitlock,0,0,0,bc67d58f-3325-4f6c-a627-7dce37eb38bf,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,,,,0.525,0.004,,0.23,,0.24100000000000002,-2.31,,-0.46,0.44,,-2.21,94.6,,94.0,79.6,,,0.312,,0.326,,0.167,,,,,,,,,,,,,,
6,2023-04-22,718470,Groundout,field_out,True,608385,676477,Jesse Winker,Garrett Whitlock,1,0,0,6fe7b412-6961-49a5-8b64-cbb354c9393e,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,,,,0.525,0.004,,0.23,,0.24100000000000002,-2.31,,-0.46,0.44,,-2.21,94.6,,94.0,79.6,,,0.312,,0.326,,0.167,,,,,,,,,,,,,,
7,2023-04-22,718470,Single,single,False,642715,676477,Willy Adames,Garrett Whitlock,0,0,0,f010859e-9a5f-4270-87c4-5cf73097d272,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,,,,0.525,0.004,,0.23,,0.24100000000000002,-2.31,,-0.46,0.44,,-2.21,94.6,,94.0,79.6,,,0.312,,0.326,,0.167,,,,,,,,,,,,,,
8,2023-04-22,718470,Flyout,field_out,True,642133,676477,Rowdy Tellez,Garrett Whitlock,0,0,0,7c598e5f-e104-4ec6-9000-20c601d2997e,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,,,,0.525,0.004,,0.23,,0.24100000000000002,-2.31,,-0.46,0.44,,-2.21,94.6,,94.0,79.6,,,0.312,,0.326,,0.167,,,,,,,,,,,,,,
9,2023-04-22,718470,Single,single,False,807799,489119,Masataka Yoshida,Wade Miley,0,0,0,b36fe418-e15e-40a5-9b89-891fca22ba83,489119.0,wademiley,Miley,Left,Wade Miley,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.42200000000000004,0.166,0.319,0.406,83.7,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,101.0,103.0,101.0,0.046,0.195,0.44299999999999995,0.049,0.022000000000000002,0.24600000000000002,0.46,1.07,-2.53,0.62,2.01,0.6,90.4,87.1,90.7,79.1,75.8,0.232,0.219,0.198,0.333,0.192,,,,,,,,,,,,,,,
