,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SI_ba,ST_ba
10,2023-05-23,718050,Groundout,field_out,True,669127,594835,Shea Langeliers,Marco Gonzales,1,1,0,ca5705c1-66e7-48c0-a0c9-5bd97ba0bf5b,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
11,2023-05-23,718050,Groundout,field_out,True,607054,594835,Jace Peterson,Marco Gonzales,1,0,0,a20ba4dc-9716-435e-b103-87f402091814,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
12,2023-05-23,718050,Lineout,field_out,True,669397,594835,Nick Allen,Marco Gonzales,0,0,0,e00658a2-3d84-43ad-8a98-f6cfb2a8d82e,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
13,2023-05-23,718050,Walk,walk,False,553993,665622,Eugenio Suárez,Luis Medina,0,0,0,e6f299f9-47d4-4b65-b94c-aa79a25a3ab9,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
14,2023-05-23,718050,Strikeout,strikeout,True,663728,665622,Cal Raleigh,Luis Medina,0,0,0,2a297bbb-6153-4423-8e83-890c5b0fe4ca,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
15,2023-05-23,718050,Strikeout,strikeout,True,606192,665622,Teoscar Hernández,Luis Medina,0,0,0,8da0c757-16b4-42d1-b28c-8287e492ff01,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
16,2023-05-23,718050,Lineout,field_out,True,543939,665622,Kolten Wong,Luis Medina,1,1,0,af5cb12e-087b-4e8c-85ca-0dca924601d7,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
17,2023-05-23,718050,Strikeout,strikeout,True,665923,594835,Esteury Ruiz,Marco Gonzales,0,0,0,288be5aa-6872-40ed-aa14-bc1f9d017091,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
18,2023-05-23,718050,Walk,walk,False,667670,594835,Brent Rooker,Marco Gonzales,1,0,0,7e311631-01da-40f7-9007-c3ccc69f654a,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
19,2023-05-23,718050,Grounded Into DP,grounded_into_double_play,True,657656,594835,Ramón Laureano,Marco Gonzales,0,0,1,63ee69db-f88c-43c5-b862-04e643ceb740,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
20,2023-05-23,718050,Groundout,field_out,True,608596,665622,Tom Murphy,Luis Medina,0,0,0,26c4b626-03ac-4555-a5b6-e5a85e4a3a7c,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
21,2023-05-23,718050,Walk,walk,False,641487,665622,J.P. Crawford,Luis Medina,0,0,0,517318c7-426d-4624-b09f-f6f6c18810ba,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
22,2023-05-23,718050,Strikeout,strikeout,True,664034,665622,Ty France,Luis Medina,0,0,0,95605890-ffe9-4166-a10c-774edef0e895,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
23,2023-05-23,718050,Groundout,field_out,True,677594,665622,Julio Rodríguez,Luis Medina,1,1,0,afa53e5b-eb3f-4a14-85c0-81be44749115,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
24,2023-05-23,718050,Groundout,field_out,True,542583,594835,Jesús Aguilar,Marco Gonzales,0,0,0,15953813-6abe-43da-b8b3-cd04550d870a,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
25,2023-05-23,718050,Pop Out,field_out,True,542208,594835,Carlos Pérez,Marco Gonzales,0,0,0,88743f5a-04f4-4fba-86a3-4008f35ed356,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
26,2023-05-23,718050,Flyout,field_out,True,649557,594835,Aledmys Díaz,Marco Gonzales,1,0,0,dfafb293-9b04-4404-9d01-45758654b198,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
27,2023-05-23,718050,Groundout,field_out,True,672284,665622,Jarred Kelenic,Luis Medina,0,0,0,19ddc7e8-b05a-4393-b820-d8c94ea336a8,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
28,2023-05-23,718050,Flyout,field_out,True,553993,665622,Eugenio Suárez,Luis Medina,1,0,0,3841ab80-e1f3-41a0-bf73-cd6754270152,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
29,2023-05-23,718050,Flyout,field_out,True,663728,665622,Cal Raleigh,Luis Medina,0,0,0,f5ebedd0-b264-4921-bc5b-1b97b21781b8,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
30,2023-05-23,718050,Lineout,field_out,True,669127,594835,Shea Langeliers,Marco Gonzales,0,0,0,a3cabcb1-d5f5-48a4-b7e9-9207cc0083aa,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
31,2023-05-23,718050,Strikeout,strikeout,True,607054,594835,Jace Peterson,Marco Gonzales,0,0,0,e2c36178-ec9a-44fb-8e69-eb6e3f8b85a8,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
32,2023-05-23,718050,Single,single,False,669397,594835,Nick Allen,Marco Gonzales,1,0,0,0603456b-2c9a-444f-a1a1-38d87ad0eca6,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
33,2023-05-23,718050,Forceout,force_out,True,665923,594835,Esteury Ruiz,Marco Gonzales,0,0,1,3c821ed6-3123-4f98-bb22-e0edc0be1e7b,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.20199999999999999,0.46,0.129,0.294,0.429,79.9,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,92.0,104.0,90.0,0.002,0.366,0.08800000000000001,0.242,0.302,-1.28,-2.98,6.42,1.1,1.36,89.0,85.9,88.8,79.3,0.222,0.294,0.333,0.389,,,,,,,,,,,,
34,2023-05-23,718050,Lineout,field_out,True,606192,665622,Teoscar Hernández,Luis Medina,1,0,0,a48077ab-0da2-4779-933f-58c1039e8d68,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
35,2023-05-23,718050,Groundout,field_out,True,543939,665622,Kolten Wong,Luis Medina,0,0,0,6c869e53-cda9-491f-b81c-2310b4ba0226,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
36,2023-05-23,718050,Double,double,False,608596,665622,Tom Murphy,Luis Medina,0,0,0,7d675248-125e-41cf-8f78-ecebad798e12,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
37,2023-05-23,718050,Home Run,home_run,False,641487,665622,J.P. Crawford,Luis Medina,0,0,1,8d9880c8-a1d5-4216-9e4a-224cafec886d,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
38,2023-05-23,718050,Home Run,home_run,False,664034,665622,Ty France,Luis Medina,1,0,0,06780e62-0354-44c5-921d-029a26b935c7,665622.0,luismedina,Medina,Right,Luis Medina,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.35200000000000004,0.41600000000000004,87.3,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,,,,0.142,0.415,,0.11699999999999999,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,95.5,79.6,0.256,0.146,0.272,,117.0,96.0,96.0,106.0,97.0,100.0,0.23800000000000002,-0.8,85.3,0.233,0.313,
