,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,SL_ba,SI_ba,FF_ba,CH_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,ST_ba
0,2023-04-09,718643,Flyout,field_out,True,669004,543101,MJ Melendez,Anthony DeSclafani,1,0,0,0e4f9c72-89fe-48ac-8221-7e2aa0180846,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,,,,
1,2023-04-09,718643,Groundout,field_out,True,677951,543101,Bobby Witt Jr.,Anthony DeSclafani,0,0,0,0fcf7d0d-cb68-40bf-8ce3-0d965b35c929,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,,,,
2,2023-04-09,718643,Strikeout,strikeout,True,686469,543101,Vinnie Pasquantino,Anthony DeSclafani,0,0,0,b07b2c62-4c4b-4e97-8f08-f22b6bc3d506,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,,,,
3,2023-04-09,718643,Strikeout,strikeout,True,642731,663460,Thairo Estrada,Kris Bubic,0,0,0,4c3a4d74-3567-4dda-95a6-2dd96847c0fc,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,85.0,100.0,93.0,,,,85.0,119.0,101.0,,,,,0.424,0.14800000000000002,,0.24600000000000002,-1.95,,3.15,,1.25,91.7,,83.6,,0.182,,0.476,0.263,0.143,75.0,104.0,99.0,0.182,1.97,80.9,,,,,,,,,,,,,,,
4,2023-04-09,718643,Lineout,field_out,True,527038,663460,Wilmer Flores,Kris Bubic,0,0,0,0eb3994f-5c29-4d49-ba5f-3b0ee530fc41,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,85.0,100.0,93.0,,,,85.0,119.0,101.0,,,,,0.424,0.14800000000000002,,0.24600000000000002,-1.95,,3.15,,1.25,91.7,,83.6,,0.182,,0.476,0.263,0.143,75.0,104.0,99.0,0.182,1.97,80.9,,,,,,,,,,,,,,,
5,2023-04-09,718643,Hit By Pitch,hit_by_pitch,False,624424,663460,Michael Conforto,Kris Bubic,0,0,0,d12d99f5-364d-40a2-94a9-c8757945e3ec,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,85.0,100.0,93.0,,,,85.0,119.0,101.0,,,,,0.424,0.14800000000000002,,0.24600000000000002,-1.95,,3.15,,1.25,91.7,,83.6,,0.182,,0.476,0.263,0.143,75.0,104.0,99.0,0.182,1.97,80.9,,,,,,,,,,,,,,,
6,2023-04-09,718643,Strikeout,strikeout,True,605204,663460,J.D. Davis,Kris Bubic,0,0,1,970b7cd8-42d2-4e1a-a76b-9bdf9ef4ed74,663460.0,krisbubic,Bubic,Left,Kris Bubic,3.94,4.04,16.0,102.0,84.0,97.0,0.725,9.0,1.13,10.69,0.56,1.47,0.22399999999999998,0.306,0.08199999999999999,0.429,0.45799999999999996,82.2,84.0,102.0,105.0,85.0,100.0,93.0,,,,85.0,119.0,101.0,,,,,0.424,0.14800000000000002,,0.24600000000000002,-1.95,,3.15,,1.25,91.7,,83.6,,0.182,,0.476,0.263,0.143,75.0,104.0,99.0,0.182,1.97,80.9,,,,,,,,,,,,,,,
7,2023-04-09,718643,Strikeout,strikeout,True,521692,543101,Salvador Perez,Anthony DeSclafani,0,0,0,ea30af46-c9b2-4dda-923f-da6e071f1c1a,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,,,,
8,2023-04-09,718643,Groundout,field_out,True,686681,543101,Michael Massey,Anthony DeSclafani,1,0,0,e3d25d59-6850-477b-9ca9-acc14db58395,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,,,,
9,2023-04-09,718643,Flyout,field_out,True,664728,543101,Kyle Isbel,Anthony DeSclafani,1,0,0,29584d00-bbbe-4862-add6-454da068cd26,543101.0,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.41700000000000004,86.4,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.27699999999999997,0.126,0.44799999999999995,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,93.1,87.4,82.2,0.257,0.283,0.306,0.344,0.16,,,,,,,,,,,,,,,,,,,,,
