,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,FF_ba,CH_ba,FC_ba,SI_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-10,717818,Strikeout,strikeout,True,668472,608344,Nick Pratto,Cole Irvin,0,0,0,e2c9d9ee-94b4-4d81-975e-eee607b71b68,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,
1,2023-06-10,717818,Single,single,False,521692,608344,Salvador Perez,Cole Irvin,0,0,0,a9f4cc00-c68b-42e5-ad8c-a85353fd293c,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,
2,2023-06-10,717818,Single,single,False,669004,608344,MJ Melendez,Cole Irvin,1,1,1,5afd3f7b-5f25-40ea-b5aa-30ed00594e5e,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,
3,2023-06-10,717818,Forceout,force_out,True,677951,608344,Bobby Witt Jr.,Cole Irvin,0,0,1,2893eefe-43c8-4189-ae02-9d186bd9c551,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,
4,2023-06-10,717818,Flyout,field_out,True,672580,608344,Maikel Garcia,Cole Irvin,0,0,0,1b943c8e-4e08-4f84-8a30-1269558e8698,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,4.42,5.59,77.1,104.0,80.0,97.0,0.8109999999999999,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,84.2,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.14300000000000002,0.21100000000000002,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,91.9,77.2,0.247,0.324,0.18,0.28,0.229,,,,,,,,,,,,,,
5,2023-06-10,717818,Strikeout,strikeout,True,683002,663903,Gunnar Henderson,Brady Singer,0,0,0,fdf47e04-990d-401b-89b2-3f7418abb1b3,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,,,,0.51,0.002,,,0.063,-2.24,,-1.24,,-0.3,90.9,,92.1,,,0.265,,0.339,,86.0,101.0,104.0,0.426,0.01,84.0,0.241,0.0,,,,,,
6,2023-06-10,717818,Walk,walk,False,668939,663903,Adley Rutschman,Brady Singer,0,0,0,d15b8a96-3578-458e-ab17-a8986a2b37a3,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,,,,0.51,0.002,,,0.063,-2.24,,-1.24,,-0.3,90.9,,92.1,,,0.265,,0.339,,86.0,101.0,104.0,0.426,0.01,84.0,0.241,0.0,,,,,,
7,2023-06-10,717818,Double,double,False,623993,663903,Anthony Santander,Brady Singer,1,1,1,229edeb6-9f79-4efa-876f-398f6cde91de,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,,,,0.51,0.002,,,0.063,-2.24,,-1.24,,-0.3,90.9,,92.1,,,0.265,,0.339,,86.0,101.0,104.0,0.426,0.01,84.0,0.241,0.0,,,,,,
8,2023-06-10,717818,Strikeout,strikeout,True,669720,663903,Austin Hays,Brady Singer,0,0,0,c946ea1a-fc3d-4fcf-a8e1-c44bc511c034,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,,,,0.51,0.002,,,0.063,-2.24,,-1.24,,-0.3,90.9,,92.1,,,0.265,,0.339,,86.0,101.0,104.0,0.426,0.01,84.0,0.241,0.0,,,,,,
9,2023-06-10,717818,Walk,walk,False,543305,663903,Aaron Hicks,Brady Singer,1,0,0,956912c4-c1a2-46a6-a9ce-bf0cc4f7d60f,663903.0,bradysinger,Singer,Right,Brady Singer,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.11900000000000001,0.387,0.44299999999999995,87.7,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,,,,0.51,0.002,,,0.063,-2.24,,-1.24,,-0.3,90.9,,92.1,,,0.265,,0.339,,86.0,101.0,104.0,0.426,0.01,84.0,0.241,0.0,,,,,,
