,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FS_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-07-01,717538,Groundout,field_out,True,643217,666205,Andrew Benintendi,Kyle Muller,0,0,0,2a915b88-3535-4f3b-8a43-62e69d8573e5,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-01,717538,Walk,walk,False,641313,666205,Tim Anderson,Kyle Muller,0,0,0,d5b9024c-4198-42b9-8cab-4384382243da,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-01,717538,Grounded Into DP,grounded_into_double_play,True,673357,666205,Luis Robert Jr.,Kyle Muller,1,0,1,8e9c5307-7939-43a5-8153-d1e867a15fff,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-01,717538,Triple,triple,False,643393,656302,Tony Kemp,Dylan Cease,1,0,0,f86a812f-cbcc-4cbb-8894-e80464c3d900,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.216,0.298,0.111,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-01,717538,Sac Fly,sac_fly,True,668709,656302,JJ Bleday,Dylan Cease,0,0,1,0b0379e8-6afb-4d34-a97d-b62ff259fca6,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.216,0.298,0.111,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-01,717538,Strikeout,strikeout,True,542208,656302,Carlos Pérez,Dylan Cease,0,0,0,749f3f6c-6a9c-4b6e-a17d-9c5d35f4105f,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.216,0.298,0.111,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,,,,,,,,,,,,,,
6,2023-07-01,717538,Strikeout,strikeout,True,664913,656302,Seth Brown,Dylan Cease,0,0,0,a3b186b5-3fbc-491d-987c-f1d656de5731,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.43200000000000005,0.386,,0.03,-0.15,0.4,,1.0,95.6,86.3,,0.273,0.216,0.298,0.111,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-01,717538,Home Run,home_run,False,650391,666205,Eloy Jiménez,Kyle Muller,0,0,0,1883ff86-2243-4eb4-9676-8fb92a04affb,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-01,717538,Strikeout,strikeout,True,683734,666205,Andrew Vaughn,Kyle Muller,0,0,0,2b90e53e-fdcb-4ae6-9cd8-285be6e4364f,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-01,717538,Groundout,field_out,True,669394,666205,Jake Burger,Kyle Muller,0,0,0,988e6c24-f254-488e-9f07-5b7bbed6dce4,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.268,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
