,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,CU_ba,FC_ba,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-26,716846,Groundout,field_out,True,594777,547943,Kole Calhoun,Hyun Jin Ryu,1,0,0,c4400bc0-aaba-4afa-bef2-3122001f8ab3,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
1,2023-08-26,716846,Home Run,home_run,False,608070,547943,José Ramírez,Hyun Jin Ryu,0,0,0,234fe73b-6b71-4d13-8ca6-66b88191382e,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
2,2023-08-26,716846,Strikeout,strikeout,True,660757,547943,Oscar Gonzalez,Hyun Jin Ryu,0,0,0,f4fb48a6-d809-49a3-90c2-d455c3a1b09b,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
3,2023-08-26,716846,Flyout,field_out,True,657656,547943,Ramón Laureano,Hyun Jin Ryu,0,0,0,5efe7265-c285-467a-8f5d-3ab196040bf7,547943.0,hyunjinryu,Ryu,Left,Hyun Jin Ryu,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.23399999999999999,0.46799999999999997,0.152,0.327,0.41200000000000003,78.1,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.18899999999999997,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,87.7,68.9,0.276,0.265,0.286,0.238,0.133,,,,,,,,,,,,,,,
4,2023-08-26,716846,Double,double,False,593160,671106,Whit Merrifield,Logan Allen,0,0,0,7be7782c-7344-418a-8f27-97ad8b335a10,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,110.0,97.0,98.0,,0.451,0.08900000000000001,,0.213,-0.12,-2.1,,,1.49,91.4,86.3,,,0.191,0.257,,0.462,,108.0,98.0,101.0,0.247,-0.74,79.3,0.263,0.3,,,,,,,
5,2023-08-26,716846,Single,single,False,666182,671106,Bo Bichette,Logan Allen,0,0,1,7cb5ba39-c7a3-4db1-b08f-a20773922883,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,110.0,97.0,98.0,,0.451,0.08900000000000001,,0.213,-0.12,-2.1,,,1.49,91.4,86.3,,,0.191,0.257,,0.462,,108.0,98.0,101.0,0.247,-0.74,79.3,0.263,0.3,,,,,,,
6,2023-08-26,716846,Forceout,force_out,True,665489,671106,Vladimir Guerrero Jr.,Logan Allen,0,0,1,b3669351-36d0-405d-a2a5-5a8033488f04,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,110.0,97.0,98.0,,0.451,0.08900000000000001,,0.213,-0.12,-2.1,,,1.49,91.4,86.3,,,0.191,0.257,,0.462,,108.0,98.0,101.0,0.247,-0.74,79.3,0.263,0.3,,,,,,,
7,2023-08-26,716846,Forceout,force_out,True,543807,671106,George Springer,Logan Allen,0,0,1,2a7d4d24-b900-4e4a-b677-12ed7c3ece0f,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,110.0,97.0,98.0,,0.451,0.08900000000000001,,0.213,-0.12,-2.1,,,1.49,91.4,86.3,,,0.191,0.257,,0.462,,108.0,98.0,101.0,0.247,-0.74,79.3,0.263,0.3,,,,,,,
8,2023-08-26,716846,Home Run,home_run,False,676914,671106,Davis Schneider,Logan Allen,0,0,1,fd42ed62-65f0-41a3-80d9-869b0f11681c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,110.0,97.0,98.0,,0.451,0.08900000000000001,,0.213,-0.12,-2.1,,,1.49,91.4,86.3,,,0.191,0.257,,0.462,,108.0,98.0,101.0,0.247,-0.74,79.3,0.263,0.3,,,,,,,
9,2023-08-26,716846,Flyout,field_out,True,643376,671106,Danny Jansen,Logan Allen,0,0,0,c7705142-8ccf-4b23-ab73-81758c2843e1,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.7,60.0,104.0,105.0,,,,82.0,101.0,95.0,,,,110.0,97.0,98.0,,0.451,0.08900000000000001,,0.213,-0.12,-2.1,,,1.49,91.4,86.3,,,0.191,0.257,,0.462,,108.0,98.0,101.0,0.247,-0.74,79.3,0.263,0.3,,,,,,,
